;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;Sorry,;212;451;265;475;[1988.0];0.2751;0.2751;1;20.723;10.269;463.0;;1;164.21987508895992;15.5;0.2751;[41.71325605657753]
1;1;I'm;274;450;301;470;[];0.0;0.0;0;;;460.0;3.0;1;128.5304235355723;;;[]
2;2;afraid;310;450;359;470;[1989.0];0.3396;0.3396;1;20.723;18.6295;460.0;0.0;1;70.84617261527683;19.68;0.3396;[25.746559999999988]
3;3;I;369;451;374;470;[];0.0;0.0;0;;;460.5;0.5;1;56.034026932156145;;;[]
4;4;can't;382;450;425;470;[];0.0;0.0;0;;;460.0;0.5;1;10.768517736141773;;;[]
5;5;help;433;450;468;475;[1990.0, 2015.0];0.6144;0.2749;2;19.9967;18.483;462.5;2.5;1;6.264644781118874;19.24;0.3072;[47.987840000000006, 6.264644781118874]
6;6;you;476;455;507;475;[1991.0];0.0975;0.0975;1;19.428;12.0731;465.0;2.5;1;47.113948828702526;15.75;0.0975;[27.961279999999988]
7;7;without;516;450;582;470;[1992.0, 1993.0];0.4205;0.356;2;19.6688;16.0801;460.0;5.0;1;87.42117463311506;17.87;0.2102;[27.354240000000004, 5.3279999999999745]
8;8;more;590;455;635;470;[1987.0];0.3555;0.3555;1;20.4777;19.0769;462.5;2.5;1;161.16113977703682;19.78;0.3555;[0.0]
9;9;information.;644;450;751;470;[];0.0;0.0;0;;;460.0;2.5;1;215.08414207986976;;;[]
10;10;Assuming;759;451;845;475;[1994.0];0.469;0.469;1;21.643;17.7061;463.0;3.0;1;329.8913678383137;19.67;0.469;[62.03359999999998]
11;11;you;854;455;885;475;[];0.0;0.0;0;;;465.0;2.0;1;424.8831022460573;;;[]
12;12;would;893;450;944;470;[1995.0];0.4367;0.4367;1;20.723;18.1298;460.0;5.0;1;463.9608597438297;19.43;0.4367;[53.36448001918882]
13;13;live;954;450;983;470;[1998.0, 2014.0];0.7924;0.485;2;21.3312;19.2062;460.0;0.0;1;524.9484890674833;20.27;0.3962;[54.59264000000002, 63.05088000000001]
14;14;to;990;452;1007;470;[2008.0];0.3719;0.3719;1;21.0928;18.8545;461.0;1.0;1;560.94245067942;19.97;0.3719;[12.652800000000013]
15;15;know;1016;450;1061;470;[1996.0, 1997.0, 1999.0];1.6009;0.4531;3;21.5908;18.7668;460.0;1.0;1;586.9385502539712;20.18;0.5336;[57.02976000000001, 74.20224000000002, 25.967957412164694]
16;16;if;311;555;322;575;[2001.0];0.291;0.291;1;20.723;18.1203;565.0;105.0;2;130.82201410402456;19.42;0.291;[0.0]
17;17;there;328;555;374;575;[2000.0, 2002.0];1.1486;0.6954;2;18.498;16.1044;565.0;0.0;2;93.1410595507352;17.3;0.5743;[0.0, 7.09856000000002]
18;18;are;382;560;409;575;[];0.0;0.0;0;;;567.5;2.5;2;82.55712794322245;;;[]
19;19;other;417;555;464;575;[2003.0];0.3071;0.3071;1;19.4282;17.4219;565.0;2.5;2;75.06144;18.43;0.3071;[27.680960000000027]
20;20;local;472;555;510;575;[];0.0;0.0;0;;;565.0;0.0;2;86.43332328583462;;;[]
21;21;events;519;557;577;575;[];0.0;0.0;0;;;566.0;1.0;2;118.37347141244783;;;[]
22;22;that;584;555;620;575;[2004.0];0.2745;0.2745;1;19.4282;16.9822;565.0;1.0;2;172.08749220740478;18.21;0.2745;[13.79552000000001]
23;23;day,;627;555;664;580;[];0.0;0.0;0;;;567.5;2.5;2;211.6142324472378;;;[]
24;24;could;673;555;718;575;[];0.0;0.0;0;;;565.0;2.5;2;255.1454255404819;;;[]
25;25;you;727;560;758;580;[2005.0];0.3074;0.3074;1;20.3993;17.9982;570.0;5.0;2;308.42677862700833;19.2;0.3074;[45.153279999999995]
26;26;give;766;556;802;580;[2006.0, 2010.0];0.8893;0.469;2;20.6442;17.4347;568.0;2.0;2;345.33495255220487;19.04;0.4447;[14.611200000000053, 23.296422510454224]
27;27;me;811;560;837;575;[2012.0];0.4368;0.4368;1;19.4282;17.3636;567.5;0.5;2;390.1571695794319;18.4;0.4368;[7.562239999999974]
28;28;the;845;555;872;575;[2011.0];0.5501;0.5501;1;19.4282;17.6659;565.0;2.5;2;422.57437425172105;18.55;0.5501;[16.94943999999998]
29;29;locations?;881;555;968;575;[2007.0, 2009.0, 2013.0];1.456;0.6145;3;21.1562;18.2851;565.0;0.0;2;458.0465244647465;19.72;0.4853;[46.737599999999986, 35.179900660144035, 35.76031999999998]
