;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;You;212;399;243;418;[];0.0;0.0;0;;;408.5;;1;716.4102142820868;;;[]
1;1;could;252;398;297;418;[];0.0;0.0;0;;;408.0;0.5;1;665.5591224885327;;;[]
2;2;always;306;398;366;422;[3454, 3455];0.5659;0.2913;2;6.5888;19.0089;410.0;2.0;1;599.8482330120725;12.8;0.283;[13.262720000000002, 17.297768476471173]
3;3;look;374;398;410;418;[];0.0;0.0;0;;;408.0;2.0;1;561.0559101619958;;;[]
4;4;at;418;400;434;418;[];0.0;0.0;0;;;409.0;1.0;1;539.3019161172205;;;[]
5;5;the;441;398;469;418;[];0.0;0.0;0;;;408.0;1.0;1;507.9401271091954;;;[]
6;6;individual;478;398;561;418;[3456];0.4047;0.4047;1;6.2864;19.0781;408.0;0.0;1;428.20087800903156;12.68;0.4047;[10.810240000000022]
7;7;mods;571;398;618;418;[3457];0.3069;0.3069;1;6.3106;18.9657;408.0;0.0;1;381.5759362534613;12.64;0.3069;[5.187437872398995]
8;8;that;625;398;661;418;[];0.0;0.0;0;;;408.0;0.0;1;348.45050140257445;;;[]
9;9;make;669;398;716;418;[3458];0.2908;0.2908;1;6.2113;17.9831;408.0;0.0;1;309.63966142551175;12.1;0.2908;[11.386941240842527]
10;10;up;725;403;745;422;[];0.0;0.0;0;;;412.5;4.5;1;288.1023655711726;;;[]
11;11;the;753;398;780;418;[];0.0;0.0;0;;;408.0;4.5;1;271.6104680009693;;;[]
12;12;modpack,;789;398;874;422;[3459];0.3878;0.3878;1;6.5305;18.5887;410.0;2.0;1;233.05716776727886;12.56;0.3878;[3.196799999999996]
13;13;and;883;398;914;418;[3460];0.4366;0.4366;1;6.3617;18.6994;408.0;2.0;1;232.42849379477028;12.53;0.4366;[0.0]
14;14;download;923;398;1007;418;[];0.0;0.0;0;;;408.0;0.0;1;232.34363156261796;;;[]
15;15;them;1015;398;1060;418;[3461, 3462];0.6635;0.2587;2;6.8158;19.4831;408.0;0.0;1;250.74365859918686;13.15;0.3317;[6.709119999999984, 34.19252735353737]
16;16;one;218;508;249;522;[];0.0;0.0;0;;;515.0;107.0;2;683.8407793102906;;;[]
