;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
3993;3994;809.7152;451.16416;0.25903;23.4614;24.7618;;;
3994;3995;489.35679999999996;431.0528;0.53394;23.1534;21.7456;still?;6.0;18.94720000000001
3995;3996;535.8592;387.91168;0.43652;23.4174;23.5413;Forms;7.0;63.08832000000001
3996;3997;590.3616000000001;404.3264;0.4043;22.8894;23.3511;it;9.0;46.67360000000002
3997;3998;587.7888;391.17824;0.3877;22.9772;21.4239;of;8.0;59.33519069605826
3998;3999;553.7152;411.21792;0.35571;22.2292;21.69;Forms;7.0;39.78208000000001
3999;4000;450.0224;414.8224;0.22607;20.4559;16.1946;still?;6.0;35.30339422095273
4000;4001;339.1232;433.8688;0.50073;20.0235;17.7778;thinking;2.0;16.13119999999998
4001;4002;387.3792;436.00896;0.43701;19.6488;17.5521;of;3.0;15.817768266149315
4002;4003;408.65279999999996;437.07392;0.2749;19.698;17.0239;solar;5.0;12.926080000000013
4003;4004;442.00960000000003;428.89216;0.4043;18.6533;14.543;solar;5.0;21.10784000000001
4004;4005;297.98400000000004;444.8768;0.22681;19.9998;14.989;thinking;2.0;5.123199999999997
4005;4006;268.8384;449.39264;0.30737;17.9329;16.7327;you;1.0;5.607360000000028
4006;4007;554.3936;426.68032;0.25879;17.6215;16.7211;Forms;7.0;24.319680000000005
4007;4008;583.6672;441.28256;0.27515;16.5573;16.2752;of;8.0;9.457384204609646
4008;4009;695.68;389.66272;0.3396;18.3728;16.6678;been;11.0;60.33728000000002
4009;4010;811.1232;408.80128;0.32324;20.1322;17.8868;since;13.0;42.19871999999998
4010;4011;919.5264;422.95296;0.38843;19.6217;17.169;Empire,;16.0;28.04703999999998
4011;4012;857.7792;421.09952;0.21045;20.4862;18.9699;the;14.0;29.14652804143918
4012;4013;292.8256;552.15104;0.32373;18.5122;17.1975;been;20.0;2.8489600000000337
4013;4014;368.8064;535.04;0.29102;18.3326;17.8579;recent;21.0;21.960000000000036
4014;4015;463.5904;552.09984;0.30737;19.7626;17.5921;iterations;22.0;3.900160000000028
4015;4016;552.4096;542.6688;0.27417;18.8498;16.1901;targeted;23.0;12.331199999999967
4016;4017;648.8576;535.05024;0.30737;20.1297;17.1976;remote;25.0;21.94975999999997
4017;4018;764.4799999999999;513.3312;0.29126;21.2352;17.796;with;27.0;41.66880000000003
4018;4019;857.9200000000001;522.91584;0.30713;22.0267;19.6425;frequent;28.0;32.322743121610216
4019;4020;911.936;541.85984;0.50195;21.9071;18.9552;severe;30.0;18.140160000000037
4020;4021;957.952;531.22048;0.53369;20.5891;17.4555;droughts.;31.0;23.779520000000048
4021;4022;896.2944;534.94784;0.24243;17.9866;18.2593;severe;30.0;25.052159999999958
