;mean;std
31;0.1289681609062302;0.20289270298064116
30;0.09748963751334994;0.1935757208814188
29;0.12443466377629006;0.19750612120884156
28;0.10687831033090005;0.16913003272441304
27;0.1431851651812033;0.19407692172691487
26;0.1819097096298979;0.18785158902130555
25;0.13461454229995973;0.1811638349605762
24;0.16215502497757112;0.174716434795395
23;0.18317859503941797;0.19359098090274482
22;0.21601740747018142;0.1666063633160554
21;0.19985561375775582;0.17690753712911056
20;0.19531511120538508;0.17609808225193024
19;0.17375266578641718;0.17756887329182067
18;0.17942854302188319;0.18620084332189463
17;0.19662799669438066;0.1692908543515904
16;0.1732489961139778;0.17507901236376372
15;0.15944821721209432;0.17807056366356397
14;0.17237025425950725;0.16951104461590705
13;0.17487940569293312;0.15765536644899547
12;0.15511918537360253;0.14472022250300398
11;0.17397918019295452;0.1668325333520431
10;0.1558025963631;0.16484241880853515
9;0.16523141715868167;0.1780149720914152
8;0.16839530294259816;0.17808018367884085
7;0.1866680948021006;0.1753738939128675
6;0.15519118737312182;0.1739861615221477
5;0.24045482841801136;0.19217929962806585
4;0.17211233382747257;0.19238407480079528
3;0.2717800173099616;0.18970243928009417
2;0.2082013416495366;0.18050934852029402
1;0.2569893314021256;0.17309847077750173
0;0.11854998733014786;0.1925598859617436
