;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
mean;0.1777395972211453;0.3250353275255619;0.3826994480491503;0.2574540133469207;0.3638434869111029;0.2903698826505361;0.3625309802871077;0.2903938117470511;0.2743160034573396;0.2594676943051419;0.304853503164316;0.2781345766936368;0.2628037032964731;0.259963575871484;0.3841426963779655;0.2642467514602436;0.297018130303496
std;0.1641671174286076;0.169165911374417;0.1704440132357082;0.1866006862376108;0.1737236575007264;0.1785148176928361;0.1913379359317917;0.1704533935388123;0.1692295741455508;0.1841240331005896;0.175668620057485;0.1720120815927169;0.1834535599021955;0.1846860212515688;0.1822730725877668;0.1861268561614104;0.1776989522294565
