;1;2;3;4;5;6;7;8
31;0.2193034865727402;0.20072569429513293;0.21428876251791862;0.24403793849406702;0.23436169196628498;0.27773230734109133;0.21006088006308601;0.28213754645590566
30;0.1784443662959514;0.17147198530452917;0.18137175314830317;0.19536963186586828;0.17970192569342983;0.22204787255781105;0.18890641730279079;0.23861484356565668
29;0.13253928550333635;0.1524024446398073;0.1668376176371952;0.1687600587906815;0.15537425458498283;0.19276852912782236;0.14839984765220102;0.22578002185211632
28;0.19818658491611135;0.17846093971379945;0.1883325737529989;0.22560990792830454;0.20656317128087567;0.237280423233556;0.18864463009470847;0.27556494661460834
27;0.1832143233693515;0.17300579881734496;0.19142711360035325;0.2183896525068377;0.1962650777643439;0.2505644803662266;0.20591314846041403;0.2524246876996249
26;0.20552871091200978;0.19471360575434937;0.2069125244199133;0.21753904494525023;0.21087381190126972;0.25701042014861486;0.22388704276033192;0.28148231871271207
25;0.20944180108725297;0.2105302639975953;0.1966180618006434;0.22928015013162004;0.22687256851296933;0.24252130172678496;0.21590343232448592;0.2937055351897422
24;0.21900243371457923;0.2076762306794783;0.1972878884492798;0.24783569485315352;0.22138557890855834;0.23595012892366468;0.20436975392783438;0.2647031531025644
23;0.18707442784287168;0.18529257477519717;0.19507430812673845;0.2440831350956025;0.19093313029661937;0.20159938855458023;0.16520391249915614;0.2803691387840679
22;0.19291770726732765;0.182498200809876;0.19314190686536453;0.23056155966220362;0.19999651326381085;0.24978644593171337;0.185489685207214;0.27416038323576764
21;0.1842942170904503;0.19396709560137868;0.18368348955127584;0.23757775707059814;0.2076876551818108;0.24500929154285134;0.1932747164247262;0.26393256757420386
20;0.19234382706737546;0.19405320845220014;0.19575179735664255;0.2575706361971381;0.20548618100968521;0.24412452392089698;0.1936242268751904;0.26006619130664105
19;0.2162811725373809;0.20880116447821875;0.2060427500975301;0.26380665387610003;0.23367914630602488;0.2748763547198264;0.21170480825064902;0.29461198060113897
18;0.19445533895401343;0.18979461443954831;0.20884683772011345;0.23812499088152972;0.20471603287142778;0.22488818586336787;0.2108906340542556;0.2860896248745031
17;0.23107382935594623;0.207790191809114;0.22037283335004218;0.24716974658450705;0.22644124875117091;0.26138840919319284;0.22762967253525004;0.2873126157291639
16;0.23825408994458236;0.21198672015028736;0.21209410430119408;0.25410192722840574;0.21661200530911073;0.26765882907675326;0.23212674935541427;0.28133282686931765
15;0.23794010940117422;0.20733965031819013;0.21680207853741446;0.262166251704707;0.21268232433987685;0.2530244738296034;0.22360419394525025;0.283771009668905
14;0.20970484373105572;0.1888104180486942;0.20011228109173365;0.2409883207890107;0.19253956979373718;0.23193882826900852;0.20967048590960033;0.27155886147156943
13;0.19686788625889187;0.1769402791984215;0.18562157980844604;0.2265970202085079;0.1751921501656679;0.22493777565038964;0.19384650084320068;0.2702172600724945
12;0.22527865902944938;0.18948348388905828;0.20127700905078375;0.23328845730650222;0.20405823997142858;0.24335796199844947;0.21912620225179896;0.2847031112031437
11;0.17623965409710177;0.16770796946761754;0.154983099272496;0.19487169967924337;0.1563301317004146;0.1704438557893746;0.16017298364184868;0.2464785505621092
10;0.211996533293678;0.18270144006214925;0.2019075502190176;0.22371083018167887;0.19648231463972662;0.2424213889534341;0.21223086047979972;0.2772057288430608
9;0.18837393786896559;0.193267778360214;0.18686128503743893;0.22573567448790746;0.1997434887821576;0.192101093866192;0.2061995762906356;0.27813238832301335
8;0.20632641460152917;0.20463903637394795;0.19389590441064036;0.2342224354537135;0.20625246403809386;0.22995405592860113;0.21765017381745877;0.27638727234008903
7;0.2118629669764714;0.22123382606533637;0.20427228026174168;0.23938190550427987;0.21790308381088924;0.24778152910286824;0.21541230997025337;0.2806513285492352
6;0.19603393903925154;0.20101847623357766;0.18672088205468326;0.23877029910857236;0.21037058755816695;0.19383541123124295;0.19240059414495236;0.261893065069848
5;0.16711558649054906;0.1770883885059471;0.17377047863008782;0.22008740581477326;0.1976008411015726;0.17097824463487532;0.17355807102168783;0.23708788608799958
4;0.21585554239288124;0.23424696624698851;0.22499710952530902;0.2707365700925955;0.2444141793256266;0.238608544372415;0.23149264149638435;0.28588477228875353
3;0.23522833920825043;0.23908881155243353;0.24531567203108784;0.2836669895748768;0.24805850250098385;0.24518447272412308;0.24067516161808888;0.302722980846531
2;0.1561012998847137;0.17390109092161227;0.16332058587506532;0.20985826304897634;0.16029960755798076;0.15300655024388404;0.1513893186417606;0.22292434785805115
1;0.1835675018751834;0.18480338873025395;0.165859830388311;0.23356751780027;0.17821128884000317;0.17023098016893803;0.16420091256387875;0.2618217160462966
0;-0.04176877532323185;-0.035688879578178366;-0.05268419128626121;-0.03808666082511205;-0.047665956009271065;-0.024047407966608814;-0.03784705499729212;0.04392852095810301
