;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;The;48;205;90;224;[];0.0;214.5;;1;1032.0915356045498;0;;;;
1;1;European;109;206;225;229;[2984];0.2915;217.5;3.0;1;920.975260773853;1;0.2915;14.0857;16.4012;15.24
2;2;Union;244;205;315;224;[2983];0.2102;214.5;3.0;1;856.4406446838902;1;0.2102;13.5079;14.6542;14.08
3;3;(,EU,);336;205;388;229;[2985];0.2427;217.0;2.5;1;801.1148545355195;1;0.2427;14.223;16.2738;15.25
4;4;is;410;205;435;224;[];0.0;214.5;2.5;1;773.286483695763;0;;;;
5;5;an;454;210;480;224;[];0.0;217.0;2.5;1;744.6996131773922;0;;;;
6;6;economic;499;205;615;224;[2986, 2987];0.6631;214.5;2.5;1;669.846324067362;2;0.3315;14.5589;15.5053;15.03
7;7;and;634;205;675;224;[];0.0;214.5;0.0;1;642.9111928303608;0;;;;
8;8;political;694;205;824;229;[2988];0.4531;217.0;2.5;1;592.3113983011524;1;0.4531;13.1636;15.5214;14.34
9;9;union;844;205;915;224;[2989];0.4368;214.5;2.5;1;586.4278454051763;1;0.4368;14.5981;16.7122;15.66
10;10;of;934;206;960;224;[2992];0.1941;215.0;0.5;1;585.9090909090909;1;0.1941;12.391;18.3062;15.35
11;11;27;979;206;1005;224;[2990];0.4043;215.0;0.0;1;587.2282652142668;1;0.4043;14.0569;16.2327;15.14
12;12;member;1023;205;1110;224;[2991];0.8086;214.5;0.5;1;591.806459128791;1;0.8086;13.9416;16.89;15.42
13;13;states;1130;207;1215;224;[];0.0;215.5;1.0;1;616.0507072202396;0;;;;
14;14;located;63;304;165;323;[2993, 2994];0.5659;313.5;98.0;2;914.975309976481;2;0.283;14.4639;17.8969;16.18
15;15;primarily;184;304;315;328;[2995];0.3071;316.0;2.5;2;788.9470748773118;1;0.3071;13.1212;16.2528;14.69
16;16;in;334;304;359;323;[];0.0;313.5;2.5;2;757.791150295751;0;;;;
17;17;Europe,.;379;305;476;328;[2996, 2997];0.7117;316.5;3.0;2;668.7433807952543;2;0.3558;13.2574;15.6824;14.47
18;18;It;499;305;524;323;[];0.0;314.0;2.5;2;640.198690616091;0;;;;
19;19;was;542;309;584;323;[2998];0.2913;316.0;2.0;2;602.9718629144791;1;0.2913;14.8222;16.6187;15.72
20;20;created;604;304;705;323;[];0.0;313.5;2.5;2;540.5054614585845;0;;;;
21;21;with;722;304;779;323;[2999];0.2588;313.5;0.0;2;512.7302950543856;1;0.2588;14.8681;16.5496;15.71
22;22;the;799;304;840;323;[3000];0.4043;313.5;0.0;2;497.003760414906;1;0.4043;14.2296;16.508;15.37
23;23;aim;859;304;901;323;[];0.0;313.5;0.0;2;488.4415218493994;0;;;;
24;24;of;918;305;945;323;[];0.0;314.0;0.5;2;486.9090909090909;0;;;;
25;25;promoting;964;304;1095;328;[3001];0.4043;316.0;2.0;2;482.5233347284527;1;0.4043;14.8024;16.8004;15.8
26;26;peace,,;1114;309;1196;328;[3002, 3003];0.6797;318.5;2.5;2;512.4749052953388;2;0.3398;12.1697;10.9369;11.55
27;27;prosperity,,;86;403;243;427;[3004];0.5015;415.0;96.5;3;794.9563775185823;1;0.5015;12.2391;14.9873;13.61
28;28;and;266;403;307;422;[];0.0;412.5;2.5;3;742.1139741755019;0;;;;
29;29;cooperation;326;403;486;427;[3005, 3006];0.6145;415.0;2.5;3;593.6560396032929;2;0.3073;12.729;15.2894;14.01
30;30;among;506;407;577;427;[];0.0;417.0;2.0;3;527.3919109708324;0;;;;
31;31;its;596;403;636;422;[3007];0.2429;412.5;4.5;3;492.6290128144681;1;0.2429;12.997;15.212;14.1
32;32;members;654;403;756;422;[3008];0.2752;412.5;0.0;3;429.1908110229731;1;0.2752;13.6283;15.2804;14.45
33;33;through;776;403;876;427;[3009];0.3074;415.0;2.5;3;388.16500274685563;1;0.3074;13.767;15.8809;14.82
34;34;common;896;408;981;422;[3012];0.2102;415.0;0.0;3;387.9090909090909;1;0.2102;10.194;18.377;14.29
35;35;policies;1001;403;1116;427;[3010, 3011];0.7283;415.0;0.0;3;387.7910124763935;2;0.3641;14.2148;15.9628;15.09
36;36;and;1136;403;1177;422;[];0.0;412.5;2.5;3;434.7672299823864;0;;;;
37;37;institutions,.;56;502;243;521;[3013, 3014];0.8735;511.5;99.0;4;754.1914432467114;2;0.4368;13.2111;16.0377;14.62
38;38;The;264;502;307;521;[];0.0;511.5;0.0;4;695.5056798233624;0;;;;
39;39;EU;326;503;351;521;[3015];0.3557;512.0;0.5;4;655.7362276606025;1;0.3557;8.6556;13.6379;11.15
40;40;operates;370;504;486;526;[3016];0.3069;515.0;3.0;4;535.1751987503405;1;0.3069;12.1154;16.3869;14.25
41;41;through;506;502;606;526;[3017];0.4207;514.0;1.0;4;438.10261510000885;1;0.4207;12.8613;15.4843;14.17
42;42;a;626;507;637;521;[];0.0;514.0;0.0;4;418.41608796335424;0;;;;
43;43;complex;656;502;757;526;[3018];0.3074;514.0;0.0;4;337.5934533687916;1;0.3074;13.0568;14.9462;14.0
44;44;system;776;504;863;526;[3019];0.3882;515.0;1.0;4;294.0769459809226;1;0.3882;13.5874;15.3348;14.46
45;45;of;880;503;907;521;[];0.0;512.0;3.0;4;290.7493605608744;0;;;;
46;46;decision,-,making;925;502;1147;526;[3020, 3021];0.7602;514.0;2.0;4;283.9090909090909;2;0.3801;13.7936;15.4898;14.64
47;47;and;1166;502;1207;521;[3022];0.7766;511.5;2.5;4;367.0121200540348;1;0.7766;10.4327;12.4159;11.42
48;48;governance,,;78;605;236;625;[3023, 3024];0.728;615.0;103.5;5;727.5506122308376;2;0.364;13.5644;16.2597;14.91
49;49;with;257;601;314;620;[3025];0.2266;610.5;4.5;5;653.84776474846;1;0.2266;13.0144;13.5891;13.3
50;50;various;332;601;434;620;[];0.0;610.5;0.0;5;540.1465610985202;0;;;;
51;51;institutions;454;601;629;620;[3026, 3027];0.7441;610.5;0.0;5;364.10931801666027;2;0.3721;12.5471;15.2103;13.88
52;52;such;649;601;704;620;[3028];0.4207;610.5;0.0;5;302.6573565379791;1;0.4207;13.3159;15.19;14.25
53;53;as;724;606;749;620;[];0.0;613.0;2.5;5;269.1040755294453;0;;;;
54;54;the;769;601;810;620;[3029];0.291;610.5;2.5;5;229.95083358526313;1;0.291;14.7396;16.0461;15.39
55;55;European;829;602;944;625;[3030];0.4043;613.5;3.0;5;184.90909090909088;1;0.4043;14.5621;16.2044;15.38
56;56;Commission,,;963;601;1121;623;[3031, 3032];0.8728;612.0;1.5;5;188.3606289039798;2;0.4364;13.1136;16.5218;14.82
57;57;the;1144;601;1185;620;[];0.0;610.5;1.5;5;278.96231191069035;0;;;;
58;58;Council;40;700;141;719;[3033];0.4692;709.5;99.0;6;803.8180989916547;1;0.4692;13.9378;17.0165;15.48
59;59;of;161;701;187;719;[];0.0;710.0;0.5;6;758.1310854110637;0;;;;
60;60;the;206;700;247;719;[];0.0;709.5;0.5;6;698.6010640319391;0;;;;
61;61;European;266;701;382;724;[3034];0.2913;712.5;3.0;6;564.2392575472453;1;0.2913;13.6454;15.6405;14.64
62;62;Union,,;401;700;483;723;[3035];0.2747;711.5;1.0;6;464.85726447941494;1;0.2747;12.2189;15.2452;13.73
63;63;and;506;700;547;719;[];0.0;709.5;2.0;6;403.04710229271893;0;;;;
64;64;the;566;700;607;719;[];0.0;709.5;0.0;6;344.8589141468688;0;;;;
65;65;European;626;701;742;724;[3036];0.2913;712.5;3.0;6;215.52300053002807;1;0.2913;11.7988;14.9136;13.36
66;66;Parliament,.;761;700;918;719;[3037, 3038];0.9211;709.5;3.0;6;93.45401578614668;2;0.4606;13.1428;14.8469;13.99
67;67;The;940;700;982;719;[];0.0;709.5;0.0;6;90.90972371840842;0;;;;
68;68;EU;1001;701;1027;719;[3039];0.3235;710.0;0.5;6;109.6674986792228;1;0.3235;13.1063;15.4958;14.3
69;69;also;1046;700;1102;719;[3040];0.1941;709.5;0.5;6;139.90170930534524;1;0.1941;13.1468;10.3177;11.73
70;70;has;1121;700;1162;719;[];0.0;709.5;0.0;6;202.85060578306712;0;;;;
71;71;its;1182;700;1222;719;[3041];0.5337;709.5;0.0;6;258.82957842286356;1;0.5337;9.5856;9.4055;9.5
72;72;own;206;804;247;818;[3043];0.4043;811.0;101.5;7;692.6608000000001;1;0.4043;12.5488;15.0966;13.82
73;73;currency,,;267;804;394;823;[3042, 3044];0.5828;813.5;2.5;7;545.6608000000001;2;0.2914;12.9049;15.8136;14.36
74;74;the;417;799;458;818;[];0.0;808.5;5.0;7;481.6608000000001;0;;;;
75;75;euro,,;476;804;544;821;[3045];0.5176;812.5;4.0;7;395.6608000000001;1;0.5176;11.1552;14.2531;12.7
76;76;which;565;799;637;818;[];0.0;808.5;4.0;7;302.6608000000001;0;;;;
77;77;is;657;799;682;818;[3046];0.3074;808.5;0.0;7;257.6608000000001;1;0.3074;11.3126;12.715;12.01
78;78;used;702;799;758;818;[];0.0;808.5;0.0;7;181.6608000000001;0;;;;
79;79;by;777;799;803;823;[3047];0.2913;811.0;2.5;7;136.6608000000001;1;0.2913;12.0262;13.4229;12.72
80;80;19;822;800;848;818;[];0.0;809.0;2.0;7;91.66080000000011;0;;;;
81;81;member;865;799;953;818;[3048, 3049, 3050];1.1318;808.5;0.5;7;0.0;3;0.3773;12.6316;15.1714;13.9
82;82;states,.;972;801;1069;818;[];0.0;809.5;1.0;7;32.33919999999989;0;;;;
