;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;Follow;27;156;114;175;[];0.0;165.5;;1;907.9806978881751;0;;;;
1;1;the;132;156;173;175;[4556];0.3557;165.5;0.0;1;869.179527909797;1;0.3557;14.2532;15.5565;14.9
2;2;steps;192;157;262;180;[4557];0.2427;168.5;3.0;1;811.1483330054359;1;0.2427;14.3605;16.9837;15.67
3;3;given;281;156;352;180;[4558];0.2427;168.0;0.5;1;763.0233667047802;1;0.2427;14.2638;16.3362;15.3
4;4;below;372;156;444;175;[4559];0.2752;165.5;2.5;1;726.755411219963;1;0.2752;15.5053;17.9951;16.75
5;5;1.Open;462;157;547;180;[4560];0.5012;168.5;3.0;1;688.2147761691095;1;0.5012;15.565;17.4542;16.51
6;6;the;567;156;608;175;[];0.0;165.5;3.0;1;679.6759608353804;0;;;;
7;7;Excel;627;156;697;175;[];0.0;165.5;0.0;1;669.7336752303094;0;;;;
8;8;file;717;156;773;175;[4561];0.2588;165.5;0.0;1;669.02176;1;0.2588;15.3989;17.5288;16.46
9;9;you;791;161;832;180;[4562];0.4207;170.5;5.0;1;667.0157735297552;1;0.4207;14.2226;17.0333;15.63
10;10;want;850;157;907;175;[4563];0.356;166.0;4.5;1;680.0774689235761;1;0.356;12.901;15.4758;14.19
11;11;to;927;157;953;175;[];0.0;166.0;0.0;1;698.0272743507217;0;;;;
12;12;add;972;156;1013;175;[4564];0.2913;165.5;0.5;1;712.1717459556351;1;0.2913;11.953;14.8031;13.38
13;13;the;1032;156;1073;175;[];0.0;165.5;0.0;1;734.9040452586294;0;;;;
14;14;filter;1092;156;1178;175;[4565];0.6953;165.5;0.0;1;761.6950280377952;1;0.6953;10.8685;13.2657;12.07
15;15;to,.;1197;157;1234;175;[];0.0;166.0;0.5;1;817.1114952914918;0;;;;
16;16;2.Click;33;255;134;274;[4566];0.2913;264.5;98.5;2;823.1699455504298;1;0.2913;13.7503;16.6222;15.19
17;17;on;153;260;179;274;[];0.0;267.0;2.5;2;791.3186963907131;0;;;;
18;18;the;198;255;239;274;[4567];0.2102;264.5;2.5;2;750.9464956023814;1;0.2102;13.7671;16.2249;15.0
19;19;column;258;255;344;274;[4568];0.2588;264.5;0.0;2;687.2281420732837;1;0.2588;14.2926;17.0383;15.67
20;20;header;363;255;449;274;[];0.0;264.5;0.0;2;634.58206660565;0;;;;
21;21;that;468;255;524;274;[4569];0.2266;264.5;0.0;2;605.3830186398504;1;0.2266;15.3;17.3605;16.33
22;22;you;543;260;584;279;[4570];0.3718;269.5;5.0;2;583.0512341617138;1;0.3718;15.4121;17.7422;16.58
23;23;want;601;256;659;274;[];0.0;265.0;4.5;2;574.1673617138974;0;;;;
24;24;to;678;256;704;274;[];0.0;265.0;0.0;2;570.5214099904556;0;;;;
25;25;filter,.;724;255;820;274;[4571];0.2752;264.5;0.5;2;570.02176;1;0.2752;15.3321;18.034;16.68
26;26;3,.;843;256;865;274;[4572];0.1299;265.0;0.5;2;581.53182480196;1;0.1299;14.718;16.8432;15.78
27;27;Click;887;255;959;274;[4573];0.3882;264.5;0.5;2;591.8162951942921;1;0.3882;13.7611;16.742;15.25
28;28;on;978;260;1004;274;[];0.0;267.0;2.5;2;622.4860024590895;0;;;;
29;29;the;1023;255;1064;274;[4574];0.2427;264.5;2.5;2;641.892002799145;1;0.2427;14.3842;16.2361;15.31
30;30;""",Data,""";1085;256;1167;274;[4575, 4576];1.4394;265.0;0.5;2;672.6553465612963;2;0.7197;16.9643;19.6795;18.32
