;trial;discarted;calibrate;mean_distance;mean_distance_cal;mean_distance_10;mean_distance_cal_10;mean_distance_nr;fix_removed
0;978.1;False;False;38.85;52.16;;;21.68;2
1;978.2;False;False;30.37;31.93;;;;0
2;968.2;False;False;29.71;36.41;;;14.91;1
3;968.1;False;False;37.51;37.52;;;34.88;2
4;954.3;False;False;51.32;52.14;;;19.18;1
5;954.1;False;True;54.45;54.34;;;11.53;2
6;977.1;False;False;33.34;52.05;;;30.23;1
7;977.3;False;False;41.43;126.17;;;12.44;1
8;955.1;False;False;17.99;35.44;;;16.26;1
9;955.2;False;False;57.51;66.39;;;34.56;2
10;972.1;False;False;3.13;13.93;;;;0
11;972.3;False;False;2.55;7.48;;;;0
12;950.1;False;True;60.51;57.52;;;13.02;2
13;950.3;False;False;7.91;220.76;;;;0
14;953.3;False;False;39.84;56.63;;;25.82;1
15;953.1;False;False;20.84;35.8;;;4.62;1
16;952.3;False;True;20.06;19.65;;;;0
17;952.1;False;False;17.7;24.47;;;;0
18;949.1;False;False;32.55;41.84;;;26.43;4
19;949.3;False;False;17.18;38.79;;;17.28;1
20;970.1;False;False;17.64;17.65;;;;0
21;970.2;False;False;14.46;32.83;;;;0
22;973.2;False;False;4.19;19.29;;;;0
23;973.1;False;False;14.73;16.71;;;;0
24;946.2;False;False;7.84;49.35;;;;0
25;946.1;False;False;13.88;19.38;;;;0
26;983.3;False;False;18.5;31.34;;;17.98;1
27;983.1;False;False;21.32;22.42;;;;0
28;981.1;False;False;27.05;43.6;;;18.67;1
29;981.3;False;False;35.02;37.33;;;33.31;1
30;948.1;False;True;55.53;40.64;;;17.07;2
31;948.3;False;True;112.46;38.13;;;;0
32;961.1;False;False;15.54;84.79;;;;0
33;961.2;False;False;14.93;52.77;;;;0
34;947.2;False;False;18.8;39.69;;;;0
35;947.1;False;False;34.29;46.99;;;19.28;2
36;951.2;False;False;38.96;95.63;;;14.53;1
37;951.1;False;False;8.11;40.26;;;;0
38;959.2;False;False;12.02;99.51;;;;0
39;959.1;False;False;18.4;86.6;;;;0
40;990.1;False;False;16.94;26.24;;;15.35;1
41;990.3;False;False;11.83;35.85;;;;0
42;967.1;False;False;27.57;40.35;;;;0
43;967.3;False;False;12.44;120.37;;;;0
44;984.1;False;False;29.67;33.14;;;22.38;1
45;984.2;False;False;12.74;33.4;;;10.55;1
46;966.1;False;False;19.41;46.03;;;9.57;1
47;966.2;False;False;8.83;60.83;;;;0
48;964.1;False;False;22.38;33.14;;;18.73;1
49;964.2;False;False;13.73;23.54;;;;0
50;985.3;False;False;1.08;31.42;;;;0
51;985.1;False;False;10.08;17.33;;;;0
52;960.1;False;False;8.84;51.53;;;;0
53;960.3;False;False;2.12;100.71;;;;0
54;957.1;False;False;28.72;147.44;;;7.54;1
55;957.3;False;False;6.94;99.85;;;;0
56;979.1;False;False;39.26;65.87;;;16.66;2
57;979.2;False;False;5.57;104.1;;;;0
58;956.1;False;False;19.88;43.59;;;17.83;1
59;956.2;False;False;9.2;51.93;;;;0
