;trial;discarted;calibrate;mean_distance;mean_distance_cal;mean_distance_10;mean_distance_cal_10;mean_distance_nr;fix_removed
0;708.2;False;False;21.89;23.04;;;;0
1;708.1;False;False;19.78;30.91;;;;0
2;696.1;False;True;28.34;23.11;;;19.87;1
3;696.2;False;True;24.22;18.46;;;;0
4;709.4;False;False;11.65;14.0;;;;0
5;709.1;False;False;22.1;37.45;;;;0
6;699.2;False;False;23.01;30.37;;;21.51;1
7;699.1;False;False;26.44;41.9;;;;0
8;718.1;False;False;20.03;31.33;;;;0
9;718.2;False;True;29.45;26.42;;;23.05;2
10;716.1;False;False;20.27;25.06;;;;0
11;716.3;False;False;40.6;75.75;;;21.55;1
12;701.1;False;False;16.97;431.06;;;;0
13;701.2;False;True;20.61;14.38;;;;0
14;710.3;False;True;18.81;17.88;;;;0
15;710.1;False;False;29.73;124.63;;;;0
16;691.2;False;False;18.51;30.14;;;;0
17;691.1;False;False;24.86;67.37;;;;0
18;705.1;False;False;27.81;72.66;;;;0
19;705.4;False;False;25.31;83.75;;;;0
20;704.1;False;False;19.65;36.68;;;;0
21;704.4;False;False;126.24;176.5;12.54;59.42;15.98;1
22;703.3;False;True;22.29;19.48;;;;0
23;703.1;False;False;22.05;76.55;;;;0
24;697.3;False;True;28.58;14.63;;;;0
25;697.1;False;False;52.12;1139.05;;;35.38;1
26;698.3;False;False;26.03;26.73;;;;0
27;698.1;False;True;28.05;25.81;;;;0
28;682.3;False;False;18.62;28.34;;;;0
29;682.1;False;False;16.15;29.16;;;;0
30;690.1;False;False;25.43;32.94;;;;0
31;690.3;False;False;15.26;33.45;;;;0
32;714.2;False;True;87.2;85.2;;;16.53;1
33;714.1;False;True;26.83;23.15;;;21.34;1
34;706.3;False;False;10.18;383.93;;;;0
35;706.1;False;False;17.44;33.02;;;;0
36;689.1;False;False;25.24;27.26;;;;0
37;689.3;False;False;27.25;58.04;;;;0
38;702.1;False;False;16.42;19.21;;;;0
39;702.3;False;False;36.86;52.57;;;;0
40;688.2;False;True;34.63;28.07;;;;0
41;688.1;False;False;26.89;27.02;;;;0
42;685.2;False;False;19.58;41.97;;;;0
43;685.1;False;True;70.04;62.42;;;22.5;1
44;676.1;False;False;20.6;21.06;;;;0
45;676.3;False;False;17.76;108.42;;;;0
46;700.1;False;True;25.72;21.56;;;;0
47;700.2;False;False;25.15;106.77;;;;0
48;687.1;False;True;35.08;26.46;;;;0
49;687.3;False;False;16.99;34.0;;;;0
50;679.4;False;False;22.45;29.9;;;;0
51;679.1;False;True;30.96;26.68;;;;0
52;686.3;False;True;42.69;22.86;;;20.64;1
53;686.1;False;False;39.08;109.64;;;;0
54;712.1;False;False;26.37;41.08;;;;0
55;712.3;False;True;29.06;15.29;;;;0
56;692.2;False;False;53.7;482.23;;;;0
57;692.1;False;True;28.81;27.34;;;25.16;1
58;713.4;False;True;51.8;30.44;;;;0
59;713.1;False;False;27.97;38.19;;;;0
