;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;The;229;398;262;418;408.0;;1;[];[];0.0;0.0;0;;;722.9250237152554;;
1;1;amount;270;400;338;418;409.0;1.0;1;[5175.0];[3.1200000000000045];0.5498;0.5498;1;14.3339;15.5894;648.4034061552288;14.96;0.5498
2;2;of;345;398;362;418;408.0;1.0;1;[];[];0.0;0.0;0;;;624.9442454441056;;
3;3;time;368;399;407;418;408.5;0.5;1;[5176.0];[14.36511999999999];0.5173;0.5173;1;14.6414;16.2287;581.0773906406122;15.44;0.5173
4;4;to;415;400;431;418;409.0;0.5;1;[];[];0.0;0.0;0;;;557.7555617954002;;
5;5;go;440;403;460;422;412.5;3.5;1;[];[];0.0;0.0;0;;;528.6552042245518;;
6;6;from;468;398;508;418;408.0;4.5;1;[];[];0.0;0.0;0;;;483.37976903641976;;
7;7;60kg;518;398;559;422;410.0;2.0;1;[5177.0];[0.0];0.3074;0.3074;1;14.9149;15.1916;433.401312588809;15.05;0.3074
8;8;to;568;400;584;418;409.0;1.0;1;[];[];0.0;0.0;0;;;410.9189558948364;;
9;9;140kg;594;398;646;422;410.0;1.0;1;[];[];0.0;0.0;0;;;351.4070348665526;;
10;10;will;655;398;682;417;407.5;2.5;1;[5178.0];[0.0];0.2752;0.2752;1;15.7338;16.8212;320.33758217496506;16.28;0.2752
11;11;vary;691;403;729;422;412.5;5.0;1;[];[];0.0;0.0;0;;;276.0538385056482;;
12;12;depending;737;398;829;422;410.0;2.5;1;[5179.0];[0.0];0.3074;0.3074;1;14.9898;15.4533;193.7535593316996;15.22;0.3074
13;13;on;838;403;858;418;410.5;0.5;1;[];[];0.0;0.0;0;;;176.42993258997302;;
14;14;genetics;866;399;939;422;410.5;0.0;1;[5180.0, 5181.0];[0.0, 0.0];0.6462;0.4043;2;14.9806;15.7431;134.56832373817548;15.36;0.3231
15;15;and;947;398;978;418;408.0;2.5;1;[];[];0.0;0.0;0;;;134.37631999999996;;
16;16;on;987;403;1007;418;410.5;2.5;1;[];[];0.0;0.0;0;;;135.17510833619622;;
17;17;the;1015;398;1043;418;408.0;2.5;1;[];[];0.0;0.0;0;;;140.98947305987912;;
18;18;training;214;504;281;527;515.5;107.5;2;[5182.0];[17.972800000000007];0.3401;0.3401;1;13.636;15.4478;691.7919838749959;14.54;0.3401
19;19;program;291;508;365;527;517.5;2.0;2;[5183.0];[19.29376000000002];0.2749;0.2749;1;13.9059;15.1651;607.8563265720795;14.54;0.2749
20;20;(nutrition,;375;503;463;527;515.0;2.5;2;[5184.0];[0.17504000000002407];0.2752;0.2752;1;14.2934;15.1501;509.95817412186125;14.72;0.2752
21;21;workout;472;503;544;522;512.5;2.5;2;[];[];0.0;0.0;0;;;429.4021725069664;;
22;22;sessions,;552;504;631;527;515.5;3.0;2;[];[];0.0;0.0;0;;;342.2684165296332;;
23;23;etc).;640;503;679;527;515.0;0.5;2;[];[];0.0;0.0;0;;;294.4220347625199;;
24;24;However,;689;504;771;527;515.5;0.5;2;[5185.0];[0.0];0.3071;0.3071;1;14.8292;15.1306;202.91938535709804;14.98;0.3071
25;25;using;781;504;826;527;515.5;0.0;2;[];[];0.0;0.0;0;;;148.5105146233843;;
26;26;natural;836;503;896;522;512.5;3.0;2;[5186.0, 5188.0];[0.0, 0.0];0.5176;0.4368;2;15.0739;15.1397;82.14889015502534;15.11;0.2588
27;27;training;905;504;972;527;515.5;3.0;2;[5198.0];[25.378419054432808];0.2102;0.2102;1;15.9195;14.1113;25.378419054432808;15.02;0.2102
28;28;methods;981;503;1057;522;512.5;3.0;2;[5187.0];[2.2608000000000175];0.4695;0.4695;1;14.9163;14.2348;31.59038071474282;14.58;0.4695
29;29;it's;210;608;234;627;617.5;105.0;3;[5189.0];[17.495360000000005];0.5984;0.5984;1;14.2944;14.9397;740.4187104022308;14.62;0.5984
30;30;fair;242;608;271;627;617.5;0.0;3;[];[];0.0;0.0;0;;;703.5287578441287;;
31;31;to;278;609;294;627;618.0;0.5;3;[];[];0.0;0.0;0;;;680.6856440925595;;
32;32;assume;302;613;370;627;620.0;2.0;3;[];[];0.0;0.0;0;;;605.3695753122241;;
33;33;that;377;608;413;627;617.5;2.5;3;[5190.0];[0.0];0.3882;0.3882;1;15.1238;16.1229;562.0854165638018;15.62;0.3882
34;34;even;420;613;461;627;620.0;2.5;3;[];[];0.0;0.0;0;;;514.9076790199409;;
35;35;with;470;608;505;627;617.5;2.5;3;[5191.0];[16.461978446152806];0.5012;0.5012;1;15.5314;15.7406;470.625071488656;15.64;0.5012
36;36;strict;514;608;558;627;617.5;0.0;3;[5192.0];[5.201919999999973];0.4204;0.4204;1;16.1308;16.8261;418.04348997885677;16.48;0.4204
37;37;training;565;608;632;632;620.0;2.5;3;[];[];0.0;0.0;0;;;344.842068654192;;
38;38;it;642;608;652;627;617.5;2.5;3;[];[];0.0;0.0;0;;;325.1199721851958;;
39;39;won't;660;608;708;627;617.5;0.0;3;[5193.0];[2.099199999999996];0.4531;0.4531;1;14.926;14.5705;270.1156039804115;14.75;0.4531
40;40;take;715;608;752;627;617.5;0.0;3;[];[];0.0;0.0;0;;;227.23933707371722;;
41;41;less;761;608;793;627;617.5;0.0;3;[5194.0];[0.0];0.4041;0.4041;1;14.9552;16.1543;187.7550305949283;15.55;0.4041
42;42;than;801;608;839;627;617.5;0.0;3;[];[];0.0;0.0;0;;;144.464261025703;;
43;43;two;847;609;878;627;618.0;0.5;3;[5195.0];[0.0];0.3071;0.3071;1;15.9001;15.6233;110.0168663146812;15.76;0.3071
44;44;years;887;613;934;632;622.5;4.5;3;[];[];0.0;0.0;0;;;71.72268479151082;;
45;45;for;942;608;966;627;617.5;5.0;3;[5196.0];[0.0];0.3232;0.3232;1;15.4956;14.8198;55.98229285856739;15.16;0.3232
46;46;most;974;609;1017;627;618.0;0.5;3;[5197.0];[15.529279999999972];1.0674;1.0674;1;15.3058;13.7083;56.648407512501215;14.51;1.0674
47;47;men.;1025;613;1068;627;620.0;2.0;3;[];[];0.0;0.0;0;;;80.31026530713486;;
