;trial;discarted;calibrate;mean_distance;mean_distance_cal;mean_distance_10;mean_distance_cal_10;mean_distance_nr;fix_removed
0;851.1;False;False;22.44;197.37;;;;0
1;851.3;False;False;31.21;37.63;;;28.6;1
2;818.2;False;True;53.27;31.4;;;12.84;2
3;818.1;False;True;37.52;32.68;;;20.19;2
4;840.1;False;True;29.99;7.78;;;;0
5;840.2;False;False;38.87;46.58;;;;0
6;815.3;False;True;86.41;64.77;;;16.38;1
7;815.1;False;False;33.61;839.25;;;;0
8;842.1;False;True;60.27;38.56;;;18.23;1
9;842.2;False;False;36.01;36.25;;;;0
10;831.2;False;True;25.8;23.0;;;;0
11;831.1;False;False;30.42;30.76;;;;0
12;855.1;False;True;112.57;103.6;20.52;19.54;22.01;1
13;855.2;False;True;39.42;27.87;;;18.53;1
14;852.1;False;True;33.84;28.03;;;;0
15;852.2;False;False;38.43;40.26;;;;0
16;847.3;False;False;23.12;25.94;;;;0
17;847.1;False;False;33.62;36.44;;;;0
18;839.2;False;False;71.04;71.63;;;34.01;4
19;839.1;False;True;39.29;22.5;;;;0
20;828.1;False;True;28.88;28.43;;;;0
21;828.2;False;False;28.89;29.21;;;;0
22;820.1;False;True;30.43;20.07;;;;0
23;820.3;False;False;40.47;41.83;;;;0
24;837.1;False;True;29.71;24.75;;;;0
25;837.2;False;False;32.23;52.48;;;;0
26;843.1;False;True;64.8;49.31;;;26.68;1
27;843.2;False;True;39.48;24.06;;;;0
28;834.1;False;True;36.49;21.34;;;;0
29;834.2;False;False;35.89;61.19;;;;0
30;816.1;False;True;29.03;22.56;;;;0
31;816.2;False;False;44.06;132.41;;;27.46;2
32;841.1;False;True;37.93;20.98;;;;0
33;841.3;False;True;32.86;32.26;;;;0
34;812.1;False;True;87.6;63.91;;;10.2;1
35;812.2;False;False;35.66;36.22;;;;0
36;836.1;False;True;38.46;23.89;;;;0
37;836.3;False;True;79.63;55.65;;;16.5;2
38;844.1;False;False;27.9;29.48;;;;0
39;844.3;False;True;42.94;17.8;;;;0
40;824.3;False;True;36.78;10.51;;;;0
41;824.1;False;True;31.98;27.47;;;;0
42;811.3;False;True;74.09;43.27;;;16.09;1
43;811.1;False;True;49.17;33.08;;;29.13;1
44;829.1;False;False;26.65;35.89;;;;0
45;829.3;False;False;24.49;29.42;;;;0
46;819.2;False;False;25.13;31.66;;;;0
47;819.1;False;True;30.19;24.79;;;22.67;1
48;827.1;False;True;37.45;32.92;;;27.17;1
49;827.2;False;False;29.15;144.89;;;;0
50;848.1;False;True;32.55;26.36;;;;0
51;848.3;False;False;32.21;36.41;;;;0
52;845.2;False;True;33.43;21.32;;;;0
53;845.1;False;False;19.37;34.03;;;;0
54;850.2;False;False;39.15;45.94;;;30.11;1
55;850.1;False;False;28.4;29.45;;;;0
56;832.1;False;True;61.49;53.71;;;26.79;1
57;832.2;False;True;35.81;20.97;;;;0
58;838.2;False;False;24.22;35.51;;;;0
59;838.1;False;True;36.76;27.69;;;;0
