;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
2551;2553;449.12640000000005;363.88864;0.55005;15.9334;8.2167;;;
2552;2554;170.0992;150.54848;0.38831;16.745;16.4812;make;2.0;25.548480000000012
2553;2555;328.25600000000003;140.20608;0.30762;16.23;17.0636;element;4.0;15.206079999999986
2554;2556;488.1664;124.3136;0.25891;17.0486;17.9235;few;7.0;3.83359999999999
2555;2557;585.5488;104.71424;0.29138;17.3581;17.7382;seconds;8.0;1.2857599999999962
2556;2558;760.7168;127.29344;0.27478;18.0725;17.8105;before;9.0;4.367432801268987
2557;2559;912.5376;104.18176;0.22656;17.7003;18.0415;by;11.0;1.818240000000003
2558;2560;991.2448;118.6816;0.27502;17.1166;17.7902;using;12.0;0.0
2559;2561;1125.9264;156.91776;0.66321;17.2311;17.2207;setTimeout;14.0;31.917759999999987
2560;2562;979.8784;143.08352;0.09692;16.0803;16.4181;using;12.0;13.083519999999993
2561;2563;215.0016;232.68352;0.37231;18.2068;18.3215;in;16.0;8.683519999999987
2562;2564;361.19039999999995;213.87264;0.22668;17.2214;17.6169;JavaScript.;17.0;0.0
2563;2565;600.0;236.17536;0.27527;16.996;17.453;example;20.0;7.175360000000012
2564;2566;815.2192;223.97952;0.32312;17.4564;17.6351;you;23.0;0.0
2565;2567;935.68;246.2208;0.3075;17.0699;17.2874;do;25.0;22.220799999999997
2566;2568;1073.1136;250.24512;0.33997;14.2249;16.1689;this:;26.0;38.46011997867913
2567;2569;255.7952;310.6816;0.38806;17.028;17.9536;"jid=""myDiv"">This";29.0;0.0
2568;2570;420.45439999999996;306.80064;0.25891;17.609;18.2425;is;30.0;2.454399999999964
2569;2571;595.264;349.52192;0.32385;16.0193;17.0727;that;33.0;26.521920000000023
2570;2572;719.3856;328.3968;0.29102;15.9975;17.2095;will;34.0;5.571834311965827
2571;2573;835.84;322.11968;0.30762;16.2137;16.8228;hidden.</div>;36.0;0.0
2572;2574;994.7647999999999;327.77216;0.30762;16.7097;17.3963;<script>;37.0;0.0
2573;2575;186.73919999999998;428.4416;0.38843;17.5491;17.8579;setTimeout(function();38.0;1.441599999999994
2574;2576;538.7392;405.78048;0.24292;16.8703;17.601;"document.getElementById(""myDiv"").style.display";40.0;0.0
2575;2577;1128.9088;439.93088;0.22644;15.2323;16.9217;"""block"";";42.0;14.930880000000002
2576;2578;291.584;521.2672;0.21033;16.7008;17.5932;</script>;45.0;0.0
2577;2579;534.1823999999999;528.7424;0.29126;16.6488;17.1624;example,;49.0;2.742399999999975
2578;2580;757.1712;514.10944;0.2428;17.2058;17.4631;setTimeout;51.0;0.0
2579;2581;853.4272;512.02048;0.2583;16.7311;17.3072;setTimeout;51.0;0.0
2580;2582;1010.2656000000001;522.8544;0.24255;16.2522;17.0185;waits;53.0;4.169477511631372
2581;2583;1150.528;531.08736;0.24292;16.5642;17.0245;for;54.0;10.686515604704834
2582;2584;234.86719999999997;612.84352;0.21033;17.3005;16.8181;(5;57.0;0.0
2583;2585;410.54720000000003;627.06688;0.21033;17.6737;17.1453;seconds),;58.0;9.768368378311727
2584;2586;597.7728;607.88736;0.27502;17.226;16.8759;sets;61.0;0.0
2585;2587;738.2528000000001;659.73248;0.25842;16.7031;17.6103;display;63.0;34.73248000000001
2586;2588;731.8016;884.72576;0.25891;13.993;10.6708;to;102.0;15.274239999999963
2587;2589;596.3008;438.48704;0.21033;16.8211;17.0647;"document.getElementById(""myDiv"").style.display";40.0;11.487039999999979
2588;2590;563.4176;249.91744;0.27466;15.8486;16.9501;an;19.0;25.91744
