;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
1273;1274;617.3824;480.43008;0.35577;9.898;10.4349;;;
1274;1275;382.3872000000001;514.6111999999999;0.35583;10.8887;11.5723;you;1.0;0.0
1275;1276;495.36;500.62335999999993;0.27509;10.1884;10.729;to;4.0;3.376640000000066
1276;1277;644.9152;456.59135999999995;0.30756;9.0231;9.0953;by;7.0;46.68636907802538
1277;1278;752.0896;497.72543999999994;0.35602;9.5377;9.8871;population,;8.0;5.274560000000065
1278;1279;842.048;485.50911999999994;0.29132;10.5117;10.3171;geographic;10.0;17.49088000000006
1279;1280;915.456;539.52512;0.24237;10.2251;5.9453;geographic;10.0;14.091081115883217
1280;1281;864.8832;501.25824;0.33942;11.2329;8.4397;geographic;10.0;1.7417599999999993
1281;1282;899.0336;459.84767999999997;0.27496;10.1394;10.8311;geographic;10.0;43.15232000000003
1282;1283;763.6096;459.93983999999995;0.29095;10.769;9.9026;population,;8.0;43.06016000000005
1283;1284;729.1136;477.78815999999995;0.43665;5.3068;8.0369;population,;8.0;25.211840000000052
1284;1285;796.5312;566.41536;0.08081;5.3068;9.5428;geographic;10.0;41.9871025121953
