;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
0;-0.1305341841702473;0.0238127824865813;0.0297571239643005;-0.0339589054278611;0.0439307173843989;-0.0214477297439123;-0.1133159994189044;-0.0049140197466545;-0.0478992751166866;-0.0107238648719561;0.0610131050812674;-0.0644893605542794;-0.0211740095479497;-0.0357142857142857;-0.0934065934065934;-0.0246945075209823;-0.0197454016748351
1;-0.0537378912237482;0.0357142857142857;0.0439307173843989;-0.0226044191828795;0.0790189174178064;-0.0196078431372549;-0.0837700548574846;0.0;-0.0458734902135983;-0.0090555930059853;0.0667067276166425;-0.0335810082769199;-0.018909307968123;-0.0169360327211177;-0.0565135295456463;-0.0196560789866182;0.0
10;0.0075301290215076;0.1828410609396173;0.1922990798949375;0.0423116615067079;0.1971879882571196;0.0944125066594538;0.1277645134130186;0.1003030526267904;0.086314729252064;0.0619639557460115;0.1463416007967787;0.0980147999673035;0.0578196581910315;0.0526315789473684;0.2038539429504125;0.0562691046326114;0.1273461213643147
100;0.9221722216732094;1.0;1.0;1.0;1.0;;1.0;;;1.0;;;1.0;1.0;1.0;1.0;
11;0.0501004144177455;0.1926785850192935;0.2120292038727088;0.0458257392622953;0.2292571661038158;0.0985565148070651;0.1488131121319175;0.1129052115776342;0.0939308499686659;0.0704242815203998;0.1530758216622837;0.0998558499239535;0.0579213057272736;0.0618237540527958;0.2262988763950978;0.0585750218966151;0.1310242449742334
12;0.0575238514252086;0.1930684294801991;0.2183228845904018;0.0626545789014811;0.2349472410980952;0.1111799427200077;0.1639499736150156;0.1250001417570273;0.0989010989010989;0.0714285714285714;0.1641568126688672;0.1155421081954274;0.0633818533683598;0.0704242815203998;0.2354828040088709;0.0607685676077516;0.1496993525611031
13;0.0648627352724802;0.2043566412905812;0.2242117556120891;0.0732310698510381;0.2400851542394936;0.1126788504326398;0.1938675087588577;0.1415413982841516;0.1023890814260368;0.0720617907972157;0.1646572665118971;0.1317004698321206;0.0833353427938738;0.0744065560659587;0.2425653727750256;0.0755058083427047;0.1609556764168955
14;0.0692897476336358;0.2114490244591268;0.2412075790202066;0.0826119562158554;0.2425571897437347;0.1162443067843694;0.1978643359635032;0.1428571428571428;0.1063802648372898;0.0751463124523938;0.1667835950769624;0.1500743932820572;0.0918675740623935;0.0814511475822878;0.2432447450738425;0.0783133418236797;0.1665713144328323
15;0.0719283954852221;0.218301171680006;0.2437951665360966;0.0837742224006316;0.2438574783997479;0.1428571428571428;0.2169908594222379;0.1478909911928397;0.1120526650272209;0.0774186566197879;0.1686278511779687;0.158854913018701;0.0944277844021094;0.082896280776967;0.2457832004469996;0.0975232592697429;0.1690182756489597
16;0.0763007196676402;0.2359250271830356;0.2470471186293321;0.0873494966494889;0.2469171953518681;0.1635956230908521;0.2218302345989785;0.150304410122246;0.1142773584175237;0.0802867442911295;0.1705066982560364;0.1596639635409236;0.1111261451781197;0.0840525420763812;0.2477801795300825;0.0985939941285598;0.1834023348600251
17;0.0800922170620337;0.23659814628436;0.247273327173266;0.0937943014854659;0.2487110770500104;0.1703142656072678;0.2267024686780292;0.1565818636898266;0.1153435096162402;0.084165471427533;0.1815396311435056;0.161072036866883;0.1162755094140098;0.0888266512453958;0.2484362028669845;0.1107096873193702;0.1955468146225462
18;0.0829955283802168;0.2407128175667602;0.2631404527725725;0.0965310146230473;0.2568905226491243;0.174748429401353;0.2328108759108471;0.1572257253757435;0.1270979601860674;0.0858155613294057;0.1941174830679397;0.1643691243254242;0.1164972217515937;0.093256435149338;0.2505676166023647;0.1187645717413246;0.1986944991271397
19;0.0844407363407458;0.2455469711233348;0.2668905923700514;0.0970179905688757;0.257752510199429;0.1785439427617732;0.235402283773195;0.164208608692268;0.1356420245830681;0.1057358546258598;0.1961784740044986;0.1662160496160485;0.1179176325473372;0.1069278321054089;0.2506297374373827;0.1203790016001733;0.2033023735810113
2;-0.0528717919250158;0.0598813130956629;0.0663392665798365;-0.0171990691132909;0.1077863635721932;-0.0058087843146317;-0.0824175824175824;0.0249383626825971;0.0318083543565677;-0.0074491696240979;0.0714285714285714;-0.0296946350768837;-0.0024570098733272;-0.0107238648719561;-0.0340557275541795;0.0;0.0292488650563148
20;0.0854032527929764;0.2530720169527099;0.2710213943461593;0.0985389616631482;0.2588663356246591;0.183297285232972;0.2499307382781296;0.1789194906310163;0.14153362213731;0.1099398837140119;0.2049697227704328;0.1768939052533813;0.1235739360328254;0.1170060452728968;0.252258562142531;0.1249655344115734;0.2055277282060809
21;0.0952751524149438;0.2532279643612132;0.2722189892697787;0.1126788504326398;0.2618653623392516;0.1888770887278937;0.262754782580645;0.1825265555338769;0.1456650102745859;0.1202839858621434;0.2106116381314699;0.180917813330439;0.1333272870429338;0.1266547099319432;0.2631404527725725;0.1279856967795678;0.2122346456313011
22;0.1043381123936881;0.2557798280826218;0.2845322656827225;0.1279385804528109;0.264176132396909;0.1980842751766106;0.2688844104040852;0.1837777499386941;0.1540309080213541;0.1210552570224719;0.211494935049714;0.1829076862478855;0.1359261220320776;0.1284280243400854;0.273666550128112;0.132648932837667;0.2134713194814621
23;0.1126788504326398;0.2578512958523682;0.2859697299188311;0.1282237384712615;0.2692908957293509;0.1985376803385366;0.2893042992384989;0.185294360147451;0.1556744451124553;0.1368487889596515;0.2283781729376797;0.184102029926259;0.1414126200076051;0.1303022077406641;0.2753819171691893;0.1365484468944907;0.2142857142857143
24;0.1142801784653841;0.2625296322385441;0.2889256579837906;0.1365814078336001;0.2805839723202166;0.2010073337534792;0.2907458875525223;0.1853050812773188;0.1558307533539731;0.139797774351911;0.2306603238044722;0.1932764788849734;0.1415283265722695;0.1329232676136086;0.2771022701483031;0.1411875928964447;0.2150281654415767
25;0.1194474782794287;0.2638299226468869;0.2898215902076335;0.1370544265924946;0.2826267778857592;0.2045735887871759;0.2942783115277389;0.1968806574361429;0.1608582044728394;0.1405359264237073;0.2528346164129846;0.1972603020806486;0.1475114227577997;0.1463846370809656;0.2816141680614614;0.1431698877856391;0.2150415337442669
26;0.1251449019133464;0.2674962279730217;0.2960203523133221;0.1414838287894619;0.2857142857142857;0.2059117388509592;0.2947595797781109;0.1984942020400451;0.1783928779957732;0.1438000560664162;0.2558112421468858;0.1992162207488252;0.1586076621074513;0.1546922209039731;0.2909355745389889;0.1435311776632481;0.2208268335259347
27;0.1295630241120962;0.2714185544335625;0.3010588132400112;0.1541913181793514;0.287728569894778;0.2115229535697011;0.2969482335582277;0.1992433550821847;0.1795180592788935;0.1454943667916801;0.2560177912710926;0.1995661585835787;0.1676187517600443;0.1567040655867186;0.3002682164147727;0.1707908879631701;0.2249241276021847
28;0.1428571428571428;0.2729882431896434;0.3056301488507507;0.1776283218641985;0.2888315815114653;0.2174551851676101;0.3063179569529192;0.2016638236469263;0.1948716479320691;0.1568884624994427;0.2587778142005682;0.2027463332553963;0.1895000983444041;0.1618810511638509;0.3003114131866741;0.1799617984080201;0.2276494520122832
29;0.1429848649594155;0.2807639238665916;0.3058276005475341;0.178542743785803;0.2942250750255605;0.2180824993092287;0.3152836165975417;0.2019487754161899;0.1973691572042534;0.1589122375507686;0.2608025778508567;0.2033779199136206;0.1954347593344904;0.1626373028869228;0.3119637460875913;0.1799770834576069;0.2374115840264243
3;-0.0515972073398729;0.0876059511941406;0.067771161193569;-0.0160718385725401;0.1264461548307195;0.0;-0.0239525252382651;0.0265795837774059;0.0330453674657804;0.0100218102767268;0.0714285714285714;-0.0183493960854393;0.0;0.0;0.0266729891998398;0.0017429235263872;0.0460400541832562
30;0.1450347218428092;0.2828174756971453;0.3169092668417994;0.1806547293515006;0.2967005115123117;0.2230689612506671;0.3161823544734545;0.2046727639605063;0.1996890988305676;0.1610844614371951;0.2683871333210794;0.2042393001204511;0.1996313593162136;0.1794504894167764;0.3120507460309152;0.1922890786484325;0.2402759214471495
31;0.1457034547263172;0.2836525808369018;0.3178571428571428;0.1811197587677006;0.2974145290154169;0.2274901697174265;0.3163406200392902;0.2078576936254948;0.2088245649430875;0.167290049849723;0.2712117563709519;0.2077521120866332;0.2010577808931836;0.1891735956441244;0.315174205117413;0.199095789396602;0.2405811979466
32;0.1479988889487208;0.2908677259712244;0.3179600064330708;0.1897785189418807;0.2987457328926211;0.2308073418909807;0.317549376334086;0.2186877594178544;0.2195077169711708;0.1869323653283874;0.2755417956656346;0.2114994052388795;0.2019283594233098;0.1915458567786066;0.3249999999999999;0.1993928528746616;0.2484270150675172
33;0.1504727654075187;0.2963378856121499;0.3192100294962955;0.1946365303559077;0.3020637580066575;0.2330557944094796;0.3181901737162431;0.2340631640730542;0.2222298940952202;0.1881878626438757;0.2828893519961389;0.2193158631831269;0.2029963381675771;0.193488136198203;0.33194125366879;0.2031934009583285;0.2488162919123001
34;0.1507148267944127;0.2978434809472721;0.3287035082738356;0.1966430050332381;0.3025207528415892;0.2383067927071029;0.3198573946255606;0.235928126565957;0.2240734616904289;0.1890857325520865;0.2837010348328859;0.2209135522677693;0.2082998677501035;0.1955292073594477;0.3363966925274642;0.206918176927461;0.2527115323201255
35;0.1751889903302688;0.3031603316002395;0.3415545969648128;0.2000234370918087;0.3044200433455657;0.2407850053531568;0.3248132848856692;0.2475846416713546;0.2315332336385415;0.1958909740039159;0.2939522741368714;0.2253577008652796;0.2111914859887701;0.2022595014094678;0.3364271128651735;0.2123636777817513;0.2646398783809945
36;0.1774097170330454;0.3040787082116178;0.3424907165740476;0.2008385781013735;0.3064171003747488;0.2476388246578783;0.3303630769902652;0.2523483655714131;0.2319769584046463;0.1994596982442045;0.2966847347546142;0.2321381322955555;0.2119464435212228;0.2063737986354902;0.3407555705071521;0.2140436826393719;0.267316977981055
37;0.1779125334150676;0.3098995169067515;0.3440648708341525;0.205136786978881;0.3146436467248188;0.2524659186659687;0.3351112310543036;0.2541308265605327;0.2337547189995771;0.2053779812274244;0.2990571804559178;0.2338865043369618;0.2136644381504433;0.2113661687117817;0.3445189106367573;0.2150667587506191;0.272743608413878
38;0.1813865778859748;0.3145720369542865;0.3519246026661668;0.2085226677792114;0.321715946158685;0.2634614668326877;0.336910917789854;0.2585607066096829;0.2337567823451534;0.2206692431156866;0.300185297723138;0.2347445234961285;0.2141536261436333;0.2305171098704808;0.3454746239399302;0.2165111993653216;0.2759157337476283
39;0.1844294236202819;0.318311639803793;0.3537825124387783;0.2120601762593355;0.3222914777845441;0.2715290077173171;0.3376576108949397;0.2586650800080943;0.2360464497092856;0.2268878345304109;0.3070620889484134;0.2357753418271843;0.2173008674534607;0.2319869517995576;0.3530394520572824;0.2346407005529475;0.2926415808632863
4;-0.0384081152534457;0.0974180359257731;0.1506289335760301;0.0;0.1418584968785427;0.0034858470527745;0.0427746458742831;0.037341266616452;0.0512048773462521;0.0243269484054549;0.0778352823269763;0.013154301195216;0.0071492432479707;0.0044388887486063;0.044226177719891;0.00822143824701;0.0494847679551355
40;0.1863608410748466;0.3195427302266737;0.3552642968895346;0.2173684968226253;0.3261198364066707;0.2727694539848035;0.3398178035935709;0.2730108009847802;0.2545603174591173;0.2325721092609374;0.3139312516391563;0.2382783921068426;0.2201623850105301;0.2367344986199756;0.3554459073385088;0.2363644347068323;0.2954077529949256
41;0.2003843613425932;0.3257049084095488;0.3614442853788894;0.2176316532756718;0.3272078261146142;0.2746612573535478;0.3444737011525903;0.27372994461153;0.2577499979885564;0.2341271318043508;0.3160949069300023;0.2383230349420659;0.2261283226680673;0.2368013178198683;0.3593650145349225;0.2370765847842257;0.2979908086375732
42;0.2039929578568731;0.3268983430724935;0.3665936135711128;0.2270701502714051;0.3300516812306071;0.2849805069444902;0.346367002937266;0.2807151145388558;0.2647456324088062;0.2357860122859702;0.323703139790285;0.2490596257852378;0.2371111254683088;0.2415490148677736;0.3622913787515757;0.238531567673013;0.2983873949606107
43;0.2061495260739283;0.3301696492847115;0.3667726932679279;0.2318938700494152;0.3321428571428571;0.2850839715164825;0.346984572461648;0.2822705954592032;0.2657043354146688;0.2484794028208128;0.3245793982600851;0.2577948211893549;0.2387466591174656;0.2452339683357779;0.3693050594722323;0.2396338790626715;0.2990962898383492
44;0.2092068521889307;0.3337705256102122;0.3726361046861015;0.2394442952975903;0.3353588028445592;0.2885018441966406;0.3486355876879783;0.2882541842438072;0.267898949840575;0.2516249413584275;0.3283590811206859;0.2587702664674084;0.2488672131459916;0.2455793313391089;0.3759813979352025;0.2449872992015703;0.3012035711490745
45;0.2100113396532114;0.3417100468879264;0.3729089735520691;0.2414307274691904;0.3558839694048479;0.3004562995411508;0.3542653715141211;0.2912087912087912;0.2681793467101219;0.2520939650892551;0.3396147388532971;0.265260910708609;0.2506087004797795;0.2535330172962182;0.382470488358097;0.2455344070331481;0.3016819766057236
46;0.2119553628564348;0.3450789794499594;0.3790083031871628;0.2418856027709632;0.3613337237563806;0.3010147070667376;0.3568104199202356;0.2954452675829893;0.2688957813766658;0.2601378281938311;0.3450819170300892;0.2678963525269501;0.2559732514429568;0.2571703395509235;0.391937684659112;0.2463942274579348;0.3076295693324499
47;0.2123288241556079;0.3477919465349633;0.3795453693963446;0.2421649367331584;0.3616566317253594;0.304046313208018;0.3643502926333268;0.2998585149754976;0.2730961489430249;0.2647610202251334;0.3461363750988094;0.2709360435722691;0.2585922555707942;0.2574547529803069;0.3930100037116435;0.2484195765454703;0.3076923076923076
