;1;2;3;4;5;6;7;8
23;0.09467820005155408;0.045537945847375264;0.1716812001631653;-0.056729060709957826;0.016917733816178837;0.07351175444682352;0.06805583707938699;0.10407061388043659
22;0.08086199589252277;0.07858218592229677;0.1452276220461604;-0.0346208111839986;0.08034453009373581;0.07689774864873258;0.1271608537904385;0.12615494059487137
21;0.14727395160983778;0.1548740863960993;0.17028762823533936;0.06272393408543493;0.13496180920691603;0.1462456223207995;0.1604015464992148;0.1495924272618985
20;0.2107431312183192;0.17477043109089752;0.21824634267805573;0.07798338402752775;0.16583611113513075;0.17174943198882983;0.2248206785072247;0.1791326604481442
19;0.1492653515630727;0.1369292171737006;0.2080658979646932;0.1118656106334867;0.1297254135969646;0.13320300261203846;0.17217067887130544;0.16731561627109517
18;0.09414687689459846;0.12246545299840164;0.16476270626159414;-0.025632207578096446;0.11833071745807418;0.10475820277141229;0.15194204155080787;0.12271646230434256
17;0.09361325394625213;0.08100163244298167;0.16610989556321742;0.009726270325251956;0.08210296039061793;0.07491067619519616;0.12213431255455226;0.13621465441735114
16;-0.006208732924824052;0.059566358753754024;0.11066183960631912;-0.05760217946142898;0.04047720269816541;-0.031395132389324475;0.06122847663927698;0.07580950842248109
15;-0.03157576065439287;0.02054659856639229;0.08791327207892677;-0.04163717443593507;0.021164733256706578;0.020758884093043398;0.03568279917151103;0.060848962719057625
14;0.03863986678432045;0.06984754077859118;0.1487457870337948;0.002497355557851463;0.06303265400546981;0.013451704720356589;0.07657729571689159;0.07473967113295824
13;0.04007564840820974;0.02005099603568154;0.1401511202336943;0.06120683398842088;0.06422985455003807;0.05088236348700048;0.10104984209667431;0.07293106581103986
12;0.1517608465733608;0.17005089614447477;0.21307570740834292;0.08712849738214777;0.15611060336810134;0.12299178160467802;0.18392335204170301;0.13815603928530903
11;0.17013837720327754;0.12274683045484427;0.20548672133420287;0.07478735794079096;0.14520308826932146;0.14055425741587949;0.17373878645652632;0.1403242625994528
10;0.0870624934821943;0.0690156933177514;0.1748515218520521;0.014420817073980416;0.12566116904502075;0.0469896619545661;0.10726608734561577;0.0939860411261097
9;0.1510795124999594;0.12572010645981357;0.20550188949962234;0.017921931922309245;0.140740451689373;0.06488491516727994;0.18157461952157497;0.14952291316550723
8;0.08647839226722848;0.06668972770446392;0.13516367737488483;-0.026893579100975475;0.051220626772042054;0.0005129803193092389;0.11633811699799103;0.11212224188334534
7;0.08271079144326389;0.11478214340276498;0.18257963508276995;0.00717535839992983;0.13703424101882894;0.06982288169185856;0.16913041812043686;0.11957878279539635
6;0.08037768188392143;0.09700192320983175;0.1437995217486196;-0.009290550493646786;0.09775788796542084;0.07949913389940781;0.10033242738180026;0.11556279584196062
5;0.09584131517259264;0.0918445119257341;0.18588029182438254;0.05268398489107796;0.10625581843522436;0.14206741791729843;0.14057610934175901;0.15342065398084476
4;0.09262044438976967;0.10813109483932179;0.21469189970414182;0.01345958169533545;0.09072450043675158;0.13508942226765794;0.14876137709939638;0.12974621626781987
3;0.15279058652453253;0.17862920440313795;0.2617072290536909;0.12719648435726977;0.19975955467590056;0.23791665309265195;0.2085536471937378;0.22301453611044464
2;0.025635149843253914;0.10508051239467275;0.13059456058783586;-0.01037886117610139;0.05419873969126313;0.04692272872799583;0.06675011927785997;0.08402781581366492
1;-0.05419724606250103;-0.011301941308996356;0.0061394208410307126;-0.08279947825222171;-0.07653744124931625;-0.08727721582592442;-0.0633681838273994;0.008061384032308053
0;0.40166350174280496;0.276939281418952;0.35413137472167566;0.24769569286518936;0.3000438234773756;0.330178758626884;0.36802946386180646;0.30722528343323185
