;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;Yes,;40;305;94;326;[];0.0;0.0;0;;;315.5;;1;508.0294770626192;;;[]
1;1;you;116;309;157;328;[];0.0;0.0;0;;;318.5;3.0;1;451.69550571653724;;;[]
2;2;can;177;309;217;323;[np.float64(3438.0), np.float64(3439.0)];0.5012;0.2263;2;12.8285;14.9823;316.0;2.5;1;403.83892962977006;13.91;0.2506;[np.float64(0.8604799999999955), np.float64(5.243200000000002)]
3;3;simplify;237;304;353;328;[];0.0;0.0;0;;;316.0;0.0;1;299.0505580742467;;;[]
4;4;the;372;304;413;323;[np.float64(3440.0)];0.2263;0.2263;1;14.3211;16.2674;313.5;2.5;1;268.34359967123936;15.29;0.2263;[np.float64(2.169599999999946)]
5;5;Python;431;304;517;328;[np.float64(3441.0)];0.2588;0.2588;1;14.5141;16.4513;316.0;2.5;1;229.31082374043837;15.48;0.2588;[np.float64(1.5663999999999305)]
6;6;condition;537;304;667;323;[np.float64(3442.0)];0.4529;0.4529;1;15.3143;17.857;313.5;2.5;1;232.29471999999998;16.59;0.4529;[np.float64(0.0)]
7;7;by;687;304;713;328;[];0.0;0.0;0;;;316.0;2.5;1;266.77252835424866;;;[]
8;8;using;732;304;803;328;[np.float64(3443.0)];0.2908;0.2908;1;9.6228;15.2816;316.0;0.0;1;292.8513443447348;12.45;0.2908;[np.float64(3.590400000000045)]
9;9;the;822;304;863;323;[];0.0;0.0;0;;;313.5;2.5;1;359.72004821043606;;;[]
10;10;in;882;304;907;323;[np.float64(3444.0), np.float64(3445.0)];0.8735;0.5823;2;14.0188;16.1139;313.5;0.0;1;407.3789600415299;15.07;0.4368;[np.float64(0.0), np.float64(15.201808822057979)]
11;11;operator;926;306;1043;328;[np.float64(3446.0)];0.2749;0.2749;1;14.8528;16.9579;317.0;3.5;1;441.6397621189904;15.91;0.2749;[np.float64(8.657424586653883)]
12;12;to;1062;306;1088;323;[np.float64(3447.0)];0.2424;0.2424;1;15.2588;17.5478;314.5;2.5;1;564.6546989838289;16.4;0.2424;[np.float64(9.441599999999994)]
13;13;check;1107;304;1178;323;[np.float64(3448.0)];0.5825;0.5825;1;12.6796;16.4101;313.5;1.0;1;605.9531806043422;14.54;0.5825;[np.float64(14.213439999999991)]
14;14;if;1197;304;1223;323;[];0.0;0.0;0;;;313.5;0.0;1;689.9405141637346;;;[]
15;15;the;26;403;67;422;[];0.0;0.0;0;;;412.5;99.0;2;498.49249395002767;;;[]
16;16;value;84;403;157;422;[];0.0;0.0;0;;;412.5;0.0;2;412.47232940467455;;;[]
17;17;of;175;404;202;422;[np.float64(3449.0)];0.3398;0.3398;1;13.6988;16.5109;413.0;0.5;2;370.172595588218;15.1;0.3398;[np.float64(0.0)]
18;18;a[1];221;403;274;427;[];0.0;0.0;0;;;415.0;2.0;2;301.9515327407999;;;[]
19;19;is;296;403;321;422;[np.float64(3450.0)];0.2747;0.2747;1;12.9589;16.6847;412.5;2.5;2;262.6740187466556;14.82;0.2747;[np.float64(0.03839999999996735)]
20;20;either;340;403;427;422;[np.float64(3451.0)];0.2585;0.2585;1;13.1877;16.7594;412.5;0.0;2;179.58115303260078;14.97;0.2585;[np.float64(4.756160000000023)]
21;21;"""3""";447;404;485;422;[];0.0;0.0;0;;;413.0;0.5;2;147.1524981932634;;;[]
22;22;or;505;408;532;422;[];0.0;0.0;0;;;415.0;2.0;2;134.17459716547836;;;[]
23;23;"""4"".";552;404;603;422;[np.float64(3452.0)];0.2266;0.2266;1;13.9053;16.6662;413.0;2.0;2;133.3761242671206;15.29;0.2266;[np.float64(0.7795199999999909)]
24;24;Here's;625;404;711;422;[np.float64(3453.0)];0.3396;0.3396;1;13.8772;15.6928;413.0;0.0;2;154.26740979389783;14.78;0.3396;[np.float64(0.0)]
25;25;the;731;403;772;422;[];0.0;0.0;0;;;412.5;0.5;2;226.93211347122826;;;[]
26;26;simplified;791;403;937;427;[np.float64(3454.0)];0.3071;0.3071;1;14.9293;17.5192;415.0;2.5;2;275.3712783216841;16.22;0.3071;[np.float64(2.7932799999999816)]
27;27;code:;956;403;1023;422;[np.float64(3455.0)];0.2266;0.2266;1;14.2308;17.0575;412.5;2.5;2;429.84860605161725;15.64;0.2266;[np.float64(0.0)]
28;28;css;1046;408;1086;422;[np.float64(3456.0), np.float64(3457.0)];0.793;0.4207;2;14.346;13.0903;415.0;2.5;2;516.1671048454351;13.72;0.3965;[np.float64(7.711360000000013), np.float64(2.47872000000001)]
29;29;elif;1105;403;1162;422;[np.float64(3458.0)];0.7117;0.7117;1;13.9835;16.5614;412.5;2.5;2;573.3683508221555;15.27;0.7117;[np.float64(12.708480000000009)]
30;30;a[1];1181;403;1234;427;[np.float64(3459.0)];0.6472;0.6472;1;13.5536;13.7785;415.0;2.5;2;646.5164475282268;13.67;0.6472;[np.float64(10.188846964715896)]
31;31;in;19;502;44;521;[];0.0;0.0;0;;;511.5;96.5;3;504.50776878509845;;;[]
32;32;"[""3"",";66;502;130;526;[np.float64(3460.0), np.float64(3461.0)];0.5659;0.3074;2;13.6744;16.5253;514.0;2.5;3;418.36768991464714;15.1;0.283;[np.float64(0.0), np.float64(6.409600000000012)]
33;33;"""4""]:";155;502;220;526;[];0.0;0.0;0;;;514.0;0.0;3;328.6490224609201;;;[]
34;34;This;242;502;299;521;[np.float64(3462.0)];0.2585;0.2585;1;12.1362;15.65;511.5;2.5;3;250.69758827024717;13.89;0.2585;[np.float64(7.59839999999997)]
35;35;code;318;502;374;521;[];0.0;0.0;0;;;511.5;0.0;3;176.7007661684532;;;[]
36;36;checks;393;502;479;521;[np.float64(3463.0)];0.3074;0.3074;1;11.687;15.1235;511.5;0.0;3;76.46301566455767;13.41;0.3074;[np.float64(0.0)]
37;37;if;499;502;524;521;[];0.0;0.0;0;;;511.5;0.0;3;41.4839820234075;;;[]
38;38;the;543;502;584;521;[np.float64(3482.0)];0.2102;0.2102;1;14.0975;16.1704;511.5;0.0;3;34.294719999999984;15.13;0.2102;[np.float64(34.294719999999984)]
39;39;value;602;502;674;521;[np.float64(3464.0)];0.3396;0.3396;1;12.4839;11.8161;511.5;0.0;3;64.52717229600569;12.15;0.3396;[np.float64(0.7455999999999676)]
40;40;of;693;503;719;521;[];0.0;0.0;0;;;512.0;0.5;3;149.64200735260943;;;[]
41;41;a[1];738;502;791;526;[np.float64(3465.0), np.float64(3466.0)];0.8899;0.5017;2;11.6937;12.6871;514.0;2.0;3;192.896633367507;12.19;0.4449;[np.float64(0.0), np.float64(8.615999999999985)]
42;42;is;814;502;839;521;[];0.0;0.0;0;;;511.5;2.5;3;268.85545701086005;;;[]
43;43;in;859;502;884;521;[np.float64(3467.0)];0.6148;0.6148;1;13.2802;14.6362;511.5;0.0;3;313.54040371939055;13.96;0.6148;[np.float64(3.2982399999999643)]
44;44;the;903;502;944;521;[];0.0;0.0;0;;;511.5;0.0;3;357.30882211963143;;;[]
45;45;list;963;502;1019;521;[np.float64(3468.0), np.float64(3471.0)];0.5498;0.356;2;12.8352;16.5607;511.5;0.0;3;417.07157463020474;14.7;0.2749;[np.float64(0.0), np.float64(2.1820800000000418)]
46;46;"[""3"",";1041;502;1105;526;[np.float64(3469.0)];0.3396;0.3396;1;8.2922;12.6276;514.0;2.5;3;494.5276396365712;10.46;0.3396;[np.float64(2.2713599999999587)]
47;47;"""4""].";1130;502;1195;526;[np.float64(3470.0)];0.4365;0.4365;1;13.6288;15.8863;514.0;0.0;3;583.3951696444859;14.76;0.4365;[np.float64(13.321587839533214)]
48;48;If;1219;503;1244;521;[];0.0;0.0;0;;;512.0;2.0;3;672.5341692170878;;;[]
49;49;a[1];26;601;79;625;[];0.0;0.0;0;;;613.0;101.0;4;470.5656995197571;;;[]
50;50;is;102;601;127;620;[np.float64(3472.0)];0.4043;0.4043;1;14.2725;16.0222;610.5;2.5;4;422.8183543373187;15.15;0.4043;[np.float64(4.414719999999988)]
51;51;"""3""";148;602;185;620;[];0.0;0.0;0;;;611.0;0.5;4;365.3385259242698;;;[]
52;52;or;206;606;232;620;[np.float64(3473.0)];0.2754;0.2754;1;14.0272;16.7482;613.0;2.0;4;319.3913673919794;15.39;0.2754;[np.float64(0.0)]
53;53;"""4"",";253;602;303;624;[];0.0;0.0;0;;;613.0;0.0;4;248.7645668589447;;;[]
54;54;the;326;601;367;620;[np.float64(3474.0)];0.2752;0.2752;1;13.7155;16.5687;610.5;2.5;4;186.04240582329177;15.14;0.2752;[np.float64(3.4399999999999977)]
55;55;condition;386;601;517;620;[np.float64(3475.0)];0.2429;0.2429;1;14.1245;16.6671;610.5;0.0;4;54.85924502322647;15.4;0.2429;[np.float64(0.0)]
56;56;is;537;601;562;620;[];0.0;0.0;0;;;610.5;0.0;4;45.705280000000016;;;[]
57;57;True;580;602;637;620;[np.float64(3476.0)];0.3071;0.3071;1;14.299;16.1733;611.0;0.5;4;56.991284636498634;15.24;0.3071;[np.float64(6.498369026148076)]
58;58;and;656;601;697;620;[];0.0;0.0;0;;;610.5;0.5;4;117.88042400890156;;;[]
59;59;the;716;601;757;620;[];0.0;0.0;0;;;610.5;0.0;4;174.74237712849856;;;[]
60;60;code;776;601;832;620;[np.float64(3477.0)];0.3235;0.3235;1;14.1848;15.4714;610.5;0.0;4;233.18233716239837;14.83;0.3235;[np.float64(10.609919999999988)]
61;61;inside;852;601;937;620;[];0.0;0.0;0;;;610.5;0.0;4;308.0685001172928;;;[]
62;62;the;956;601;997;620;[np.float64(3478.0)];0.4038;0.4038;1;14.2979;16.6093;610.5;0.0;4;411.20714289092604;15.45;0.4038;[np.float64(7.251199999999926)]
63;63;elif;1016;601;1072;620;[];0.0;0.0;0;;;610.5;0.0;4;470.88259509618575;;;[]
64;64;block;1091;601;1163;620;[np.float64(3479.0), np.float64(3480.0)];0.7764;0.4204;2;13.7416;13.8686;610.5;0.0;4;545.577032475267;13.81;0.3882;[np.float64(6.5446399999999585), np.float64(0.4313600000000406)]
65;65;will;1179;601;1236;620;[];0.0;0.0;0;;;610.5;0.0;4;633.3106011780621;;;[]
66;66;be;552;700;578;719;[];0.0;0.0;0;;;709.5;99.0;5;144.78026869887486;;;[]
67;67;executed.;596;700;724;719;[np.float64(3481.0)];0.4692;0.4692;1;12.7854;16.4598;709.5;0.0;5;152.66740256033182;14.62;0.4692;[np.float64(3.301119999999969)]
