;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
1855;1856;625.0495999999999;501.64736;0.51733;14.9698;12.0021;;;
1856;1857;211.1488;315.42272;0.48523;15.3484;13.2896;postbone;2.0;0.0
1857;1858;345.5872;315.7504;0.2428;16.3054;14.1097;overcoming;4.0;0.0
1858;1859;413.96479999999997;322.9696;0.16162;12.2445;13.119;overcoming;4.0;0.0
1859;1860;600.9599999999999;309.03296;0.45276;16.4519;14.5653;until;6.0;0.0
1860;1861;766.2592;318.8224;0.45325;15.656;14.015;tomorrow;7.0;6.259199999999964
1861;1862;862.912;327.03488;0.51733;16.8394;15.2335;5;10.0;5.743866347191552
1862;1863;1091.008;328.76544;0.40417;16.9623;15.4356;Often;12.0;5.765440000000012
1863;1864;1054.3616;325.77536;0.22656;16.1692;10.8667;Often;12.0;2.775359999999978
1864;1865;153.3696;421.71392;0.27502;15.9299;14.0761;tell;15.0;0.0
1865;1866;258.7776;441.68192;0.27515;15.8274;12.6065;them;16.0;19.762030175222375
1866;1867;312.3968;412.3136;0.59839;15.6866;12.6347;self;17.0;0.0
1867;1868;389.632;402.51392;0.56592;16.4546;13.8845;something;18.0;0.4860800000000154
1868;1869;282.88;412.84608;0.42029;17.5485;14.7039;self;17.0;0.0
1869;1870;255.61599999999999;413.32736;0.48535;15.8635;13.1856;them;16.0;0.0
1870;1871;354.5216;435.33312;0.14575;14.2533;9.9475;something;18.0;8.333120000000008
1871;1872;461.19680000000005;407.88992;0.29126;16.6324;13.9373;something;18.0;0.0
1872;1873;632.6784;414.464;0.35547;13.5817;11.9661;I'll;20.0;0.0
1873;1874;755.008;414.34112;0.61462;15.6513;13.6397;see;22.0;0.0
1874;1875;892.7616;425.10336;0.40442;15.2226;13.8663;funny;24.0;0.0
1875;1876;1017.088;417.96608;0.42078;15.3081;14.0271;cat-video;25.0;0.0
1876;1877;1139.392;425.53344;0.29089;8.0635;12.9624;and;26.0;3.5334399999999846
1877;1878;129.4976;523.17184;0.29102;15.6915;12.7791;energy.;29.0;0.0
1878;1879;290.2912;513.86368;0.55005;15.1065;12.0309;But;30.0;5.2912000000000035
1879;1880;457.71520000000004;514.08896;0.45276;14.0787;11.9905;that's;32.0;0.0
1880;1881;559.0016;519.31136;0.27478;14.2109;11.9471;what;34.0;0.0
1881;1882;664.8576;517.71392;0.37195;15.5028;13.6201;is;35.0;4.857600000000048
1882;1883;801.3696;519.28064;0.24243;15.1927;13.9813;to;37.0;6.369599999999991
1883;1884;938.8544;519.8336;0.24292;14.6431;13.5235;though.;39.0;0.0
1884;1885;974.7072000000001;516.23936;0.29077;12.7685;13.0545;though.;39.0;0.0
1885;1886;1149.7472;498.67776;0.12976;13.6968;13.66;when;41.0;3.322240000000022
1886;1887;1191.5136;522.52672;0.80847;10.0732;9.4501;I'm;42.0;1.5267199999999548
1887;1888;133.0944;621.13792;0.42139;15.2618;13.3893;seeing;44.0;0.0
1888;1889;294.2848;604.13952;0.32349;14.8185;12.6175;funny;46.0;0.0
1889;1890;464.96000000000004;612.608;0.25867;15.403;12.4524;just;49.0;0.0
1890;1891;533.7216;608.0512;0.35571;15.5424;13.8258;found;50.0;2.2784000000000333
1891;1892;656.4864;608.91136;0.29138;15.179;14.2363;about;51.0;0.0
1892;1893;725.5039999999999;614.36928;0.38806;15.8243;15.1482;people;52.0;0.0
1893;1894;854.9888;624.15872;0.29114;7.8155;9.7335;falling;53.0;0.0
1894;1895;1001.3696;628.71552;0.63098;15.4293;13.572;a;55.0;9.749548350072397
1895;1896;1039.5008;626.47296;0.25879;15.8126;13.5426;very;56.0;1.4729599999999436
1896;1897;1123.5328;621.50656;0.48535;14.5599;11.3361;slippery;57.0;0.0
1897;1898;468.992;686.09024;0.48535;17.3398;13.2746;slope;58.0;14.471264190028469
1898;1899;550.976;691.98848;0.43689;16.4456;13.288;tell;60.0;11.33882836585863
1899;1900;660.0704000000001;712.48896;0.4043;16.5958;13.5695;you;61.0;0.0
1900;1901;699.8656;712.30464;0.76025;14.5188;12.2817;more;62.0;0.0
1901;1902;734.5408;714.77248;0.24268;15.4005;13.2505;more;62.0;0.0
1902;1903;451.6736;707.9936;0.33984;15.7591;12.6509;slope;58.0;0.0
1903;1904;484.27520000000004;697.1392;0.3396;9.5708;11.4544;I'll;59.0;2.86080000000004
