;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
3156;3158;561.0752;374.00576;0.63086;15.5852;14.1539;;;
3157;3159;445.4144;436.26496;0.21045;15.5761;13.3522;is;5.0;14.735040000000026
3158;3160;361.7408;487.7312;0.33936;14.1533;13.2887;that;3.0;17.7312
3159;3161;580.2368;476.3648;0.29126;15.1868;14.7028;then;8.0;6.3648000000000025
3160;3162;661.0944000000001;471.3984;0.32324;14.4333;13.659;together;9.0;0.0
3161;3163;800.1664;486.16448;0.27515;15.5573;15.5396;Venus,;12.0;11.804325589816681
3162;3164;948.096;473.94816;0.27441;15.3808;14.8869;Mars,;14.0;0.0
3163;3165;595.9168;558.26432;0.35583;14.0886;13.6665;Neptune,;19.0;0.0
3164;3166;736.8063999999999;597.56544;0.2428;14.5069;14.3063;be;22.0;22.565439999999967
3165;3167;803.4048;572.53888;0.35559;17.3526;14.0455;ninth;24.0;0.0
3166;3168;433.3568;499.38432;0.25879;15.576;13.0434;Pluto;4.0;29.575435214082656
3167;3169;399.6416;462.57152;0.25879;16.2662;15.0798;Pluto;4.0;0.0
3168;3170;572.352;460.65664;0.14551;15.1045;14.6945;then;8.0;0.0
