;trial;discarted;calibrate;mean_distance;mean_distance_cal;mean_distance_10;mean_distance_cal_10;mean_distance_nr;fix_removed
0;17.1;False;False;22.35;44.68;;;2.56;1
1;17.3;False;False;4.9;86.57;;;;0
2;22.2;False;False;3.71;58.74;;;;0
3;22.1;False;False;2.83;99.51;;;;0
4;21.3;False;False;2.43;3.61;;;;0
5;21.1;False;False;0.0;107.07;;;;0
6;24.1;False;False;4.57;51.01;;;;0
7;24.3;False;False;3.77;12.39;;;;0
8;12.1;False;False;4.18;31.4;;;;0
9;12.3;False;False;8.95;26.1;;;;0
10;45.3;False;False;4.01;31.78;;;;0
11;45.1;False;False;4.52;12.6;;;;0
12;13.1;False;False;3.88;142.79;;;;0
13;13.3;False;False;3.8;81.33;;;;0
14;1.1;False;False;4.27;19.91;;;;0
15;1.2;False;False;17.81;315.47;;;11.83;1
16;23.1;False;False;2.39;17.3;;;;0
17;23.2;False;False;4.66;42.48;;;;0
18;33.1;False;False;5.11;5.98;;;;0
19;33.2;False;False;2.42;13.11;;;;0
20;19.1;False;False;3.68;12.09;;;;0
21;19.3;False;False;4.0;20.51;;;;0
22;7.3;False;False;6.4;303.7;;;;0
23;7.1;False;False;3.82;65.14;;;;0
24;28.1;False;False;3.99;45.07;;;;0
25;28.2;False;False;4.53;113.44;;;;0
26;5.3;False;False;7.13;22.97;;;;0
27;5.1;False;False;10.26;83.37;;;;0
28;11.1;False;True;4.58;4.05;;;;0
29;11.3;False;False;1.74;29.02;;;;0
30;20.2;False;False;4.37;275.54;;;;0
31;20.1;False;False;4.88;39.57;;;;0
32;15.3;False;False;5.83;329.09;;;;0
33;15.1;False;False;8.52;63.98;;;;0
34;37.1;False;False;5.56;30.09;;;;0
35;37.3;False;False;4.6;10.46;;;;0
36;40.1;False;True;4.9;4.17;;;;0
37;40.2;False;False;5.99;97.47;;;;0
38;25.3;False;False;10.38;10.86;;;;0
39;25.1;False;False;8.76;32.02;;;7.3;1
40;18.1;False;False;4.51;18.74;;;;0
41;18.3;False;False;4.97;34.93;;;;0
42;31.3;False;False;4.97;5.95;;;;0
43;31.1;False;False;8.29;17.43;;;;0
44;38.2;False;False;4.17;35.09;;;;0
45;38.1;False;False;4.52;96.91;;;;0
46;35.1;False;False;3.04;351.77;;;;0
47;35.3;False;False;5.9;34.34;;;;0
48;29.1;False;False;6.04;36.33;;;;0
49;29.3;False;False;1.94;305.02;;;;0
50;41.1;False;False;3.41;3.97;;;;0
51;41.3;False;False;4.36;307.51;;;;0
52;14.3;False;False;10.93;19.16;;;;0
53;14.1;False;False;23.07;54.66;;;5.15;1
54;44.1;False;False;10.15;10.16;;;;0
55;44.2;False;False;6.44;34.53;;;;0
56;30.1;False;False;6.66;9.34;;;;0
57;30.2;False;False;5.33;34.87;;;;0
58;42.1;False;True;5.79;5.6;;;;0
59;42.2;False;False;4.43;15.48;;;;0
