;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;Computer;63;404;180;427;[];0.0;415.5;;1;1663.5851641626641;0;;;;
1;1;programming;199;403;361;427;[843];0.2427;415.0;0.5;1;1639.7317956367492;1;0.2427;16.6062;16.2839;16.45
2;2;is;380;403;405;422;[];0.0;412.5;2.5;1;1641.9009261286496;0;;;;
3;3;all;424;403;464;422;[844];0.3557;412.5;0.0;1;1639.9713460978878;1;0.3557;15.5881;15.4361;15.51
4;4;about;484;403;555;422;[];0.0;412.5;0.0;1;1639.7932799999999;0;;;;
5;5;efficiency,,;574;403;731;427;[845];0.2749;415.0;2.5;1;1637.045043736463;1;0.2749;15.8995;15.416;15.66
6;6;and;754;403;795;422;[];0.0;412.5;2.5;1;1661.2012232183426;0;;;;
7;7;even;814;408;870;422;[846];0.2749;415.0;2.5;1;1671.8521274389425;1;0.2749;17.0576;16.3636;16.71
8;8;small;890;403;959;422;[];0.0;412.5;2.5;1;1688.3104700327242;0;;;;
9;9;improvements;980;403;1155;427;[847, 848];0.5342;415.0;2.5;1;1707.175842853371;2;0.2671;15.2789;14.7323;15.01
10;10;in;1175;403;1200;422;[];0.0;412.5;2.5;1;1777.8251869129647;0;;;;
11;11;efficiency;63;502;210;526;[849];0.2589;514.0;101.5;2;1560.781068882538;1;0.2589;17.8259;17.7447;17.79
12;12;can;228;507;269;521;[];0.0;514.0;0.0;2;1556.3026192171362;0;;;;
13;13;make;287;502;344;521;[];0.0;511.5;2.5;2;1547.5231444415035;0;;;;
14;14;big;363;502;405;526;[850];0.2261;514.0;2.5;2;1538.0434483401689;1;0.2261;16.1183;15.2593;15.69
15;15;differences;423;502;584;521;[851];0.2262;511.5;2.5;2;1540.7932799999999;1;0.2262;15.86;15.5548;15.71
16;16;at;603;504;629;521;[];0.0;512.5;1.0;2;1545.0665640619236;0;;;;
17;17;scale,.;649;502;730;521;[];0.0;511.5;1.0;2;1549.1647357792901;0;;;;
18;18;And;751;502;794;521;[852];0.2432;511.5;0.0;2;1563.050041739585;1;0.2432;16.9169;16.0409;16.48
19;19;yes,,;813;507;865;526;[];0.0;516.5;5.0;2;1569.7700043580007;0;;;;
20;20;counting;888;502;1005;526;[853];0.2423;514.0;2.5;2;1586.9870530606474;1;0.2423;16.9542;16.3209;16.64
21;21;from;1024;503;1080;521;[854, 855];0.4854;512.0;2.0;2;1631.3067089245108;2;0.2427;12.9142;13.1199;13.02
22;22;zero;1098;507;1154;521;[];0.0;514.0;2.0;2;1657.0880940318527;0;;;;
23;23;is;1174;502;1199;521;[];0.0;511.5;2.5;2;1686.5383655826267;0;;;;
24;24;slightly;319;601;435;625;[856, 860];0.4527;613.0;101.5;3;1437.7766153134214;2;0.2264;14.3758;12.4709;13.42
25;25;more;452;606;510;620;[];0.0;613.0;0.0;3;1441.7932799999999;0;;;;
26;26;efficient;528;601;659;620;[857];0.275;610.5;2.5;3;1442.343432730956;1;0.275;16.2448;16.0736;16.16
27;27;than;679;601;734;620;[];0.0;610.5;0.0;3;1454.3676719255411;0;;;;
28;28;starting;754;601;870;625;[858];0.2913;613.0;2.5;3;1461.1784395966558;1;0.2913;15.6984;16.0241;15.86
29;29;at;889;603;914;620;[];0.0;611.5;1.5;3;1496.474335610911;0;;;;
30;30;1,.;934;602;956;620;[859];0.4529;611.0;0.5;3;1509.150576033458;1;0.4529;12.8399;15.4016;14.12
