;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;*,*,*,translated;36;453;226;472;[1593];0.2585;462.5;;1;380.36159999999995;1;0.2585;16.8278;16.5801;16.7
1;1;from;246;454;302;472;[];0.0;463.0;0.5;1;304.36159999999995;0;;;;
2;2;Old;319;453;361;472;[1594];0.259;462.5;0.5;1;245.36159999999995;1;0.259;16.1172;15.5658;15.84
3;3;Norse,*,*;380;454;480;472;[1595, 1620, 1621, 1631, 1632];1.6171;463.0;0.5;1;126.36159999999995;5;0.3234;17.0356;16.338;16.69
4;4;MORTAL,!;499;454;597;472;[1619, 1622, 1630, 1633, 1634];1.5043;463.0;0.0;1;9.361599999999953;5;0.3009;15.8382;14.2863;15.06
5;5;How;620;454;663;472;[1596, 1623, 1629];0.7765;463.0;0.0;1;13.638400000000047;3;0.2588;16.7198;15.264;15.99
6;6;dare;679;453;736;472;[1597, 1626];0.6628;462.5;0.5;1;72.63840000000005;2;0.3314;16.7715;15.7123;16.24
7;7;you;755;458;796;477;[1624];0.2753;467.5;5.0;1;148.63840000000005;1;0.2753;17.3344;15.9532;16.64
8;8;disturb;814;453;917;472;[1598, 1625, 1627, 1628];1.1481;462.5;5.0;1;207.63840000000005;4;0.287;16.7977;15.8354;16.32
9;9;me,.;934;458;972;472;[];0.0;465.0;2.5;1;327.63840000000005;0;;;;
10;10;Choose;994;453;1081;472;[1599, 1613];0.5016;462.5;2.5;1;387.63840000000005;2;0.2508;16.1166;15.6691;15.89
11;11;your;1100;458;1156;477;[1600, 1612];0.6953;467.5;5.0;1;493.63840000000005;2;0.3477;16.6395;15.558;16.1
12;12;next;1175;454;1231;472;[];0.0;463.0;4.5;1;568.6384;0;;;;
13;13;words;393;552;466;571;[];0.0;561.5;98.5;2;165.85060040279708;0;;;;
14;14;with;483;552;541;571;[1601, 1605, 1609, 1610, 1614];1.6819;561.5;0.0;2;109.89623130011456;5;0.3364;16.582;16.0128;16.3
15;15;grave;559;555;631;576;[1602, 1606, 1617, 1618];1.0189;565.5;4.0;2;91.34615384615387;4;0.2547;16.0814;14.8918;15.49
16;16;intent;651;552;736;571;[1611, 1615];0.5502;561.5;4.0;2;98.98297658672571;2;0.2751;16.6576;14.1481;15.4
17;17;or;755;557;781;571;[1603, 1604, 1607, 1608];1.1965;564.0;2.5;2;175.51888329302304;4;0.2991;16.9656;16.0771;16.52
18;18;die,...;799;552;882;571;[1616];0.5339;561.5;2.5;2;211.93063972434072;1;0.5339;15.9133;15.4725;15.69
