;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;According;39;205;173;229;[];0.0;217.0;;1;743.0905007931392;0;;;;
1;1;to;191;207;217;224;[125];0.3884;215.5;1.5;1;718.1970601227761;1;0.3884;16.0505;16.1648;16.11
2;2;the;236;205;277;224;[];0.0;214.5;1.0;1;681.8295220720487;0;;;;
3;3;definition;296;205;442;224;[126];0.2428;214.5;0.0;1;601.6633752930275;1;0.2428;15.5613;15.7791;15.67
4;4;at;461;207;487;224;[];0.0;215.5;1.0;1;585.9924719388454;0;;;;
5;5;https://ww.redcross.org/get-help/how-to-prepare-;506;205;1235;229;[123, 127, 128, 129, 130];1.4556;217.0;1.5;1;551.25728;5;0.2911;15.23;14.4256;14.83
6;6;for,-,emergencies,/,types,-,of,-,emergencies,/,hurricane,/,hurricane,-,vs,-,typhoon.html,,;56;304;1143;328;[131, 132, 133, 134, 135, 136, 137];2.41;316.0;99.0;2;452.25728000000004;7;0.3443;15.7536;14.7492;15.25
7;7;the;1166;304;1207;323;[];0.0;313.5;2.5;2;673.6588659915332;0;;;;
8;8;classification;26;403;232;422;[138, 160];0.4858;412.5;99.0;3;566.859113262721;2;0.2429;17.6842;17.3289;17.51
9;9;depends;251;403;352;427;[139, 161];0.5336;415.0;2.5;3;476.172911334736;2;0.2668;17.3268;17.024;17.18
10;10;on;371;408;397;422;[162, 163, 164];0.8731;415.0;0.0;3;451.2056895574328;3;0.291;17.5723;17.0385;17.31
11;11;where;414;403;487;422;[124, 140];0.4692;412.5;2.5;3;402.8812409246656;2;0.2346;17.5183;16.971;17.24
12;12;the;506;403;547;422;[165];0.2264;412.5;0.0;3;379.20676983540045;1;0.2264;18.1817;16.9917;17.59
13;13;storm;567;405;638;422;[141, 144, 145, 149];1.1484;413.5;1.0;3;359.8011982873298;4;0.2871;17.9748;17.2384;17.61
14;14;is,.;657;403;693;422;[150];0.437;412.5;1.0;3;358.25728000000004;1;0.437;18.1797;17.1341;17.66
15;15;*;717;404;726;413;[166];0.2268;408.5;4.0;3;370.0902124198888;1;0.2268;17.7046;16.4692;17.09
16;16;If;747;404;772;422;[142];0.2268;413.0;4.5;3;366.1685053209771;1;0.2268;14.9281;12.7107;13.82
17;17;it,’s;792;403;847;422;[151];0.2264;412.5;0.5;3;378.0446194419363;1;0.2264;16.9521;14.3776;15.66
18;18;above;866;403;937;422;[167];0.2903;412.5;0.0;3;407.7473804808542;1;0.2903;17.1329;16.4671;16.8
19;19;the;956;403;997;422;[168];0.259;412.5;0.0;3;457.60752429237704;1;0.259;16.81;15.8496;16.33
20;20;North;1016;403;1087;422;[169];0.3234;412.5;0.0;3;497.1610667469834;1;0.3234;16.6568;15.284;15.97
21;21;Atlantic,,;1104;403;1233;426;[143, 146, 152, 153, 154, 155];1.7955;414.5;2.0;3;559.2235438972491;6;0.2993;15.9787;15.4374;15.71
22;22;central;86;502;186;521;[];0.0;511.5;97.0;4;550.2059113177523;0;;;;
23;23;North;205;502;276;521;[170];0.2754;511.5;0.0;4;472.72958956363027;1;0.2754;15.3846;15.5716;15.48
24;24;Pacific;295;502;397;521;[171];0.3234;511.5;0.0;4;377.42897722485264;1;0.3234;15.7886;14.7469;15.27
25;25;or;415;507;442;521;[];0.0;514.0;2.5;4;346.10835420283973;0;;;;
26;26;eastern;460;504;561;521;[172];0.3716;512.5;1.5;4;281.7437574268477;1;0.3716;15.5641;15.5539;15.56
27;27;North;580;502;651;521;[];0.0;511.5;1.0;4;260.05050441981155;0;;;;
28;28;Pacific;670;502;772;521;[173];0.2751;511.5;0.0;4;259.25728000000004;1;0.2751;16.3773;15.9929;16.19
29;29;oceans;790;507;876;521;[174, 176];0.4374;514.0;2.5;4;285.1402757398513;2;0.2187;16.4027;15.8345;16.12
30;30;(,Florida,,;898;502;1023;526;[175];0.2266;514.0;0.0;4;340.6485990709465;1;0.2266;16.5949;15.3413;15.97
31;31;Caribbean;1045;502;1176;521;[];0.0;511.5;2.5;4;454.8285576445244;0;;;;
32;32;Islands,,;34;601;145;624;[];0.0;612.5;101.0;5;549.0025657216897;0;;;;
33;33;Texas,,;167;602;250;624;[];0.0;613.0;0.5;5;449.3402465493141;0;;;;
34;34;Hawaii,,;273;601;370;624;[];0.0;612.5;0.5;5;339.40479838829384;0;;;;
35;35;etc,.,),,;393;601;475;625;[177];0.2422;613.0;0.5;5;250.27373535590664;1;0.2422;16.0863;16.0052;16.05
36;36;it;499;601;524;620;[];0.0;610.5;2.5;5;217.66604560426597;0;;;;
37;37;is;544;601;569;620;[];0.0;610.5;0.0;5;190.12329528229412;0;;;;
38;38;called;588;601;674;620;[178];0.2425;610.5;0.0;5;160.25728000000004;1;0.2425;15.6135;15.3489;15.48
39;39;a;693;606;704;620;[];0.0;613.0;2.5;5;161.72031229563717;0;;;;
40;40;hurricane,.;723;601;865;620;[179];0.3883;610.5;2.5;5;168.39150634458503;1;0.3883;16.5353;16.3204;16.43
41;41;*;889;602;898;611;[183];0.1293;606.5;4.0;5;275.75905868891857;1;0.1293;16.7083;17.7781;17.24
42;42;If;919;602;944;620;[];0.0;611.0;4.5;5;295.0248589678477;0;;;;
43;43;it;964;601;989;620;[];0.0;610.5;0.5;5;333.7035022426322;0;;;;
44;44;hovers;1008;601;1094;620;[180];0.3394;610.5;0.0;5;372.89674094714;1;0.3394;16.2266;15.6573;15.94
45;45;over;1113;606;1169;620;[181, 182];0.7116;613.0;2.5;5;469.8774514796368;2;0.3558;16.8406;15.7126;16.28
46;46;the;1188;601;1229;620;[];0.0;610.5;2.5;5;540.9856000015144;0;;;;
47;47;Northwest;48;700;179;719;[184];0.3073;709.5;99.0;6;496.0925377074305;1;0.3073;15.7337;16.2097;15.97
48;48;Pacific;198;700;300;719;[];0.0;709.5;0.0;6;376.31525875122094;0;;;;
49;49;Ocean;317;701;389;719;[185];0.2918;710.0;0.5;6;288.86586154995604;1;0.2918;15.0025;15.1247;15.06
50;50;(,usually;411;700;525;724;[];0.0;712.0;2.0;6;156.73991568518335;0;;;;
51;51;East;544;701;599;719;[];0.0;710.0;2.0;6;94.75846120003425;0;;;;
52;52;Asia,),,;617;700;701;724;[189];0.3722;712.0;2.0;6;56.25728000000004;1;0.3722;16.5986;15.8745;16.24
53;53;it;724;700;749;719;[];0.0;709.5;2.5;6;80.80944232574812;0;;;;
54;54;is;769;700;794;719;[186];0.2264;709.5;0.0;6;115.31923503474351;1;0.2264;16.0186;15.5808;15.8
55;55;called;814;700;900;719;[188];0.2103;709.5;0.0;6;155.29612348348695;1;0.2103;15.9607;15.5915;15.78
56;56;a;919;705;930;719;[];0.0;712.0;2.5;6;255.166075270594;0;;;;
57;57;typhoon,.;949;700;1061;724;[187];0.2267;712.0;0.0;6;283.3450073126372;1;0.2267;17.0174;16.2621;16.64
58;58;*;1085;701;1093;710;[];0.0;705.5;6.5;6;419.62731680504123;0;;;;
59;59;If;1114;701;1140;719;[190];0.2587;710.0;4.5;6;446.92201329650175;1;0.2587;16.3847;15.5502;15.97
60;60;it,’s;1159;700;1214;719;[];0.0;709.5;0.5;6;491.53600678790406;0;;;;
61;61;circling;162;799;278;823;[156, 191, 192];0.6964;811.0;101.5;7;393.74234363222655;3;0.2321;15.7628;17.4679;16.62
62;62;over;296;804;353;818;[193];0.2261;811.0;0.0;7;319.1802944559679;1;0.2261;16.1818;16.0586;16.12
63;63;any;372;804;413;823;[];0.0;813.5;2.5;7;259.3849270273783;0;;;;
64;64;other;431;799;503;818;[194];0.259;808.5;5.0;7;169.3364496173177;1;0.259;16.1446;16.299;16.22
65;65;region,,;524;799;619;823;[195, 199];0.5175;811.0;2.5;7;55.55322825001614;2;0.2588;14.6337;14.267;14.45
66;66;it;642;799;667;818;[200];0.2592;808.5;2.5;7;19.228758904266236;1;0.2592;17.1778;16.2033;16.69
67;67;is;687;799;712;818;[];0.0;808.5;0.0;7;24.452099480380017;0;;;;
68;68;called;732;799;818;818;[147, 196];0.5013;808.5;0.0;7;63.53160763744615;2;0.2506;17.965;17.7395;17.85
69;69;a;837;804;848;818;[157];0.2914;811.0;2.5;7;167.39633320057646;1;0.2914;19.4258;18.6699;19.05
