;1;2;3;4;5;6;7;8
31;0.17325514260578972;0.1685395980743613;0.17548329062421344;0.20630280899915357;0.20331461498799977;0.21079197133854252;0.17899045224965163;0.23965693904440882
30;0.12791426920028193;0.15882197060202147;0.15634318166127825;0.16215099059810675;0.15632178432638366;0.15395347226147757;0.1603049278927406;0.19484172180287812
29;0.09022060989256883;0.1450770600957921;0.12810627600515304;0.13222437395627926;0.1296384981795109;0.13013583667034526;0.12269797467849436;0.17875805114524398
28;0.147991402228831;0.16389666515076767;0.15509939527241723;0.19525458487352051;0.17293466691398449;0.1765215477020218;0.16351609186619187;0.23561742684052775
27;0.13689289903049057;0.1589140024872251;0.15797974214550722;0.18360586828165318;0.16445127079697333;0.1953543001067403;0.17835249685862223;0.20919756093853822
26;0.1566834878660785;0.17091311203985632;0.17866373722067555;0.1919166819206453;0.17995037998262173;0.2032290844247537;0.18252633230131438;0.23340134426282894
25;0.16077629450806818;0.173488376761561;0.16287609036788003;0.19580979643860957;0.20826548827366437;0.2352041040928291;0.190571368674938;0.2485156190946786
24;0.1680433988517533;0.17723901612757342;0.1668619326764012;0.21265027543184614;0.18717941632235807;0.23815820274657565;0.175298909223127;0.22368263892292034
23;0.14697226274217182;0.16991764389509809;0.1742534292425427;0.22261837574049415;0.1672145654986311;0.19863899183665104;0.13796279662645652;0.24466237624981796
22;0.14861412800922386;0.16595164949904978;0.16866502805578812;0.20020553476151334;0.18399846415358984;0.1831856934611268;0.16344313316737794;0.23512769633488462
21;0.13794723649724516;0.18100942989871233;0.16676728582958986;0.20112669904851824;0.18728837964302106;0.17465422457405283;0.16110933713267062;0.23083876428100775
20;0.14136056117732426;0.17438376461088265;0.17462520416581184;0.21531121168131948;0.18829780500101653;0.17956297016562306;0.16702623384181672;0.2255161632723344
19;0.1732334166670296;0.18760403824917987;0.17857949695992645;0.22511818803566816;0.2121708719419988;0.2056037266238851;0.18376536642241756;0.25124757404127546
18;0.15071835165502484;0.1705646591088821;0.17894081171341902;0.20236829827422928;0.1872326865544347;0.22431820972322808;0.17514814374890686;0.24338841363612437
17;0.18311335276361432;0.1782396991566575;0.193286932837256;0.20297872780375573;0.2059707388877889;0.20110337874261736;0.18969239721118306;0.24477870285782652
16;0.19017730598825977;0.18270437643632567;0.18290011705568948;0.20297693124189042;0.19522640970153843;0.20181241803928024;0.19929145120174657;0.24075218780927762
15;0.17069028917394882;0.18091234274238072;0.1769396820701749;0.21398121616847768;0.18811021739038994;0.18517970837583814;0.18678664646935364;0.2382550856685107
14;0.14463800897089205;0.17332952904092108;0.15826229117407398;0.18801734701818354;0.17043227925691953;0.16669183212307112;0.16481781946220306;0.22378443912531346
13;0.13219952535613752;0.1633668271234563;0.14873692234165473;0.17892790017043692;0.15816000058880728;0.15239635618174754;0.15507869888585976;0.2205650909581487
12;0.17119118251743387;0.17541056799159221;0.18133482525083475;0.19415634626912592;0.190051175066152;0.18172324201780415;0.19402288425976516;0.2339466289564995
11;0.12357503527952854;0.1615022534608373;0.1300334397921717;0.1602259245402041;0.14488012730996838;0.1376824356537017;0.13883228275588205;0.20911131875934857
10;0.1554900557481243;0.16335299954156657;0.17060996081301238;0.18187768483498032;0.16967484254691567;0.18163573636800479;0.181725881225279;0.23050586299651094
9;0.15094915195905897;0.170356896125125;0.16545366965791425;0.184586437396691;0.179571545361099;0.16807800754878616;0.173880403633416;0.24067707352668719
8;0.1458966280011691;0.1724160928344402;0.1621012859709281;0.18060486886494176;0.18340524494567723;0.16806615924549098;0.18669054583347117;0.230964132995817
7;0.1543561252224379;0.19103490630459824;0.17636205256904994;0.19700682991078233;0.20126063196791674;0.18598990173668786;0.18724557999824243;0.2342464897065676
6;0.1442217367958052;0.1746987559771445;0.15790795696689455;0.1910183934056081;0.20599963860697;0.19220845665997982;0.16545914027452413;0.2156776484785602
5;0.13337598560535158;0.15427774364014946;0.1500606783082091;0.17856825229912787;0.18257806504864843;0.17340478883728655;0.15018503671106953;0.19624929682577566
4;0.16300143720993643;0.19508880832114345;0.17879828732019765;0.2189333235907361;0.22372201280382004;0.23169246580956115;0.1945608714736959;0.240824050490777
3;0.17277581504731696;0.21217294279114718;0.1989468930023215;0.23681234150766192;0.22620574409078467;0.2453740194373212;0.20104171571739002;0.2554147295619657
2;0.09809432650343397;0.15227184072247293;0.11722691681355442;0.16204974137305417;0.1453205640777622;0.15270233524371582;0.11989836370207223;0.1770768199466218
1;0.1541465761984579;0.17902375232980944;0.12700398710263472;0.18838345581280702;0.1621706917161241;0.17976827526103806;0.13267086029234362;0.22310074884529066
0;-0.0627852652992549;-0.027453842800199923;-0.06003815778043481;-0.05311122843977347;-0.054093129498524496;-0.003315587230448816;-0.04301120600189756;0.028315637557415965
