;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
1;0.1404583212171752;0.3591815596527756;0.4352907444887234;0.2207962443810232;0.4016635017428049;0.2690243562548847;0.3660573128412135;0.2659649123312052;0.2718758435926761;0.2284440998271393;0.3249262778054844;0.2609672010310328;0.2233486158797673;0.226114853168525;0.4303819782256238;0.2167618405626114;0.307551607568964
2;0.0797046054904448;0.2211707276755621;0.2487173674457302;0.1919825185298119;0.276939281418952;0.1790874011236083;0.2709558981076976;0.181493387181409;0.1908415580521348;0.1987671695213518;0.246533465768465;0.1843294686971275;0.1991660271705409;0.1954186945225998;0.2851294577804945;0.1899476495192968;0.2341996325497707
3;0.1265257165883075;0.3506169632060804;0.3982416115440632;0.2386864055021929;0.3541313747216756;0.244543799446938;0.3831132362489799;0.2407758881617631;0.2859770961093071;0.2494855314676896;0.2759977977292271;0.2697168873334338;0.2474067440463447;0.2477596943138362;0.4002940795055185;0.2469334078572621;0.2778963593578196
4;0.1488987020428751;0.2085922676354467;0.320435061193089;0.2323544690727822;0.2476956928651893;0.2390807721773334;0.2698712016182297;0.2272990192252861;0.1984207956929749;0.2438009710450105;0.2024231162343687;0.2230306643399371;0.2366868749012307;0.2391138667612214;0.3197913008713513;0.2402933884061205;0.2115219880802722
5;0.142594764185182;0.2771040759048951;0.3345846255800005;0.2130897200690123;0.3000438234773756;0.2322017879851502;0.3261861393870954;0.2320837158728672;0.2223655112204535;0.2164710784066648;0.23142901445853;0.2211253668745503;0.2191016714085904;0.218186780956746;0.3581805624724363;0.2209061887603688;0.2151517922005671
6;0.1007720723281746;0.2695308043097905;0.2985295487012551;0.2310867368850671;0.330178758626884;0.2346461373331317;0.3250070455004938;0.2399976406533226;0.2416940769866951;0.2174337686425325;0.2614567564198641;0.2487372460913921;0.2211835194452817;0.2241507357800796;0.3016295862546885;0.2280356396602128;0.265359193389878
7;0.1676675824860092;0.3114315675174006;0.3561237220246428;0.2403318817862695;0.3680294638618064;0.2187649992915246;0.3391880281547099;0.2553572538772704;0.2270778278257133;0.2402382162224385;0.2658434818916024;0.2553900474882714;0.2373713011428436;0.2358532507962522;0.3541562981326485;0.236587545702716;0.2676353484878232
8;0.1953315000988597;0.2731153596756885;0.3431352000421673;0.2803139966754844;0.3072252834332318;0.2831019350220602;0.3301885972572705;0.2927782730861113;0.287592441153107;0.2867080022034666;0.2695168175240993;0.2781381325234965;0.2781586201051135;0.2856284664975201;0.3349896888979137;0.2825135350550834;0.2758779485516281
mean;0.13774415805462853;0.28384291569720493;0.34188223512745897;0.23108024661270543;0.32323839751848993;0.2375563985793289;0.32632093238946125;0.24196876129865433;0.24073064382913273;0.2351686046670367;0.2597658409789551;0.2426793767974052;0.2328029217624641;0.23402829284959753;0.3480691190175844;0.23274739944045897;0.2568992337733404
std;0.03630901190822311;0.05457839779420777;0.05754290717950404;0.02543081461856546;0.05043241264327086;0.03145213497564844;0.04006863805150204;0.032320201730039994;0.037828452582797;0.02671518547600196;0.03567811849846869;0.031113646062057364;0.023451851978577003;0.026137455563825112;0.04888892071176809;0.026724444129320984;0.03353204042345987
