;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
1;0.1521001686569729;0.3652592452525458;0.4116841142315384;0.2240449245143801;0.3852280894099217;0.2710639510930587;0.3596525687589088;0.2607146124950028;0.2635407149004619;0.2329159462497291;0.3291196458453087;0.2637536698974662;0.2243828272319812;0.2343216072851889;0.4127185912773025;0.2233622264456731;0.300554942131885
2;0.0735967824824663;0.2142407002604505;0.2524546491816467;0.1925054540882705;0.2731144351643413;0.1810117819047208;0.279577626245569;0.1899715899534976;0.194729183776059;0.2001298686804733;0.245267258520031;0.1870080873405704;0.1952114795589559;0.1896806499627408;0.2852627741508012;0.1860228061274363;0.2364491999569211
3;0.1376883387134213;0.367287044093293;0.394718097440527;0.2534661051261843;0.3637163790044616;0.2601273651510328;0.3802064771979154;0.2564656285072439;0.2892416923224276;0.2607350219279538;0.2826499497372987;0.2848325967419104;0.2560970049828842;0.257709541489163;0.3967446086977302;0.2568777604393615;0.285722440623825
4;0.1553490388062637;0.2093526724129737;0.3320036659065475;0.2474007152308715;0.2546389930825691;0.2531372028624075;0.2717065663095564;0.2389422686562851;0.2112158207857733;0.259186094076081;0.2109070775460894;0.2376275679833356;0.2512680918778322;0.2542734073145468;0.3237595071283626;0.2540023004487498;0.2201488496952062
5;0.1362548807654884;0.2710314252334789;0.3290594952148857;0.2060562234661574;0.2943055985143798;0.2259983119956026;0.3232133104623964;0.2249032429881934;0.2150851700522806;0.2092208287776361;0.2255757077928076;0.2144208272548104;0.2130840807647163;0.2113273496896314;0.3573606683341054;0.2141878291683195;0.205489775822626
6;0.1066364642797175;0.2770565236410358;0.3103141641359167;0.2350271591378508;0.3372714481599305;0.237091704596483;0.3315924103843048;0.2438544347960402;0.2468904512686654;0.220648618950662;0.2677649283903582;0.247165842566339;0.2246282763531355;0.2255674978330881;0.3112420937870602;0.2306828036612013;0.2700922763785977
7;0.1719311877407228;0.3063374529904913;0.3439026130779584;0.2417800140392184;0.3528155557252933;0.222974496909122;0.3310251256853493;0.2498512358000201;0.2246603886890047;0.2400174330630405;0.2646393234771042;0.2594949229554978;0.237179439094829;0.2354237482620294;0.3421931716084835;0.2360033469598114;0.2666418778762561
8;0.1842085861617367;0.2644028400919375;0.3316823056381223;0.2663152424813733;0.2956630600379493;0.2709299883285002;0.3220291809964701;0.280600369029962;0.27660164140432;0.2705144929671215;0.2573403099408838;0.2641804863554016;0.2619827158771829;0.269614286918414;0.3273457693628694;0.2666840407182803;0.2642431579680028
mean;0.1397206809508487;0.2843709879970258;0.3382273881033928;0.23332447976053827;0.3195941948873558;0.24029185035511594;0.3248754082550588;0.24316292277828064;0.24024563289987405;0.23667103808658715;0.2604080251562352;0.2448105001369164;0.23297923946768967;0.2347397610943503;0.3445783980433394;0.23347788924610413;0.25616781505666497
std;0.0356516184167416;0.05985301673992008;0.04916594775460848;0.024676396712603143;0.04669426083999706;0.03040825035631479;0.036338868628963336;0.02702471252219073;0.034015991008264836;0.02564084505086931;0.03623397335502512;0.031335132797591904;0.022970833812363277;0.02615515329074645;0.04291772417133703;0.02621902888104723;0.03266049170386097
