;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;Here;212;294;252;313;303.5;;1;[4050, 4059];[39.90464, 14.485439999999983];1.0189;0.3883;2;7.2949;19.7365;366.0645107672821;13.52;0.5095
1;1;are;260;298;288;313;305.5;2.0;1;[4076];[30.52127999999999];0.2427;0.2427;1;6.79;19.3212;335.2909859260902;13.06;0.2427
2;2;the;295;293;323;313;303.0;2.5;1;[4051];[46.666560000000004];0.2913;0.2913;1;6.8457;18.956;306.4659805643843;12.9;0.2913
3;3;steps;331;295;377;318;306.5;3.5;1;[4060, 4061];[24.0774404784562, 14.339200000000005];1.0192;0.5015;2;6.6021;18.4611;261.5229864529877;12.53;0.5096
4;4;to;385;295;401;313;304.0;2.5;1;[];[];0.0;0.0;0;;;248.0117715820957;;
5;5;factor;409;293;460;313;303.0;1.0;1;[4052];[47.95679999999999];0.2908;0.2908;1;6.9543;19.2285;212.31204309527428;13.09;0.2908
6;6;(x*2;468;293;511;318;305.5;2.5;1;[4053, 4062, 4073];[45.64256, 32.464, 7.621440000000007];0.647;0.0647;3;6.7381;18.8959;186.24950266588525;12.82;0.2157
7;7;-;519;303;525;305;304.0;1.5;1;[];[];0.0;0.0;0;;;194.94495993302726;;
8;8;y*2):;533;293;583;318;305.5;1.5;1;[];[];0.0;0.0;0;;;176.73536000000001;;
9;9;1.;595;294;608;312;303.0;2.5;1;[4063];[52.08319999999998];0.42;0.42;1;6.52;18.0746;184.46936429469693;12.3;0.42
10;10;Find;618;293;653;313;303.0;0.0;1;[4054];[58.16237175906773];0.5169;0.5169;1;6.9543;17.0133;188.0271821926011;11.98;0.5169
11;11;the;662;293;689;313;303.0;0.0;1;[];[];0.0;0.0;0;;;203.80082934887582;;
12;12;greatest;697;295;770;318;306.5;3.5;1;[4055];[67.31360000000001];0.2748;0.2748;1;7.4508;18.1158;217.77000813539408;12.78;0.2748
13;13;common;778;298;854;313;305.5;1.0;1;[4064, 4077];[59.356352872109674, 76.90816000000001];0.7284;0.4205;2;6.9831;19.1356;276.3855517990939;13.06;0.3642
14;14;factor;862;293;913;313;303.0;2.5;1;[4056, 4065, 4079];[35.93630738817778, 47.20224000000002, 34.09183999999999];0.9217;0.3558;3;7.366;19.3283;344.1340117502041;13.35;0.3072
15;15;of;921;293;938;313;303.0;0.0;1;[4078, 4080];[63.66496000000001, 44.59808000000001];1.0681;0.4532;2;7.5209;20.3044;395.46527387785846;13.91;0.5341
16;16;the;944;293;972;313;303.0;0.0;1;[4057, 4058];[30.69216, 34.76064000000002];0.9217;0.5821;2;7.1086;16.8931;416.027076574698;12.0;0.4609
17;17;terms.;979;295;1035;313;304.0;1.0;1;[4066, 4067];[16.185279999999977, 32.221119999999985];0.5977;0.2909;2;7.784;20.0069;447.7721300430495;13.9;0.2988
18;18;In;1045;294;1062;312;303.0;1.0;1;[];[];0.0;0.0;0;;;509.15536564322844;;
19;19;this;207;398;238;418;408.0;105.0;2;[];[];0.0;0.0;0;;;340.5249765337186;;
20;20;case,;246;403;290;422;412.5;4.5;2;[];[];0.0;0.0;0;;;289.0668973841342;;
21;21;the;299;398;326;418;408.0;4.5;2;[4075, 4083, 4084];[34.32639999999998, 36.86724022009786, 46.38911999999999];0.7439;0.2424;3;6.9207;19.8498;255.5589427965486;13.39;0.248
22;22;GCF;334;398;370;418;408.0;0.0;2;[4070, 4085];[16.892800000000022, 17.0239187967988];0.9216;0.4365;2;6.7371;18.9068;213.99750008654212;12.82;0.4608
23;23;is;378;399;390;418;408.5;0.5;2;[4071];[54.13278161699802];0.3397;0.3397;1;6.9543;19.8215;195.45913650502396;13.39;0.3397
24;24;1.;400;399;413;417;408.0;0.5;2;[];[];0.0;0.0;0;;;174.98140004951838;;
25;25;So;423;398;444;418;408.0;0.0;2;[];[];0.0;0.0;0;;;147.32787530976478;;
26;26;we;452;403;476;418;410.5;2.5;2;[];[];0.0;0.0;0;;;121.1629202490993;;
27;27;proceed;485;398;553;422;410.0;0.5;2;[4086];[60.87743999999998];0.3396;0.3396;1;6.52;17.6787;74.64278105275554;12.1;0.3396
28;28;to;562;400;578;418;409.0;1.0;2;[];[];0.0;0.0;0;;;76.73536000000001;;
29;29;the;586;398;614;418;408.0;1.0;2;[4081];[23.651200000000017];0.469;0.469;1;6.52;17.9283;78.43369966595738;12.22;0.469
30;30;next;623;400;660;418;409.0;1.0;2;[4087];[55.12850824180172];0.3236;0.3236;1;6.52;17.5875;93.3923532377764;12.05;0.3236
31;31;step.;668;400;710;422;411.0;2.0;2;[];[];0.0;0.0;0;;;122.23040850496085;;
32;32;2.;720;399;734;417;408.0;3.0;2;[4088];[64.46391639885371];0.3236;0.3236;1;6.6843;17.626;169.15354197677803;12.16;0.3236
33;33;Look;744;398;785;418;408.0;0.0;2;[];[];0.0;0.0;0;;;190.38293737436032;;
34;34;for;792;398;817;418;408.0;0.0;2;[4089];[60.19776000000002];0.3073;0.3073;1;6.9543;18.2705;235.10867368791313;12.61;0.3073
35;35;a;824;403;832;418;410.5;2.5;2;[];[];0.0;0.0;0;;;265.56174205500616;;
36;36;binomial;842;398;915;418;408.0;2.5;2;[];[];0.0;0.0;0;;;282.84173744921316;;
37;37;factor.;924;398;980;418;408.0;0.0;2;[4090, 4091];[22.217600000000004, 32.867200000000025];1.0029;0.2427;2;7.2965;19.5765;362.4496638752609;13.44;0.5015
38;38;We;989;399;1016;418;408.5;0.5;2;[];[];0.0;0.0;0;;;426.19845945672967;;
39;39;need;1025;398;1065;418;408.0;0.5;2;[4092, 4093, 4094];[50.58253485146825, 58.047360000000026, 77.33075421604524];2.3776;0.5013;3;7.3066;20.1249;461.6556574366761;13.72;0.7925
40;40;to;215;504;231;522;513.0;105.0;3;[];[];0.0;0.0;0;;;338.8930617809836;;
