;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;The;213;136;245;156;[2301.0, 2302.0, 2310.0];1.4719;0.4366;3;21.4358;18.5416;146.0;;1;787.8780954226826;19.99;0.4906;[13.447680000000005, 19.663359999999997, 41.45420414357993]
1;1;function;253;136;324;156;[2303.0, 2311.0];0.6464;0.323;2;21.3976;13.3084;146.0;0.0;1;758.6676872299714;17.35;0.3232;[20.083200000000005, 31.176960000000008]
2;2;resize_images;333;137;459;161;[2312.0];0.437;0.437;1;21.096;19.9285;149.0;3.0;1;721.1921666566226;20.51;0.437;[16.5616]
3;3;takes;467;136;514;156;[2304.0];0.4689;0.4689;1;21.7099;17.8517;146.0;3.0;1;719.748125143007;19.78;0.4689;[52.20608]
4;4;in;523;141;536;155;[2313.0];0.3884;0.3884;1;21.096;20.1358;148.0;2.0;1;719.3573421651257;20.62;0.3884;[8.328000000000003]
5;5;a;545;141;553;156;[];0.0;0.0;0;;;148.5;0.5;1;717.7448474540752;;;[]
6;6;list;562;136;587;156;[];0.0;0.0;0;;;146.0;2.5;1;717.53344;;;[]
7;7;of;594;136;611;156;[2305.0];0.3239;0.3239;1;21.096;18.0036;146.0;0.0;1;717.9208115432186;19.55;0.3239;[69.35241281981182]
8;8;images;619;141;681;161;[2314.0];0.372;0.372;1;19.6901;18.5683;151.0;5.0;1;714.1876484838376;19.13;0.372;[57.72640000000001]
9;9;represented;690;136;795;161;[2306.0, 2315.0, 2316.0];1.326;0.3718;3;20.6274;19.4482;148.5;2.5;1;722.4980767080793;20.04;0.442;[36.764160000000004, 58.45344, 58.57632000000001]
10;10;by;804;136;824;161;[2307.0];0.4209;0.4209;1;20.5642;17.0276;148.5;0.0;1;749.8425789769967;18.8;0.4209;[0.0]
11;11;the;832;136;859;156;[];0.0;0.0;0;;;146.0;2.5;1;763.7268834124367;;;[]
12;12;images;868;137;930;161;[2308.0, 2317.0];0.9058;0.453;2;20.6544;18.4288;149.0;3.0;1;772.177593333861;19.54;0.4529;[22.562240000000003, 88.94816]
13;13;numpy;939;141;999;161;[2309.0];0.2424;0.2424;1;19.6901;15.9825;151.0;2.0;1;802.2192401375535;17.84;0.2424;[60.2146775815465]
14;14;array,;1007;141;1058;161;[];0.0;0.0;0;;;151.0;0.0;1;835.6474723511545;;;[]
15;15;and;247;241;277;260;[];0.0;0.0;0;;;250.5;99.5;2;680.0868392542776;;;[]
16;16;the;286;241;314;260;[];0.0;0.0;0;;;250.5;0.0;2;664.9617192943317;;;[]
17;17;desired;322;241;385;260;[];0.0;0.0;0;;;250.5;0.0;2;640.9395928844415;;;[]
18;18;resolutions;395;241;491;260;[];0.0;0.0;0;;;250.5;0.0;2;618.6523186143196;;;[]
19;19;res_x;500;246;547;264;[];0.0;0.0;0;;;255.0;4.5;2;609.9831746916251;;;[]
20;20;and;555;241;586;260;[];0.0;0.0;0;;;250.5;4.5;2;613.53344;;;[]
21;21;res_y.;595;246;648;265;[];0.0;0.0;0;;;255.5;5.0;2;609.0296900208344;;;[]
22;22;The;656;241;689;260;[];0.0;0.0;0;;;250.5;5.0;2;619.4734500580905;;;[]
23;23;function;696;241;767;260;[2318.0];0.1295;0.1295;1;21.096;20.9875;250.5;0.0;2;626.2537978542515;21.04;0.1295;[6.240000000000009]
24;24;then;775;241;814;260;[];0.0;0.0;0;;;250.5;0.0;2;646.74306005312;;;[]
25;25;creates;822;242;886;260;[];0.0;0.0;0;;;251.0;0.5;2;663.1109868844533;;;[]
26;26;a;894;246;902;260;[];0.0;0.0;0;;;253.0;2.0;2;693.6337766623491;;;[]
27;27;numpy;912;246;971;265;[];0.0;0.0;0;;;255.5;2.5;2;697.8469678424301;;;[]
28;28;array;980;246;1025;265;[];0.0;0.0;0;;;255.5;0.0;2;733.5321256270059;;;[]
29;29;resized_images;218;346;355;370;[2319.0];0.3881;0.3881;1;21.096;21.022;358.0;102.5;3;547.6781508576672;21.06;0.3881;[21.54559999999998]
30;30;with;363;346;399;365;[2320.0];0.3717;0.3717;1;20.2128;19.3758;355.5;2.5;3;536.6477445465263;19.79;0.3717;[23.73696000000001]
31;31;the;407;346;435;365;[];0.0;0.0;0;;;355.5;0.0;3;526.2552796190017;;;[]
32;32;same;443;351;490;365;[2321.0];0.2749;0.2749;1;19.6901;19.1414;358.0;2.5;3;514.8528987262999;19.42;0.2749;[12.783040000000028]
33;33;number;498;346;567;365;[];0.0;0.0;0;;;355.5;2.5;3;508.54493461922675;;;[]
34;34;of;574;346;591;365;[];0.0;0.0;0;;;355.5;0.0;3;508.54604681078155;;;[]
35;35;images;598;346;661;370;[2322.0];0.3555;0.3555;1;20.2219;19.1314;358.0;2.5;3;504.28823675242876;19.68;0.3555;[36.94655999999998]
36;36;as;669;351;687;365;[];0.0;0.0;0;;;358.0;0.0;3;518.0004186551142;;;[]
37;37;the;695;346;722;365;[2323.0];0.5175;0.5175;1;20.5642;19.1359;355.5;2.5;3;523.5710413371557;19.85;0.5175;[38.77951999999999]
38;38;input;731;346;775;370;[];0.0;0.0;0;;;358.0;2.5;3;528.5187967583306;;;[]
39;39;images;783;346;846;370;[2324.0, 2325.0, 2326.0];0.9382;0.2911;3;20.9642;19.2346;358.0;0.0;3;546.5679479505486;20.1;0.3127;[36.92608000000001, 47.15584000000001, 31.31455999999997]
40;40;numpy;854;351;915;370;[2327.0];0.5821;0.5821;1;21.096;19.5269;360.5;2.5;3;577.8961804051603;20.31;0.5821;[42.950080000000014]
41;41;array,;922;351;974;370;[2328.0];0.1456;0.1456;1;21.096;6.4427;360.5;0.0;3;614.1294522548757;13.77;0.1456;[0.0]
42;42;but;983;346;1011;365;[2329.0];0.3398;0.3398;1;22.7184;21.0899;355.5;5.0;3;654.8504990659117;21.9;0.3398;[0.0]
43;43;with;1019;346;1054;365;[];0.0;0.0;0;;;355.5;0.0;3;678.1083937888349;;;[]
44;44;the;227;450;255;470;[2330.0];0.469;0.469;1;20.2128;18.2321;460.0;104.5;4;512.180152804532;19.22;0.469;[24.62016]
45;45;desired;263;450;326;470;[];0.0;0.0;0;;;460.0;0.0;4;471.7838302939956;;;[]
46;46;resolutions;336;450;432;470;[2331.0];0.3722;0.3722;1;20.5735;17.8316;460.0;0.0;4;426.6135395494072;19.2;0.3722;[0.0]
47;47;res_x;441;456;488;474;[2332.0];0.4855;0.4855;1;19.6901;17.9972;465.0;5.0;4;407.94594520214764;18.84;0.4855;[8.829439999999977]
48;48;and;496;450;527;470;[];0.0;0.0;0;;;460.0;5.0;4;405.86261730648914;;;[]
49;49;res_y.;537;456;589;475;[2334.0];0.4036;0.4036;1;19.2328;17.6183;465.5;5.5;4;398.53344000000004;18.43;0.4036;[27.10784000000001]
50;50;The;598;450;630;470;[2333.0, 2335.0];0.4851;0.372;2;19.6901;16.0896;460.0;5.5;4;404.4748913429283;17.89;0.2426;[18.00381762467056, 0.0]
51;51;function;638;450;708;470;[];0.0;0.0;0;;;460.0;0.0;4;409.15327412459214;;;[]
52;52;then;717;450;755;470;[2336.0, 2348.0];0.7445;0.502;2;20.9357;18.2341;460.0;0.0;4;429.33107053516824;19.58;0.3722;[7.079152140871099, 34.430835877718714]
53;53;iterates;764;451;830;470;[];0.0;0.0;0;;;460.5;0.5;4;447.5631389277647;;;[]
54;54;over;838;455;877;470;[];0.0;0.0;0;;;462.5;2.0;4;484.18872531986284;;;[]
55;55;each;884;450;924;470;[2349.0, 2350.0];0.5339;0.2588;2;21.3977;17.6718;460.0;2.5;4;511.0500516846404;19.53;0.267;[29.808569405618883, 39.72591072524835]
56;56;image;933;451;986;475;[2337.0];0.42;0.42;1;22.7639;19.3472;463.0;3.0;4;538.789141804912;21.06;0.42;[60.82528000000002]
57;57;in;995;451;1008;470;[];0.0;0.0;0;;;460.5;2.5;4;585.7542939892746;;;[]
58;58;the;1017;450;1044;470;[2338.0, 2339.0];0.7604;0.356;2;22.5668;18.1954;460.0;0.5;4;601.8917245874657;20.38;0.3802;[62.006399999999985, 40.341119086192954]
59;59;images;233;556;295;580;[2340.0];0.3398;0.3398;1;19.6901;17.2309;568.0;108.0;5;402.5141191646246;18.46;0.3398;[0.0]
60;60;array;303;560;349;580;[];0.0;0.0;0;;;570.0;2.0;5;367.6796738016308;;;[]
61;61;using;358;556;403;580;[2341.0];0.4695;0.4695;1;19.6901;16.9445;568.0;2.0;5;337.92169052440784;18.32;0.4695;[0.9192371933292811]
62;62;the;411;555;439;575;[2342.0, 2344.0];1.0349;0.4849;2;19.6901;17.5799;565.0;3.0;5;326.17973714943366;18.63;0.5175;[2.7977600000000393, 29.31430060141985]
63;63;for;447;555;471;575;[2343.0];0.3884;0.3884;1;19.6901;17.0313;565.0;0.0;5;314.6528120434865;18.36;0.3884;[0.534719999999993]
64;64;loop.;479;555;520;580;[];0.0;0.0;0;;;567.5;2.5;5;297.83212742562483;;;[]
65;65;For;531;556;558;575;[2345.0];0.5663;0.5663;1;18.7674;17.046;565.5;2.0;5;298.79165203678906;17.91;0.5663;[38.86976000000004]
66;66;each;565;555;605;575;[];0.0;0.0;0;;;565.0;0.5;5;298.53344000000004;;;[]
67;67;iteration,;614;556;693;579;[2346.0, 2351.0, 2436.0];0.9381;0.4854;3;19.4548;17.6991;567.5;2.5;5;297.74021126961276;18.58;0.3127;[37.95839999999998, 1.6371199999999817, 4.954880000000003]
68;68;it;702;556;713;575;[2347.0];0.2429;0.2429;1;19.6903;18.2551;565.5;2.0;5;326.2448800010103;18.97;0.2429;[50.61504000000002]
69;69;resizes;721;556;780;575;[2352.0, 2437.0];0.5984;0.2264;2;19.6155;17.803;565.5;0.0;5;334.3602729495142;18.71;0.2992;[6.030079999999998, 6.644480000000044]
70;70;the;788;555;816;575;[];0.0;0.0;0;;;565.0;0.5;5;369.40982570428963;;;[]
71;71;current;824;557;888;575;[2353.0, 2438.0];0.6786;0.3718;2;21.0963;18.6975;566.0;1.0;5;391.6955921718722;19.9;0.3393;[0.0, 0.0]
72;72;image;896;556;949;580;[2354.0];0.4044;0.4044;1;21.6992;17.4692;568.0;2.0;5;438.3659860514654;19.58;0.4044;[21.676799999999957]
73;73;using;957;556;1002;580;[2439.0, 2440.0, 2441.0];0.9381;0.3237;3;20.5808;18.337;568.0;0.0;5;485.3932378256557;19.46;0.3127;[0.0, 13.71885078428949, 10.566400000000044]
74;74;the;1011;555;1039;575;[2355.0];0.4044;0.4044;1;20.5644;13.9174;565.0;3.0;5;532.1970087541582;17.24;0.4044;[32.70526189346286]
75;75;resize;213;661;263;680;[2356.0, 2450.0, 2451.0];1.0827;0.291;3;19.0226;16.5965;670.5;105.5;6;363.265408381907;17.81;0.3609;[0.0, 7.421439999999961, 9.541119999999978]
76;76;function;271;660;342;680;[2357.0, 2442.0];1.5527;0.566;2;18.6887;16.7644;670.0;0.5;6;299.3835722394828;17.73;0.7764;[13.432320000000004, 0.0]
77;77;from;350;660;390;680;[2358.0, 2433.0, 2434.0, 2443.0, 2449.0];1.9089;0.3239;5;18.8158;17.4333;670.0;0.0;6;264.5869991644972;18.12;0.3818;[18.245120000000043, 19.228160000000003, 9.080320000000029, 11.978240000000028, 4.482560000000035]
