;trial;discarted;calibrate;mean_distance;mean_distance_cal;mean_distance_10;mean_distance_cal_10;mean_distance_nr;fix_removed
0;848.3;False;True;26.52;22.39;;;;0
1;848.1;False;True;38.48;25.61;;;;0
2;842.2;False;True;41.53;31.31;;;20.58;5
3;842.1;False;True;37.14;35.39;;;;0
4;827.1;False;True;42.22;22.56;;;;0
5;827.2;False;False;37.85;48.59;;;;0
6;813.1;False;True;37.29;31.78;;;;0
7;813.2;False;True;40.39;36.58;;;19.81;10
8;811.1;False;True;63.03;9.61;;;;0
9;811.3;False;True;54.81;28.33;;;;0
10;820.3;False;True;48.76;14.6;;;13.27;1
11;820.1;False;True;46.26;10.98;;;;0
12;850.1;False;False;39.07;66.45;;;;0
13;850.2;False;True;50.18;50.15;;;48.09;3
14;841.3;False;True;41.28;13.17;;;;0
15;841.1;False;True;42.41;23.35;;;;0
16;834.1;False;False;44.65;200.93;;;;0
17;834.2;False;True;51.49;7.91;;;;0
18;824.3;False;True;41.8;13.35;;;;0
19;824.1;False;False;51.69;57.27;;;;0
20;840.2;False;True;64.94;3.43;;;;0
21;840.1;False;True;55.06;2.91;;;;0
22;854.2;False;True;39.22;32.93;;;;0
23;854.1;False;True;42.59;41.52;;;40.45;1
24;838.2;False;False;37.07;43.94;;;;0
25;838.1;False;True;50.92;23.78;;;11.07;1
26;836.1;False;True;55.29;22.65;;;;0
27;836.3;False;False;47.12;175.34;;;;0
28;815.1;False;False;40.65;48.87;;;;0
29;815.3;False;True;48.2;15.0;;;;0
30;852.2;False;True;45.12;37.33;;;33.22;3
31;852.1;False;True;47.9;34.57;;;;0
32;812.2;False;False;43.65;204.02;;;;0
33;812.1;False;True;42.58;41.35;;;37.71;1
34;830.2;False;True;48.71;14.79;;;;0
35;830.1;False;False;35.38;78.64;;;;0
36;819.1;False;True;42.98;41.73;;;24.24;9
37;819.2;False;False;46.55;86.26;;;;0
38;832.2;False;False;40.35;136.51;;;;0
39;832.1;False;True;40.4;30.14;;;19.94;4
40;822.1;False;False;42.4;378.33;;;;0
41;822.2;False;False;42.71;56.66;;;;0
42;847.1;False;True;38.78;34.13;;;;0
43;847.3;False;True;41.8;19.04;;;;0
44;837.2;False;True;40.27;17.25;;;;0
45;837.1;False;True;41.4;38.66;;;29.61;6
46;839.2;False;True;44.64;31.9;;;;0
47;839.1;False;True;39.44;25.65;;;;0
48;816.2;False;True;35.31;18.06;;;;0
49;816.1;False;True;43.55;39.1;;;;0
50;843.1;False;True;31.09;14.15;;;;0
51;843.2;False;False;39.21;47.81;;;;0
52;817.1;False;True;38.93;5.81;;;;0
53;817.3;False;False;47.87;116.13;;;;0
54;814.2;False;False;73.79;96.33;;;;0
55;814.1;False;False;39.46;39.69;;;;0
56;849.2;False;True;41.03;40.06;;;;0
57;849.1;False;True;38.44;31.91;;;30.49;1
58;835.3;False;True;38.62;8.18;;;;0
59;835.1;False;False;33.91;36.15;;;;0
