;mean;std
11;0.2682350660339209;0.1934375916818354
10;0.2222127034521823;0.19613707368837316
9;0.20926603403484817;0.22131550649229592
8;0.17768595413152957;0.19657668880636794
7;0.15106325464753412;0.19798780366321062
6;0.2644292331854791;0.19787349723677095
5;0.22050170288047014;0.19840779949076975
4;0.1823293260470939;0.18761650352766354
3;0.10630079900070587;0.19854703864325118
2;0.1260566443343729;0.20673301568036925
1;0.06261974679447983;0.22871184488119464
0;0.35666287682967357;0.20395637691763385
