;trial;discarted;calibrate;mean_distance;mean_distance_cal;mean_distance_10;mean_distance_cal_10;mean_distance_nr;fix_removed
0;441.1;False;False;10.94;17.12;;;;0
1;441.2;False;False;6.48;20.53;;;;0
2;413.1;False;False;3.76;35.11;;;;0
3;413.3;False;False;8.68;11.1;;;;0
4;448.3;False;False;9.69;10.01;;;;0
5;448.1;False;True;10.51;8.69;;;;0
6;417.1;False;True;2.11;0.76;;;;0
7;417.2;False;False;10.39;81.33;;;;0
8;421.7;False;False;5.23;34.45;;;;0
9;421.1;False;False;9.68;25.73;;;;0
10;427.1;False;False;12.29;28.67;;;;0
11;427.3;False;False;6.48;63.17;;;;0
12;436.1;False;False;7.12;14.07;;;;0
13;436.3;False;False;1.47;98.97;;;;0
14;434.2;False;False;8.42;29.72;;;;0
15;434.1;False;False;10.07;43.22;;;;0
16;424.1;False;False;10.15;11.37;;;;0
17;424.2;False;False;9.57;53.26;;;;0
18;428.1;False;False;5.6;64.68;;;;0
19;428.3;False;False;7.83;18.84;;;;0
20;445.1;False;False;41.49;78.92;;;6.56;2
21;445.2;False;False;8.09;125.68;;;;0
22;420.3;False;False;5.99;11.33;;;;0
23;420.1;False;False;7.92;37.86;;;;0
24;411.1;False;False;44.85;53.02;;;10.06;1
25;411.5;False;False;9.66;27.88;;;;0
26;440.1;False;True;9.12;8.43;;;;0
27;440.3;False;False;6.91;48.71;;;;0
28;450.1;False;False;7.9;24.67;;;;0
29;450.2;False;False;9.21;55.65;;;;0
30;430.2;False;False;8.97;39.75;;;;0
31;430.1;False;True;9.7;8.19;;;;0
32;432.2;False;False;17.51;118.69;;;;0
33;432.1;False;False;17.61;40.6;;;;0
34;414.1;False;False;10.02;270.86;;;;0
35;414.3;False;False;9.92;91.92;;;;0
36;444.1;False;False;6.48;38.12;;;;0
37;444.4;False;False;15.74;44.79;;;;0
38;419.2;False;False;5.29;14.62;;;;0
39;419.1;False;False;5.87;38.52;;;;0
40;437.3;False;False;11.3;14.04;;;4.64;1
41;437.1;False;False;7.88;51.67;;;;0
42;447.3;False;False;7.28;12.36;;;;0
43;447.1;False;False;12.83;33.55;;;;0
44;423.3;False;False;39.3;42.97;;;1.02;1
45;423.1;False;False;4.94;59.87;;;;0
46;442.2;False;False;22.79;82.46;;;7.82;1
47;442.1;False;False;8.83;26.35;;;;0
48;429.1;False;False;9.45;10.87;;;;0
49;429.3;False;False;18.88;80.64;;;;0
50;407.1;False;False;2.31;3.98;;;;0
51;407.3;True;False;;;;;;0
52;408.2;False;False;7.91;24.11;;;;0
53;408.1;False;False;9.71;31.09;;;;0
54;425.1;False;False;8.67;41.78;;;;0
55;425.3;False;False;14.65;46.69;;;;0
56;426.4;False;False;4.72;6.41;;;;0
57;426.1;False;False;43.64;57.1;;;;0
58;431.1;False;False;5.02;35.9;;;;0
59;431.2;False;False;17.59;20.09;;;;0
