;QRM-Llama3.1-8B;Eurus-RM-7b;UltraRM-13b
0;0.0;0.0;0.0544663601996023
1;0.0054945054945054;0.0;0.0595826389010388
2;0.0196078431372549;0.0221130888599455;0.065092521384761
3;0.0199085435265388;0.0435730881596818;0.0712532863264911
4;0.0370371249357295;0.0554066351717735;0.0848431211220355
5;0.0495407759869429;0.1125737060364529;0.0854441404551292
6;0.0537491750546354;0.1212088470317443;0.0936417923193766
7;0.0625015944487674;0.1265061675613288;0.1046578075899703
8;0.0911321840594497;0.1323296277743532;0.1071428571428571
9;0.0957419684578647;0.136438628856604;0.1086369115950884
10;0.098356590463537;0.1452211886494415;0.1124871001031991
11;0.0985939941285598;0.1527079772940089;0.1153846153846153
12;0.1006198560870017;0.1577418988598326;0.1217781521960497
13;0.1054878743570416;0.1626452838913352;0.1264065512768688
14;0.1071292932707271;0.1655249567064687;0.1296124953146763
15;0.1156482313412745;0.1832977384996346;0.1397686968513334
16;0.1235148830694915;0.1860526920296694;0.1405359264237073
17;0.1428571428571428;0.1967502969931902;0.1589478061088607
18;0.1436341034829752;0.1973028710597565;0.1596387352559626
19;0.1460845030172488;0.1975989195697158;0.1603939476886447
20;0.1468815075397377;0.1997873470457268;0.1715818379512986
21;0.1585048895690455;0.2098002269415808;0.1761294858891786
22;0.168239476172795;0.2156977487059452;0.1765915597298755
23;0.1684028793555877;0.2174700497539388;0.1836146675197762
24;0.1860201975932184;0.2183020539935881;0.1845008462220395
25;0.1876676352592329;0.2202836364814766;0.1914103742561921
26;0.1893523695729992;0.2311014861730582;0.1953184607373398
27;0.1919014612749274;0.2359237573233076;0.2037011579654602
28;0.1999537340670575;0.2394425571693595;0.2117071391321819
29;0.2022331418882776;0.2416374060076107;0.2144569573556357
30;0.2034248405587318;0.2432076725871119;0.2151775733671931
31;0.2071372165716624;0.250916101999655;0.2235927366569013
32;0.2099867172767918;0.2521464075580325;0.2239217367081164
33;0.2131110671957455;0.2600207752766181;0.2381351328085393
34;0.2138011847855204;0.2710832140341671;0.2383116080756041
35;0.217717132268722;0.2711841637189809;0.2474657984357942
36;0.2191518256766085;0.2726669333162274;0.2482106650525292
37;0.2231276107977286;0.2733270974960985;0.2503610144067691
38;0.2244018689099908;0.2758422152400289;0.2530751843057603
39;0.2271374236716435;0.2801354962888289;0.2535274134734395
40;0.2333413673078339;0.2807536599216377;0.2545162590221069
41;0.2363529190093356;0.2826385716675735;0.2588808420353007
42;0.2378656620861859;0.2845094357040215;0.2662338313814878
43;0.2483482955899662;0.2932300080536703;0.2677742086129501
44;0.2519644330820237;0.2936295268533224;0.2700646544659205
45;0.2612047961618138;0.2988656663721593;0.273915410309305
46;0.271673535361399;0.3004168302388439;0.2794635878878633
47;0.2773373392197338;0.3062457181699248;0.2812966991099917
48;0.283220112216101;0.3170530945821056;0.2823059775873182
49;0.2921802044872602;0.3173913187127563;0.2826106667141166
50;0.2938345011877764;0.3207619024348304;0.2835518926408684
51;0.295536752180383;0.3212529106051897;0.2994317854364328
52;0.2956200214708425;0.322507844088427;0.3061531889695008
53;0.3026544210332639;0.3241758241758241;0.3069909497546451
54;0.306135808137106;0.3314399152728422;0.3073597025012802
55;0.3124294246642201;0.3345272545719528;0.3087462358780633
56;0.3128651852054156;0.3360818164906625;0.3087824233025141
57;0.3161727552581173;0.3440292616240236;0.3121770047804499
58;0.3171065779993137;0.3502789810244843;0.3135122669363267
59;0.3171228487111844;0.3552421600334796;0.3149644853609075
60;0.3176531818001274;0.3558262539020142;0.3174455778659636
61;0.3345910107462657;0.3613913041217289;0.3206768444832209
62;0.3355320499716274;0.3683558505325982;0.3324239469821828
63;0.3387475486114247;0.3685581622649626;0.3669262734582735
64;0.3411156418473474;0.370229610009997;0.3721251694974218
65;0.3433889298560225;0.3761693416482418;0.3758069454894204
66;0.3448276066975057;0.3815926011718863;0.385098788612406
67;0.3467235695955705;0.3919041959327052;0.3857571489379408
68;0.3537152149945987;0.3921190429114812;0.3888944206804013
69;0.3706881029603113;0.3921539839867515;0.3892989337403739
70;0.3739779427948588;0.4037840010680935;0.3907735733717788
71;0.3832003496005775;0.4048512534446938;0.3937015170988244
72;0.3839638303428132;0.4070675326714171;0.4072060321551326
73;0.3870316069551106;0.4071428571428571;0.4074619698692922
74;0.4007289051291241;0.4152016823654419;0.4077743406364853
75;0.4018061427600645;0.4171169010166246;0.4080419782004491
76;0.4021864167758707;0.4253846060239358;0.4172561113951138
77;0.4051766095149514;0.4298529436679919;0.4265129952403811
78;0.4145402611150615;0.4317065491848438;0.4271458251307489
79;0.4163144841832672;0.436301220533799;0.4280955237486538
80;0.4190273210397419;0.4363917471313176;0.4285714285714286
81;0.4244882457457055;0.4370602918385874;0.4341360997136182
82;0.4315305292282482;0.4439850026634683;0.4359311378807773
83;0.432142857142857;0.4463913596927179;0.4416824695763331
84;0.4375255153073392;0.4499481142664316;0.446732623744591
85;0.4407160357914113;0.4525640555576998;0.4477492582148888
86;0.4466130496132237;0.4617726347126826;0.4498798875485097
87;0.4491911209278718;0.4924675207416524;0.4708495221782512
88;0.450725308303208;0.4926374764362697;0.4739617427581171
89;0.4563804065677613;0.4956401096093596;0.4876523421628016
90;0.4581861271799431;0.5122975707575947;0.4973850859760324
91;0.4647848023462913;0.5205191667358614;0.5135755146546558
92;0.4765242935999911;0.5387599207077576;0.5156273165159903
93;0.4998994461793617;0.5398179062452434;0.5224629124301208
94;0.5096608131873038;0.5490372583578675;0.5402066341126668
95;0.5210029148503439;0.5904644078015837;0.5453978162601812
96;0.5690426379538917;0.5993661596115922;0.5607142857142856
97;0.5750004774357631;0.6087595874350709;0.730552019767088
98;0.7784570702436183;0.6359888306543495;0.7364081197050363
99;0.8406680016960504;0.8982196964349441;0.8406680016960504
100;1.0;1.0;1.0
