;1;2;3;4;5;6;7;8
31;0.2462314173524091;0.17195933829128346;0.24501006116133692;0.20934328929491106;0.16204446776743736;0.22135798205468665;0.16234551104599396;0.3346629075001331
30;0.21771245068898765;0.16385522673458003;0.23838439520993013;0.1820573206624464;0.12290986554913212;0.2119931011452022;0.1396838776943778;0.3392714618041667
29;0.23753894335421716;0.1823511624445265;0.254109006842045;0.1985765066555551;0.1624208101712876;0.24601938011367194;0.157484575120013;0.3446526328586507
28;0.2147179957435526;0.17165133324260737;0.20870143211111708;0.18037673188792663;0.12384213368353227;0.1905784767815191;0.1621441977083482;0.37850780812531243
27;0.23787588126448705;0.19183173500902415;0.23850140130943986;0.1951498724567801;0.16116593557443748;0.2277506700786919;0.1929594044726246;0.38650988977077444
26;0.2523803599038738;0.23702334205826192;0.2606933533320994;0.21954313393177313;0.17808363501668245;0.25815162544557013;0.20471318848006517;0.36864674149228155
25;0.270354720997935;0.2108987020210797;0.24792843063769485;0.203760973337975;0.17243267492712244;0.23949118523341675;0.24290787440094033;0.3545709274450923
24;0.2749636762992948;0.20678411461324286;0.2837810372100994;0.22613682213353717;0.15948536469488725;0.24418379089301714;0.2235518212801127;0.39604400979561294
23;0.27918508341846693;0.2515247847831883;0.29311662260568566;0.2737496803918239;0.2065690559259238;0.2921294518940859;0.25813817699090374;0.43662550415165785
22;0.30742661261007326;0.2567219373989446;0.2993576499037857;0.2520415729938868;0.2223262100070893;0.29610378540234183;0.2789392152323841;0.4666570848707532
21;0.31198784043267236;0.24429821174656674;0.28438113889363814;0.2744396996461014;0.1853693641147699;0.2842612953300424;0.2424136932112694;0.41104265800988576
20;0.2838897451165216;0.283348773677024;0.29025528831516517;0.2578442082780186;0.21192251590598413;0.2882231057073438;0.24173972574221503;0.41138090189965926
19;0.24699207929127093;0.24829378535042462;0.2472001820794966;0.22575837789096415;0.1752303061520608;0.24499849776261567;0.2259439352166477;0.37864778221475337
18;0.2590278577454434;0.2243327694402482;0.2721601363486588;0.21739924122684245;0.1792712175774484;0.2554387129223714;0.2162989462748548;0.3964192418750771
17;0.2792563020187315;0.2250385353744613;0.2715874546383897;0.23260630172425514;0.1910609652352786;0.2643151295683436;0.23569087437303535;0.3882571732035746
16;0.25667925771947414;0.23345285223063042;0.23113225308751684;0.202973473252844;0.1826694640103123;0.25584163502040036;0.23537205517819096;0.37704217782777355
15;0.22419226246627377;0.2086278217732384;0.2065505193774218;0.17650486588261946;0.17217021631669097;0.2247796617180053;0.2049176461164846;0.3493486598147961
14;0.24915502214417629;0.21407400338051527;0.22644456113018732;0.19503840931548924;0.17831099426000774;0.24440330415771944;0.21135251093195445;0.3846618527270043
13;0.2526207788402534;0.24695556804845153;0.23642248454786058;0.21397446409454077;0.20173768254680935;0.24460355978354908;0.2248591542876971;0.3747982534059364
12;0.22953086075617826;0.21737827327208054;0.2228961395108888;0.19695380177581992;0.16830461445525768;0.2076721429615757;0.20076177721086985;0.3808135163609144
11;0.24511819567795204;0.22711344945755607;0.22169767631835968;0.22112132544196492;0.1899666601002144;0.23957617590134245;0.21755238242281535;0.35561112535215283
10;0.21460378024064458;0.20031074342951877;0.21278737354375962;0.19957600133167774;0.17620790124907348;0.2152394626266095;0.21136332993253454;0.3447660322126613
9;0.21988534537442883;0.2197691881416868;0.19985595220860422;0.21747635982496988;0.1716992586979206;0.23116789236014917;0.22747368062621373;0.34563062372015335
8;0.2527056894502921;0.23413309609577282;0.2281860145167105;0.22571399957484972;0.18333319699344797;0.25834325315403384;0.22081232356977765;0.3551655064697785
7;0.25023892258675107;0.24753034968976004;0.2389374944571525;0.21233951730158548;0.20121097830893617;0.24873807590893968;0.2303464068554947;0.3699004571553844
6;0.21795990170662088;0.20794407058500405;0.19957116063843552;0.2018011477783262;0.17183625662393512;0.19975446791213475;0.16594562612725688;0.34134067304935883
5;0.28098365859780994;0.28161504543397836;0.2673555158988908;0.2829511792181067;0.24361250407147866;0.274039486522633;0.24586585901152297;0.3989025188097992
4;0.22587299004074202;0.22278545411932069;0.21213792869612122;0.21742676531624477;0.17672598643655768;0.23110513568373217;0.1954345385166214;0.37076675563860295
3;0.3047668393819563;0.2609584161406277;0.28815935241355606;0.30624665883374175;0.236258195777326;0.3000828088571695;0.26596402934189506;0.4391299861272973
2;0.22264487583838868;0.21484000451432567;0.23862315004699308;0.21966725811961224;0.16960040465956097;0.21108575148626665;0.1452661519624888;0.3664808941123946
1;0.3003661597882867;0.24260651771308858;0.28460190999553103;0.2690848786158699;0.21490327220244862;0.28508789786904154;0.20982205408764706;0.3761860275291785
0;0.1446329703742475;0.14177364552611801;0.14316249728601024;0.12009086806402003;0.09181758159413658;0.1340417308815538;0.07750925846801462;0.3083768109057532
