;trial;discarted;calibrate;mean_distance;mean_distance_cal;mean_distance_10;mean_distance_cal_10;mean_distance_nr;fix_removed
0;431.1;False;True;12.36;12.27;;;;0
1;431.2;False;False;10.91;55.77;;;;0
2;413.1;False;False;11.36;20.81;;;10.8;1
3;413.3;False;False;7.83;9.7;;;;0
4;417.2;False;False;6.78;44.38;;;;0
5;417.1;False;True;4.4;4.23;;;;0
6;427.3;False;False;8.7;14.18;;;7.4;1
7;427.1;False;False;9.11;50.49;;;;0
8;432.2;False;False;10.47;45.04;;;8.45;1
9;432.1;False;False;6.99;40.24;;;;0
10;434.1;False;False;13.09;26.2;;;;0
11;434.2;False;False;19.09;45.81;;;;0
12;429.3;False;False;11.26;29.31;;;;0
13;429.1;False;False;22.3;38.94;;;;0
14;420.3;False;False;6.47;12.26;;;;0
15;420.1;False;False;15.62;33.59;;;;0
16;430.2;False;False;22.44;27.36;;;;0
17;430.1;False;True;24.43;16.29;;;;0
18;418.6;False;False;18.47;30.64;;;;0
19;418.1;False;False;29.12;60.69;;;20.76;2
20;410.2;False;False;36.99;45.52;;;15.79;3
21;410.1;False;False;21.95;34.67;;;;0
22;447.1;False;False;12.73;16.23;;;;0
23;447.3;False;False;14.09;27.86;;;;0
24;440.1;False;False;42.42;45.13;;;15.38;18
25;440.3;False;False;35.19;45.71;;;15.83;5
26;423.3;False;False;33.75;137.32;;;;0
27;423.1;False;False;19.11;28.38;;;;0
28;448.3;False;False;29.81;87.86;;;20.53;3
29;448.1;False;False;17.51;33.35;;;;0
30;450.2;False;False;16.02;37.63;;;;0
31;450.1;False;False;22.89;178.17;;;16.52;2
32;426.4;False;False;10.0;16.19;;;;0
33;426.1;False;False;12.53;40.11;;;;0
34;436.3;False;True;6.44;2.18;;;;0
35;436.1;False;False;10.36;32.35;;;;0
36;406.1;False;False;29.5;51.43;;;22.35;1
37;406.2;False;False;30.4;215.65;;;;0
38;446.1;False;True;27.1;16.01;;;;0
39;446.3;False;False;26.33;27.2;;;;0
40;419.2;False;True;27.5;8.65;;;;0
41;419.1;False;False;34.86;81.06;;;;0
42;435.1;False;False;31.04;56.91;;;13.65;1
43;435.3;False;False;31.48;35.53;;;;0
44;438.1;False;True;23.45;14.11;;;11.63;1
45;438.3;False;True;122.19;75.55;;;8.86;2
46;449.1;False;False;34.02;36.32;;;25.19;10
47;449.2;False;False;19.34;38.51;;;;0
48;445.1;False;False;35.1;39.56;;;;0
49;445.2;False;True;27.37;20.51;;;;0
50;433.3;False;False;25.81;68.95;;;;0
51;433.1;False;False;25.54;34.19;;;24.62;1
52;414.1;False;False;8.08;58.41;;;;0
53;414.3;False;True;23.05;19.48;;;12.24;2
54;422.1;False;False;16.06;18.61;;;;0
55;422.3;False;False;20.35;20.57;;;;0
56;407.1;False;False;13.29;427.57;;;;0
57;407.3;False;False;7.99;210.32;;;;0
58;428.3;False;False;17.94;47.22;;;;0
59;428.1;False;False;13.72;36.49;;;;0
