;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
4237;4238;540.3776;485.53984;0.85718;16.3025;15.4826;;;
4238;4239;309.0687999999999;423.18847999999997;0.21021;16.2269;13.7213;sun;1.0;58.18847999999997
4239;4240;228.01919999999993;379.84256;0.72778;16.019;13.5524;Our;0.0;43.585864176285476
4240;4241;246.24639999999997;364.00128;0.25879;14.7248;12.6306;Our;0.0;22.753600000000034
4241;4242;309.82399999999996;336.7424;0.42065;15.5506;14.0683;Our;0.0;12.789297625749416
4242;4243;453.87519999999995;331.39712;0.6311;15.4457;14.5097;diameter;4.0;14.602880000000027
4243;4244;603.2768;317.75744;0.50146;15.3247;14.4857;1,392,680;6.0;28.243916399706354
4244;4245;678.5536;326.84032;0.51685;16.8431;14.8923;radius;9.0;19.15967999999998
4245;4246;463.3728;320.50176;0.58203;15.8879;14.5682;diameter;4.0;25.49824000000001
4246;4247;478.0928;338.176;0.33984;16.6469;15.4992;diameter;4.0;7.824000000000012
4247;4248;686.7712;335.45216;0.72778;16.1393;14.9986;radius;9.0;10.547840000000008
4248;4249;757.3888;344.08448;0.37231;15.5082;15.8241;696,340;11.0;1.915520000000015
4249;4250;813.3888000000001;365.70112;0.42065;16.0124;15.5293;696,340;11.0;0.0
4250;4251;726.1824;338.40128;1.61719;15.4218;15.8311;radius;9.0;8.23821676082879
4251;4252;813.5808000000001;338.7904;0.40405;16.3667;16.397;696,340;11.0;7.209600000000023
4252;4253;189.7472;469.9136;0.38867;16.6775;14.5343;1.9891x10%30;17.0;18.252800000000008
4253;4254;184.43519999999998;456.8576;0.63135;15.4044;13.3238;1.9891x10%30;17.0;23.56480000000002
4254;4255;221.14559999999997;471.1936;0.24268;15.6288;14.5482;1.9891x10%30;17.0;1.1936000000000035
4255;4256;359.1039999999999;433.6128;0.35571;14.7285;13.7998;kg.;18.0;16.387200000000007
4256;4257;501.9392;437.17632;0.37207;15.0678;14.5145;equivalent;21.0;12.823680000000024
4257;4258;639.3983999999999;415.8976;0.59839;15.7085;14.6343;radius;24.0;34.10239999999999
4258;4259;581.4912;359.71072;0.22681;15.2636;14.4348;1,392,680;6.0;0.0
4259;4260;529.8303999999999;335.96416;0.61499;16.0907;15.2358;1,392,680;6.0;10.035840000000007
4260;4261;663.7568;418.24256;0.25854;15.4905;15.2439;a;8.0;53.313883197471206
4261;4262;781.3248;416.9728;0.30713;15.4578;15.8519;696,340;11.0;46.97280000000001
4262;4263;887.936;446.48448;0.3562;13.2959;14.3931;and;13.0;81.48448000000002
4263;4264;896.4096;467.64032;0.2583;15.1525;13.8771;of;30.0;0.0
4264;4265;171.68639999999996;579.1232;0.30713;15.6106;14.1206;a;34.0;40.523908044511245
4265;4266;196.27519999999996;586.78272;0.2749;14.8938;14.6469;a;34.0;19.649473927777365
4266;4267;327.9488;555.44832;0.37207;14.4513;13.7791;4.384x1030;37.0;0.551680000000033
4267;4268;436.56960000000004;551.00416;0.2749;14.896;14.3159;lb.;38.0;3.995840000000044
4268;4269;561.8048;549.56032;0.48535;14.0977;14.2958;mind;41.0;5.439679999999953
4269;4270;670.7584;547.05152;0.35596;14.1153;14.5337;these;43.0;7.948480000000018
4270;4271;820.2368;543.52896;0.32349;10.6331;12.2;measurements;44.0;13.473121127697192
4271;4272;832.7808000000001;560.50688;0.4209;14.4397;14.3536;are;45.0;0.0
4272;4273;776.3968;580.90496;0.29126;16.4088;14.686;measurements;44.0;5.90495999999996
4273;4274;473.024;655.77984;0.69556;14.7812;14.4565;and;48.0;29.28170634415965
