;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;A;206;242;217;260;251.0;;1;[];[];0.0;0.0;0;;;608.6899842633272;;
1;1;child;225;241;264;260;250.5;0.5;1;[];[];0.0;0.0;0;;;582.2279259383645;;
2;2;who;273;241;308;260;250.5;0.0;1;[1489.0];[26.576639999999998];0.6141;0.6141;1;13.2417;14.9671;559.9024552031269;14.1;0.6141
3;3;has;317;241;346;260;250.5;0.0;1;[];[];0.0;0.0;0;;;542.7570750736369;;
4;4;fallen;354;241;401;260;250.5;0.0;1;[1490.0];[0.0];0.3722;0.3722;1;13.8604;14.8722;521.8591711779046;14.37;0.3722
5;5;down;409;241;455;260;250.5;0.0;1;[];[];0.0;0.0;0;;;506.3390762547263;;
6;6;and;464;241;495;260;250.5;0.0;1;[1491.0];[22.20192000000003];0.3876;0.3876;1;13.9524;15.3124;498.3158798819174;14.63;0.3876
7;7;hit;504;241;526;260;250.5;0.0;1;[];[];0.0;0.0;0;;;494.2396124780869;;
8;8;their;533;241;574;260;250.5;0.0;1;[];[];0.0;0.0;0;;;491.73177825160894;;
9;9;face;581;241;617;260;250.5;0.0;1;[1492.0];[0.9027200000000164];0.3393;0.3393;1;14.8367;14.7874;491.756592779893;14.81;0.3393
10;10;may;625;246;662;265;255.5;5.0;1;[];[];0.0;0.0;0;;;489.2133090406367;;
11;11;feel;670;241;700;260;250.5;5.0;1;[1493.0];[25.673280000000005];0.7117;0.7117;1;15.4949;15.1515;500.67837594856195;15.32;0.7117
12;12;pain,;710;242;751;265;253.5;3.0;1;[];[];0.0;0.0;0;;;504.9019763701559;;
13;13;shock,;760;241;816;265;253.0;0.5;1;[1494.0];[24.36707654402558];0.5337;0.5337;1;14.4604;14.3329;520.4328253891077;14.4;0.5337
14;14;or;825;246;843;260;253.0;0.0;1;[];[];0.0;0.0;0;;;551.2886976371722;;
15;15;fear.;850;241;889;260;250.5;2.5;1;[1495.0];[27.997760000000028];0.4689;0.4689;1;14.7374;14.2523;563.0332034103224;14.49;0.4689
16;16;They;897;241;940;265;253.0;2.5;1;[];[];0.0;0.0;0;;;583.1826150893813;;
17;17;may;949;246;986;265;255.5;2.5;1;[1496.0];[0.0];1.0514;1.0514;1;14.317;12.3369;613.3638849349459;13.33;1.0514
18;18;also;994;241;1028;260;250.5;5.0;1;[1497.0];[12.588799999999992];0.8412;0.8412;1;13.7856;12.8456;645.5419659034487;13.32;0.8412
19;19;feel;1036;241;1066;260;250.5;0.0;1;[];[];0.0;0.0;0;;;673.5138146634332;;
20;20;embarrassed;219;346;334;365;355.5;105.0;2;[1498.0, 1499.0];[3.8857689071791106, 11.709119999999984];0.7931;0.2432;2;13.5727;15.0606;456.0760806515614;14.32;0.3965
21;21;or;343;351;361;365;358.0;2.5;2;[1500.0];[17.70848000000001];0.3721;0.3721;1;14.0552;15.864;442.3567837645192;14.96;0.3721
22;22;upset;368;347;416;370;358.5;0.5;2;[];[];0.0;0.0;0;;;413.81033063770843;;
23;23;if;424;346;435;365;355.5;3.0;2;[];[];0.0;0.0;0;;;411.54771016552814;;
24;24;they;441;346;480;370;358.0;2.5;2;[1501.0];[19.31328000000002];0.5339;0.5339;1;14.7815;15.2158;393.5557385460026;15.0;0.5339
25;25;are;487;351;515;365;358.0;0.0;2;[];[];0.0;0.0;0;;;391.4721315017067;;
