;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;Start;223;398;266;418;408.0;;1;[];[];0.0;0.0;0;;;680.3431307342306;;
1;1;by;275;398;294;422;410.0;2.0;1;[];[];0.0;0.0;0;;;652.5458685619383;;
2;2;telling;302;398;355;422;410.0;0.0;1;[1961.0];[3.656319999999994];0.4204;0.4204;1;10.2862;8.8767;595.2025189607773;9.58;0.4204
3;3;a;364;403;372;418;410.5;0.5;1;[];[];0.0;0.0;0;;;580.8337658377433;;
4;4;tragic;381;399;431;422;410.5;0.0;1;[];[];0.0;0.0;0;;;524.9130276314872;;
5;5;story;438;400;482;422;411.0;0.5;1;[1962.0];[40.16192000000001];0.3882;0.3882;1;7.5655;7.4254;478.724487129345;7.5;0.3882
6;6;about;490;398;540;418;408.0;3.0;1;[1960.0];[91.70623999999998];0.2104;0.2104;1;10.0545;10.2375;429.52989131986425;10.15;0.2104
7;7;what;548;398;590;418;408.0;0.0;1;[1963.0];[44.89920000000001];0.2751;0.2751;1;10.0189;9.3473;387.1670537859005;9.68;0.2751
8;8;happens;599;398;672;422;410.0;2.0;1;[1964.0];[3.5654400000000237];0.2752;0.2752;1;8.2668;7.1807;319.79095449567427;7.72;0.2752
9;9;when;680;398;726;418;408.0;2.0;1;[];[];0.0;0.0;0;;;284.76104989491523;;
10;10;people;735;398;793;422;410.0;2.0;1;[1965.0];[39.55775999999997];0.3071;0.3071;1;9.14;8.3071;243.05362078614343;8.72;0.3071
11;11;don't;801;398;845;418;408.0;2.0;1;[];[];0.0;0.0;0;;;226.33065973759366;;
12;12;pay;854;403;884;422;412.5;4.5;1;[];[];0.0;0.0;0;;;214.20651385346432;;
13;13;enough;892;398;957;422;410.0;2.5;1;[1966.0, 1969.0];[40.581759999999974, 36.813440000000014];0.8572;0.3559;2;10.0437;9.5737;212.50112000000001;9.81;0.4286
14;14;attention.;965;400;1050;418;409.0;1.0;1;[1967.0];[48.44224000000003];0.2587;0.2587;1;10.3954;9.9421;223.1397040807718;10.17;0.2587
15;15;Then;206;503;249;522;512.5;103.5;2;[];[];0.0;0.0;0;;;671.4675916060688;;
16;16;provide;258;503;323;527;515.0;2.5;2;[1972.0];[38.36036902396016];0.3075;0.3075;1;10.4268;9.6871;597.722567231031;10.06;0.3075
17;17;some;331;508;378;522;515.0;0.0;2;[];[];0.0;0.0;0;;;544.720036878812;;
18;18;statistics;386;504;464;522;513.0;2.0;2;[1973.0];[65.14112];0.2909;0.2909;1;7.941;7.4784;460.9165288609798;7.71;0.2909
19;19;or;472;508;489;522;515.0;2.0;2;[];[];0.0;0.0;0;;;436.71529235561974;;
20;20;logical;497;503;551;527;515.0;0.0;2;[];[];0.0;0.0;0;;;375.6849895554178;;
21;21;argument;560;504;647;527;515.5;0.5;2;[1974.0];[57.12031999999999];0.5176;0.5176;1;9.0886;8.2519;285.0259977217068;8.67;0.5176
22;22;to;654;504;670;522;513.0;2.5;2;[];[];0.0;0.0;0;;;265.943480042761;;
23;23;further;678;503;740;522;512.5;0.5;2;[1975.0];[51.20447999999999];0.2427;0.2427;1;9.3586;6.2442;204.66874352781474;7.8;0.2427
24;24;back;748;503;787;522;512.5;0.0;2;[1976.0];[0.0];0.3559;0.3559;1;9.5408;8.495;167.41132153248896;9.02;0.3559
