;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;A;206;242;217;260;251.0;;1;[];[];0.0;0.0;0;;;381.87767310173234;;
1;1;child;225;241;264;260;250.5;0.5;1;[];[];0.0;0.0;0;;;345.8701195732201;;
2;2;who;273;241;308;260;250.5;0.0;1;[2048.0];[18.433600000000013];0.3397;0.3397;1;9.0918;6.7709;314.7988951911896;7.93;0.3397
3;3;has;317;241;346;260;250.5;0.0;1;[];[];0.0;0.0;0;;;290.6644010084372;;
4;4;fallen;354;241;401;260;250.5;0.0;1;[2049.0];[52.614720000000005];0.2752;0.2752;1;7.2112;7.2;261.6315157116848;7.21;0.2752
5;5;down;409;241;455;260;250.5;0.0;1;[];[];0.0;0.0;0;;;242.06165911517994;;
6;6;and;464;241;495;260;250.5;0.0;1;[];[];0.0;0.0;0;;;234.63208393907595;;
7;7;hit;504;241;526;260;250.5;0.0;1;[2050.0];[8.984319999999968];0.2748;0.2748;1;7.2831;6.9364;233.37343999999996;7.11;0.2748
8;8;their;533;241;574;260;250.5;0.0;1;[2051.0];[32.853759999999966];0.2916;0.2916;1;6.7107;6.4444;233.77695441080922;6.58;0.2916
9;9;face;581;241;617;260;250.5;0.0;1;[2052.0];[7.714564147999554];0.3233;0.3233;1;6.8898;6.5508;241.39947392981946;6.72;0.3233
10;10;may;625;246;662;265;255.5;5.0;1;[];[];0.0;0.0;0;;;251.66083607425605;;
11;11;feel;670;241;700;260;250.5;5.0;1;[];[];0.0;0.0;0;;;277.81752071025613;;
12;12;pain,;710;242;751;265;253.5;3.0;1;[2053.0, 2058.0];[69.4384, 34.38940923630991];0.4528;0.2588;2;7.6806;5.9313;297.5436243874057;6.81;0.2264
13;13;shock,;760;241;816;265;253.0;0.5;1;[2054.0];[24.024];0.3396;0.3396;1;7.8101;7.6848;331.82098850674527;7.75;0.3396
14;14;or;825;246;843;260;253.0;0.0;1;[];[];0.0;0.0;0;;;384.6215683156544;;
15;15;fear.;850;241;889;260;250.5;2.5;1;[2055.0];[5.828160000000025];0.3071;0.3071;1;9.9263;9.9144;404.7780018894228;9.92;0.3071
16;16;They;897;241;940;265;253.0;2.5;1;[2056.0];[67.81088];0.2584;0.2584;1;9.6355;7.4444;441.4001345871947;8.54;0.2584
17;17;may;949;246;986;265;255.5;2.5;1;[];[];0.0;0.0;0;;;486.6435627988863;;
18;18;also;994;241;1028;260;250.5;5.0;1;[2057.0];[19.457600000000014];0.3236;0.3236;1;9.2271;7.5982;528.9908842443257;8.41;0.3236
19;19;feel;1036;241;1066;260;250.5;0.0;1;[];[];0.0;0.0;0;;;566.9855747843975;;
