;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;*,Eruca;27;404;112;422;[3490, 3491];0.5657;413.0;;1;815.2575999999999;2;0.2828;15.1042;15.0175;15.06
1;1;vesicaria,*,,;130;403;288;425;[3492, 3498, 3499, 3500];0.8406;414.0;1.0;1;639.2575999999999;4;0.2101;16.7582;16.7688;16.76
2;2;or;311;408;337;422;[];0.0;415.0;1.0;1;590.2575999999999;0;;;;
3;3;Arugula;354;403;457;427;[3493, 3524];0.3235;415.0;0.0;1;470.2575999999999;2;0.1617;15.8016;15.6468;15.72
4;4;in;477;403;502;422;[3501];0.4688;412.5;2.5;1;425.2575999999999;1;0.4688;16.3014;15.3863;15.84
5;5;American;519;403;637;422;[3494, 3502, 3503];1.0349;412.5;0.0;1;290.2575999999999;3;0.345;16.2921;15.9211;16.11
6;6;English,,;656;403;768;427;[3495, 3525];0.4692;415.0;2.5;1;159.2575999999999;2;0.2346;17.1395;16.5245;16.83
7;7;is;792;403;817;422;[];0.0;412.5;2.5;1;110.25759999999991;0;;;;
8;8;is;837;403;862;422;[];0.0;412.5;0.0;1;65.25759999999991;0;;;;
9;9;referred;884;403;997;422;[3496, 3526];0.679;412.5;0.0;1;0.0;2;0.3395;16.5399;15.3421;15.94
10;10;to;1016;405;1042;422;[];0.0;413.5;1.0;1;88.74240000000009;0;;;;
11;11;as;1061;408;1087;422;[3497];0.4043;415.0;1.5;1;133.7424000000001;1;0.4043;15.6679;13.028;14.35
12;12;rocket;1109;403;1192;422;[];0.0;412.5;2.5;1;181.7424000000001;0;;;;
13;13;in;1212;403;1237;422;[];0.0;412.5;0.0;1;284.7424000000001;0;;;;
14;14;England,.;18;502;130;526;[];0.0;514.0;101.5;2;801.9442881342777;0;;;;
15;15;It;154;503;179;521;[];0.0;512.0;2.0;2;753.3648142508339;0;;;;
16;16;is;199;502;224;521;[];0.0;511.5;0.5;2;708.566307744867;0;;;;
17;17;an;243;507;269;521;[];0.0;514.0;2.5;2;664.5966918900466;0;;;;
18;18;annual;288;502;373;521;[3505];0.4204;511.5;2.5;2;560.9781169272055;1;0.4204;15.3771;15.1124;15.24
19;19;plant;393;502;464;526;[3506];0.2102;514.0;2.5;2;471.27758749084757;1;0.2102;15.3558;15.5571;15.46
20;20;used;483;502;539;521;[3504, 3523];0.6633;511.5;2.5;2;397.7925646253252;2;0.3317;15.6849;13.7757;14.73
21;21;as;558;507;584;521;[3507];0.3235;514.0;2.5;2;355.2625435803689;1;0.3235;17.2072;16.6189;16.91
22;22;a;603;507;614;521;[];0.0;514.0;0.0;2;326.36791948841045;0;;;;
23;23;leaf;633;502;689;521;[3508];0.2915;511.5;2.5;2;253.49880566029017;1;0.2915;16.4169;16.6558;16.54
24;24;vegetable;707;502;839;526;[3509];0.2104;514.0;2.5;2;123.6299497338472;1;0.2104;10.7525;10.8256;10.79
25;25;with;856;502;914;521;[];0.0;511.5;2.5;2;87.58267220856874;0;;;;
26;26;a;933;507;944;521;[3510];0.3237;514.0;2.5;2;91.75331095493831;1;0.3237;15.694;14.7256;15.21
27;27;peppery,,;963;507;1075;526;[3511, 3512, 3518, 3519, 3520];1.6499;516.5;2.5;2;98.30164836458037;5;0.33;15.5883;14.929;15.26
28;28;spicy,,;1099;502;1180;526;[3514];0.3237;514.0;2.5;2;192.32891740763694;1;0.3237;14.1795;12.7931;13.49
29;29;and;1203;502;1244;521;[3513];0.2102;511.5;2.5;2;289.01354928652336;1;0.2102;19.6001;17.7618;18.68
30;30;tart;552;603;607;620;[3515, 3516, 3521];1.1648;611.5;100.0;3;371.14515455707294;3;0.3883;15.9147;16.0352;15.97
31;31;flavor,.;627;601;724;620;[3517, 3522];0.4692;610.5;1.0;3;275.2292745897383;2;0.2346;15.2409;14.4779;14.86
