;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;Hello,,;56;453;139;475;[369];0.4207;464.0;;1;394.89257190411877;1;0.4207;14.1838;13.4732;13.83
1;1;I;162;454;172;472;[];0.0;463.0;1.0;1;362.46637182647663;0;;;;
2;2;would;190;453;263;472;[370];0.2588;462.5;0.5;1;272.4266013168494;1;0.2588;16.0839;15.2872;15.69
3;3;like;281;453;338;472;[371];0.2913;462.5;0.0;1;198.87617530777692;1;0.2913;17.8555;16.1995;17.03
4;4;to;357;454;383;472;[];0.0;463.0;0.5;1;155.41242262139025;0;;;;
5;5;return;404;454;487;472;[372];0.2263;463.0;0.0;1;63.72508693638325;1;0.2263;18.6741;17.5803;18.13
6;6;these;507;453;578;472;[];0.0;462.5;0.5;1;45.519360000000006;0;;;;
7;7;eggs;596;456;652;477;[373];0.3074;466.5;4.0;1;76.08935999894858;1;0.3074;18.5632;16.8127;17.69
8;8;I;672;454;682;472;[];0.0;463.0;3.5;1;147.59766497153535;0;;;;
9;9;bought,!;702;453;798;477;[374];0.469;465.0;2.0;1;175.1544150315646;1;0.469;17.4626;16.8216;17.14
10;10;When;820;453;877;472;[375];0.3882;462.5;2.5;1;291.97331711142647;1;0.3882;16.8276;16.6841;16.76
11;11;I;897;454;907;472;[];0.0;463.0;0.5;1;368.2275257297444;0;;;;
12;12;got;926;454;967;477;[376];0.3235;465.5;2.5;1;396.4791327485591;1;0.3235;17.2548;15.8631;16.56
13;13;home;987;453;1043;472;[378];0.2268;462.5;3.0;1;457.67246662329336;1;0.2268;15.6771;14.806;15.24
14;14;and;1062;453;1103;472;[377];0.3716;462.5;0.0;1;532.3528592062314;1;0.3716;16.8135;15.9174;16.37
15;15;opened;1121;453;1208;477;[];0.0;465.0;2.5;1;590.7943387550778;0;;;;
16;16;them,,;57;552;124;574;[379];0.4368;563.0;98.0;2;409.05264441762216;1;0.4368;17.3597;16.5185;16.94
17;17;it;147;552;172;571;[];0.0;561.5;1.5;2;361.24613922511287;0;;;;
18;18;turned;192;552;278;571;[380];0.3557;561.5;0.0;2;255.93016919669634;1;0.3557;17.9948;17.4498;17.72
19;19;up;297;557;323;576;[];0.0;566.5;5.0;2;212.30013166517256;0;;;;
20;20;they;342;552;398;576;[381];0.3396;564.0;2.5;2;137.97470603356837;1;0.3396;17.3329;17.3621;17.35
21;21;are;417;557;458;571;[382];0.3398;564.0;0.0;2;83.51772210165699;1;0.3398;15.9486;16.1488;16.05
22;22;all;477;552;517;571;[392];0.259;561.5;2.5;2;37.443038138612636;1;0.259;16.7229;16.3237;16.52
23;23;furry,,;537;553;619;576;[383, 384, 391, 393];1.0833;564.5;3.0;2;35.88969747782223;4;0.2708;16.7443;16.4093;16.58
24;24;this;642;552;697;571;[385];0.3882;561.5;3.0;2;115.66235820287253;1;0.3882;16.6922;16.2726;16.48
25;25;is;717;552;742;571;[];0.0;561.5;0.0;2;188.58223963313617;0;;;;
26;26;disgusting;761;552;908;576;[386, 387, 388];0.9055;564.0;2.5;2;231.980048075367;3;0.3018;17.1925;16.9087;17.05
27;27;and;927;552;968;571;[];0.0;561.5;2.5;2;396.9037731050809;0;;;;
28;28;I;987;553;997;571;[389];0.2913;562.0;0.5;2;456.7832641253941;1;0.2913;18.295;17.5843;17.94
29;29;want;1015;553;1072;571;[390];0.582;562.0;0.0;2;484.70354814571925;1;0.582;14.9603;13.9124;14.44
30;30;a;1092;557;1103;571;[];0.0;564.0;2.0;2;561.7921924564719;0;;;;
31;31;refund,!;1124;552;1218;571;[];0.0;561.5;2.5;2;593.4058189005646;0;;;;
