;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;Yo,,;25;404;64;425;[290, 300, 310, 311, 312];1.6817;414.5;;1;441.6075328295494;5;0.3363;16.9142;16.6205;16.77
1;1;I;87;404;97;422;[289];0.2427;413.0;1.5;1;411.8998724105187;1;0.2427;14.1215;14.2043;14.16
2;2;bought;117;403;202;427;[301, 308, 309, 313, 314, 315];1.8928;415.0;2.0;1;314.67330756167036;6;0.3155;17.0901;16.1864;16.64
3;3;these;222;403;293;422;[291, 302, 316];1.1162;412.5;2.5;1;241.82305120025592;3;0.3721;16.066;15.4336;15.75
4;4;eggs;311;407;367;427;[];0.0;417.0;4.5;1;186.96592869237324;0;;;;
5;5;just;387;403;442;427;[292, 303, 307];0.9705;415.0;2.0;1;154.39138088572687;3;0.3235;16.3702;15.3617;15.87
6;6;a;462;408;473;422;[];0.0;415.0;0.0;1;155.08528006165378;0;;;;
7;7;few;492;404;534;422;[293, 304];0.8411;413.0;2.0;1;155.55863489951815;2;0.4205;15.1418;15.081;15.11
8;8;minutes;550;403;652;422;[305, 306, 317, 318];1.3748;412.5;0.5;1;170.6263827542552;4;0.3437;16.9895;16.2518;16.62
9;9;ago;672;407;713;427;[];0.0;417.0;4.5;1;244.7176219478311;0;;;;
10;10;and;732;403;773;422;[294, 319];0.6467;412.5;4.5;1;297.01161070200874;2;0.3234;14.6774;15.2468;14.96
11;11;when;790;403;847;422;[295];0.4207;412.5;0.0;1;347.8085256168997;1;0.4207;15.3909;14.2047;14.8
12;12;I;867;404;877;422;[];0.0;413.0;0.5;1;418.1515142765856;0;;;;
13;13;got;896;405;937;427;[320];0.5986;416.0;3.0;1;443.5000510617801;1;0.5986;16.0424;14.4028;15.22
14;14;home;957;403;1013;422;[296, 321];0.6956;412.5;3.5;1;502.8490995237056;2;0.3478;16.4413;15.4673;15.95
15;15;and;1032;403;1073;422;[297];0.5501;412.5;0.0;1;574.6630811978455;1;0.5501;16.3525;15.1636;15.76
16;16;opened;1091;403;1178;427;[298, 299, 322];1.1162;415.0;2.5;1;630.4692215261595;3;0.3721;15.3249;13.1727;14.25
17;17;the;1197;403;1238;422;[];0.0;412.5;2.5;1;734.8976968883503;0;;;;
18;18;package;48;502;149;526;[];0.0;514.0;101.5;2;333.54980283580085;0;;;;
19;19;I;169;503;178;521;[];0.0;512.0;2.0;2;305.7985254572062;0;;;;
20;20;saw;199;507;241;521;[];0.0;514.0;2.0;2;244.13583876973408;0;;;;
21;21;that;258;502;314;521;[];0.0;511.5;2.5;2;173.88866947504545;0;;;;
22;22;they;333;502;390;526;[];0.0;514.0;2.5;2;102.2478272228882;0;;;;
23;23;were;406;507;464;521;[];0.0;514.0;0.0;2;57.86319531275123;0;;;;
24;24;furry,!;484;503;565;526;[];0.0;514.5;0.5;2;51.265026790216304;0;;;;
25;25;Is;589;503;614;521;[];0.0;512.0;2.5;2;123.75600741702034;0;;;;
26;26;this;633;502;689;521;[];0.0;511.5;0.5;2;164.20741204891328;0;;;;
27;27;some;709;507;764;521;[];0.0;514.0;2.5;2;237.0743625358963;0;;;;
28;28;kind;784;502;839;521;[];0.0;511.5;2.5;2;310.45884328168455;0;;;;
29;29;of;858;503;884;521;[];0.0;512.0;0.5;2;383.4780230623413;0;;;;
30;30;sick;904;502;960;521;[];0.0;511.5;0.5;2;429.0377575130207;0;;;;
31;31;joke,?;978;502;1049;526;[];0.0;514.0;2.5;2;501.96540495516376;0;;;;
32;32;Do;1068;503;1094;521;[];0.0;512.0;2.0;2;592.0224878936624;0;;;;
33;33;you;1113;507;1154;526;[];0.0;516.5;4.5;2;636.4150059291512;0;;;;
34;34;not;1173;504;1214;521;[];0.0;512.5;4.0;2;696.6227402057742;0;;;;
35;35;have;116;601;172;620;[323];0.3396;610.5;98.0;3;307.5695312800044;1;0.3396;16.4718;16.5985;16.54
36;36;any;191;606;233;625;[324];0.4531;615.5;5.0;3;247.33838636936565;1;0.4531;15.9359;15.7332;15.83
37;37;quality;251;601;353;625;[325];0.4045;613.0;2.5;3;127.90547983492186;1;0.4045;17.6092;17.0276;17.32
38;38;control;371;601;471;620;[326, 327, 338];1.6338;610.5;2.5;3;25.199947853152437;3;0.5446;16.093;15.8654;15.98
39;39;of;491;602;517;620;[328];0.4688;611.0;0.5;3;27.907978998874174;1;0.4688;16.4353;15.8684;16.15
40;40;your;536;606;592;625;[329, 337];0.9702;615.5;4.5;3;64.2903956419744;2;0.4851;16.2322;16.0321;16.13
41;41;products,?;611;601;742;625;[330, 331, 336];1.3909;613.0;2.5;3;134.53075994656984;3;0.4636;17.6899;17.2681;17.48
42;42;Give;760;601;817;620;[332];0.291;610.5;2.5;3;282.39275162758975;1;0.291;18.6778;17.1037;17.89
43;43;me;835;606;862;620;[];0.0;613.0;2.5;3;357.54898373761546;0;;;;
44;44;my;880;606;908;625;[333];0.9868;615.5;2.5;3;402.41712161860306;1;0.9868;16.2128;16.0732;16.14
45;45;money;925;606;998;625;[];0.0;615.5;0.0;3;447.3117523291799;0;;;;
46;46;back,,;1016;601;1083;624;[334, 335];0.7922;612.5;3.0;3;537.9060339611385;2;0.3961;16.4164;16.4506;16.43
47;47;now,!;1106;602;1158;620;[];0.0;611.0;1.5;3;627.8681894249792;0;;;;
