;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;Could,n't,,;26;453;154;475;[3619];0.2424;464.0;;1;617.1596205381632;1;0.2424;17.4041;17.0104;17.21
1;1;because;177;453;278;472;[3620, 3621];0.5659;462.5;1.5;1;494.2653617064518;2;0.283;16.8747;16.2589;16.57
2;2;the;297;453;338;472;[];0.0;462.5;0.0;1;434.82072602718654;0;;;;
3;3;date;356;453;413;472;[3622];0.323;462.5;0.0;1;360.77359075022326;1;0.323;18.4101;17.9571;18.18
4;4;for;432;454;473;472;[];0.0;463.0;0.5;1;301.8748081288162;0;;;;
5;5;the;492;453;533;472;[3623];0.4207;462.5;0.5;1;243.51430303538558;1;0.4207;16.4173;16.2656;16.34
6;6;forecast;552;454;667;472;[];0.0;463.0;0.5;1;119.20586471650464;0;;;;
7;7;is;687;453;712;472;[];0.0;462.5;0.5;1;84.39875699801273;0;;;;
8;8;not;732;454;772;472;[3624];0.3394;463.0;0.5;1;62.92736000000002;1;0.3394;18.0907;11.456;14.77
9;9;specified;792;453;923;477;[];0.0;465.0;2.0;1;62.60962052919346;0;;;;
10;10;accurately;942;453;1088;477;[3625, 3626];0.6794;465.0;0.0;1;183.15841390121722;2;0.3397;19.9854;19.2225;19.6
11;11;enough;1106;453;1192;477;[3627, 3628];0.7283;465.0;0.0;1;342.6882475119472;2;0.3641;17.8328;17.9183;17.88
12;12;in;1212;453;1237;472;[];0.0;462.5;2.5;1;448.19632995241005;0;;;;
13;13;the;417;552;458;571;[];0.0;561.5;99.0;2;310.7125973996059;0;;;;
14;14;request,,;479;553;589;576;[3629];0.4041;564.5;3.0;2;180.15200543654683;1;0.4041;17.4475;17.8216;17.63
15;15;when;610;552;667;571;[3630, 3632];0.7441;561.5;3.0;2;102.67258924761565;2;0.3721;17.3233;17.1425;17.23
16;16;is;687;552;712;571;[3631, 3633, 3637, 3639];1.6013;561.5;0.0;2;58.77731350452825;4;0.4003;16.4354;16.4902;16.46
17;17;tomorrow,?;732;553;863;571;[3634, 3635, 3636, 3638, 3640, 3641, 3642];2.6047;562.0;0.5;2;18.07263999999998;7;0.3721;14.9726;16.0033;15.49
