;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
945;946;616.4992;415.96928;0.40491;12.7674;10.0786;;;
946;947;290.9824;326.05184;0.33972;12.824;11.8957;have;2.0;20.04993259703381
947;948;382.1184;303.37024;0.27502;13.5946;12.1325;access;3.0;47.629759999999976
948;949;502.3104;317.56288;0.27515;13.3386;12.1893;specific;5.0;28.928707922311357
949;950;581.4272;319.67232;0.388;14.2555;11.8601;schedules;7.0;26.327679999999987
950;951;707.136;322.56;0.25885;11.342;10.5718;details.;9.0;23.439999999999998
951;952;895.3856000000001;321.96608;0.27502;13.3499;13.2145;can;12.0;29.258031340580672
952;953;955.136;305.39776;0.32324;12.4575;12.4618;check;13.0;40.602239999999995
953;954;863.3983999999999;318.39232;0.21033;12.9999;12.1703;However,;10.0;31.589816041604276
954;955;279.5392;428.31872;0.46887;13.8303;12.496;calendars;15.0;21.681280000000015
955;956;355.54560000000004;489.4208;0.11304;8.2901;12.441;event;17.0;19.420799999999986
956;957;499.6608;438.46656;0.67944;12.6966;11.7147;the;20.0;12.007101851554342
957;958;637.9008;443.87328;0.38794;12.6317;12.1684;if;24.0;11.812304542230514
958;959;750.0416;449.37216;0.27515;12.4091;12.1442;any;27.0;6.880516959182629
959;960;826.6751999999999;446.73024;0.14551;8.3453;6.5534;events;28.0;5.269760000000019
960;961;956.0192000000001;433.32608;0.35632;13.0971;12.6531;activities;30.0;17.67392000000001
961;962;833.7023999999999;452.9664;0.09668;9.5847;11.3359;events;28.0;0.0
962;963;278.13120000000004;537.62048;0.4693;13.2669;12.5844;impact;33.0;18.379519999999957
963;964;435.8144;547.85024;0.32336;12.5109;11.8816;As;36.0;8.149760000000015
964;965;504.1024;586.83392;0.09741;8.1107;12.4766;going;38.0;6.833920000000035
965;966;597.1712;549.81632;0.22632;12.0575;12.0058;the;40.0;5.183679999999981
966;967;571.7504;546.75456;0.51746;11.9942;11.4974;the;40.0;8.24544000000003
967;968;686.5024;568.5248;0.32355;11.805;12.4245;town,;43.0;0.0
968;969;580.3136;526.39744;0.46899;12.8951;11.9653;the;40.0;28.60256000000004
969;970;765.0176;552.93952;0.42041;11.8275;11.7659;would;45.0;2.060479999999984
970;971;825.6256000000001;548.62848;0.17792;7.1637;7.9168;depend;46.0;6.371520000000032
971;972;917.5423999999999;547.70688;0.3075;11.8474;11.8442;the;48.0;7.2931200000000445
972;973;424.4608;649.86112;0.37213;12.4464;12.2329;duration;51.0;10.138879999999972
973;974;564.0319999999999;660.71552;0.3075;13.9371;12.5842;events,;54.0;1.2844800000000305
974;975;700.48;649.48224;0.25861;12.8099;11.5436;the;58.0;10.517759999999953
975;976;798.1696;648.0896;0.33966;11.6979;11.8377;distance;59.0;12.61915973113896
978;979;625.9328;297.64608;0.27515;13.4526;12.5311;schedules;7.0;48.353920000000016
