;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
8;-0.28096982838248996;-0.16878989451394444;-0.13679711361135388;-0.09999999999999999;-0.08827348295047496;-0.08571428571428573;-0.05797710356524484;-0.04875619054378512;-0.04238632192411231;-0.041382044088453265;-0.03250550533625602;-0.02590347755762769;-0.02399444382256075;-0.0025311195779171253;0.014809894057575797;0.032732683535398856;0.03626066219775683;0.04038454227760177;0.04038464683352425;0.04153636446983341;0.06366249312775306;0.0808648611523301;0.08660595191718203;0.09882308777026974;0.10278174883163246;0.10740400525459488;0.1111844320181423;0.11193194997979915;0.1386048548082019;0.14244831632268734;0.1462490798709258;0.15438439659267406;0.1594009305437643;0.16296130367538172;0.16450380389257993;0.17282624076853764;0.17287535337515408;0.1753926712452938;0.18025042709670103;0.18202886021358142;0.19074229932777384;0.1948603577441838;0.195764920098162;0.1963334417643928;0.19761485921915842;0.19802921971252274;0.21043806798323705;0.21208532332104077;0.21224952510311929;0.220658143641293;0.22474040633671738;0.22969038551101187;0.23081469826947784;0.2380219817294504;0.238243400354657;0.24452967519743124;0.25223975489224515;0.2537102543330973;0.25403765584885035;0.2578936052381798;0.26199488462560055;0.2629184530242455;0.2646256372478953;0.26676411474836503;0.2697497877775403;0.26980792875198284;0.2717744965673993;0.2720703015620391;0.2737564240614365;0.27533366183038216;0.2790905795668011;0.2886284271630947;0.29110879484148056;0.3105319715065473;0.32592706321459586;0.3274064195219424;0.32900147930084683;0.3328285705749789;0.3376360214809313;0.34600461342560207;0.34853989174060107;0.3488775626069441;0.34920841366091;0.3513482713423918;0.3526460113748811;0.35819425779611963;0.3621974386759227;0.37879765790655895;0.3847597470300778;0.39999999999999997;0.40758506727473504;0.42316040542667754;0.42931400278942816;0.4803021024135155;0.48571428571428577;0.48735081970966343;0.6050357057731746;0.7181848464596079;0.8660254037844387;0.9271050693011065
1;-0.07514875003557864;-0.05506673236607644;-0.04598004898717029;-0.03706246583305506;-0.02686964574293379;-0.009796691076632794;-0.008417549427466949;0.019761123660672994;0.02364027144223251;0.03603749850782236;0.04515313872687018;0.0512989176042577;0.05890801143796941;0.06338510042339282;0.08573684248300713;0.09882224792340716;0.10027951404454068;0.1007113877568853;0.10259783520851543;0.10469102635230154;0.11429587437057107;0.11498094180309158;0.11595420713048968;0.1264439931989155;0.12722972433581287;0.13029710073652523;0.13409342124587884;0.13550753961695716;0.15142470277943337;0.15509448808454404;0.15583896282605594;0.1588268811350894;0.1603503997882472;0.16114163325046063;0.1793447933612319;0.18155614458799718;0.18645160399427932;0.1942024846844796;0.1956816362887213;0.1971973344423513;0.1989535759452021;0.20452144679167972;0.20834068883699197;0.21103363412230342;0.21632675384349556;0.2218574634414747;0.22258603063447915;0.230012414715913;0.23292984183798318;0.2358262799712555;0.24805615728326402;0.25533426726791153;0.2571428571428572;0.26491243770779027;0.26869143038633586;0.26986511566571103;0.2712100920674952;0.2823923690834695;0.2969103385372328;0.3;0.30518866724980376;0.3063761025654624;0.32010135739068224;0.3216036783256924;0.32490438049668424;0.3249135666852355;0.32604637815844517;0.33115410398740225;0.33714750810567906;0.3408339852568121;0.35162109223339966;0.35191211478952383;0.3605608291991788;0.3622951525888338;0.36405678822770754;0.36642313066903026;0.37266041231110925;0.37649487382736857;0.3799775864256585;0.37999743370339584;0.384029877838883;0.39044125828281295;0.39481376287303166;0.39960621091996323;0.4003854579339608;0.40581013329223725;0.4149581388530457;0.4153518311907488;0.4170327569516246;0.4741520738471195;0.4806730756837362;0.48571428571428577;0.5001363079622094;0.5028661774070023;0.5565610349842258;0.5786897281860545;0.6179143806533246;0.7181848464596079;0.8295150620062534;0.8660254037844387
6;-0.20679379368951262;-0.14147880996307466;-0.133727860715607;-0.12613124477737825;-0.12255589175822242;-0.05824120670226641;-0.04653303091207164;-0.02564945880212885;-0.018392019594868116;-0.01464923938640551;-0.0088514828012707;-0.004421006467205074;0.004378755989429796;0.013791148725365888;0.01564484450677856;0.019877684913534418;0.02490419995751552;0.025192514435918228;0.028571428571428574;0.031043065519104983;0.04219747362848611;0.043516960135550335;0.05116535885320744;0.07910913326748638;0.09862586356759122;0.09954764314190495;0.10077219215503339;0.10453653142972313;0.11178384980211695;0.1122301679686286;0.11480399429744799;0.11581487872915447;0.11809560612697695;0.12148238769452145;0.12924161734041284;0.1305839845827951;0.13105926927825481;0.13622152640530064;0.13723206115466607;0.13788820796114817;0.14002314623476178;0.15598034244800504;0.15695380842455212;0.15975951594567112;0.1603636566467879;0.16912592598375834;0.17498315927697997;0.17581374465065241;0.1764602185036348;0.1827415962834394;0.1963334417643928;0.1995410304828692;0.2125265131843171;0.21400719800004725;0.22226090298317094;0.2241349327457354;0.2246602100823557;0.22673702677753696;0.2282637141478751;0.22874198282327626;0.22935372123694595;0.23323587532401063;0.23558548284194392;0.23661640908927598;0.2447982999313206;0.25011124199522383;0.25330096595572377;0.2551903741900331;0.26181595045425654;0.26277173086881367;0.26677593343240796;0.2725098225303584;0.278638002545715;0.2806091212046393;0.28977785554443897;0.29223023577231455;0.2934061079271651;0.30005796316174493;0.3070782691973662;0.30865409858583137;0.31266467142486165;0.3148604381335109;0.3188740696088466;0.35909242322980395;0.3620048267632021;0.36656198320531375;0.37025503895793765;0.37199084205633476;0.3760110309804816;0.38546712656253507;0.4032500166669144;0.4251784516772845;0.44136741475237473;0.44250920329921145;0.45077102002444164;0.48571428571428577;0.6588964510942287;0.7;0.7563225565351133;0.8660254037844387
30;-0.22237479499833038;-0.1978305635849917;-0.139361034877715;-0.13890289338842926;-0.11969747440993464;-0.11030055424970632;-0.09999999999999999;-0.08439494725697222;-0.07356807837947246;-0.06803065315233618;-0.05574064551757331;-0.05152062670820264;-0.036343972162599464;-0.0343926388860513;-0.025458753860865782;-0.02336688972712937;-0.021618310901489628;-0.016795009623945485;0.0;0.015438737130591382;0.018582137415351568;0.0275304671227276;0.028571428571428574;0.04474541276698572;0.05402463763560154;0.0626590540187791;0.08754766273658285;0.094732004251286;0.0960141074206026;0.10082355513404039;0.10264738204745534;0.10673430878691012;0.11204291235133897;0.11241468754504433;0.12169837199355746;0.13122591403993694;0.13163589562790123;0.13612134569286377;0.1394843080826763;0.14169075257694058;0.1435679130535211;0.14762598179363773;0.1535496831803865;0.15786232461242505;0.17786654612776026;0.1827262259161487;0.18420474677926119;0.1848608628735378;0.1902395516302985;0.1925522168324076;0.2017957159720416;0.20291986247835694;0.20519567041703085;0.20672012635818945;0.21919189342163006;0.22266161810572763;0.2238710679489601;0.22797290587202507;0.23890465268748476;0.2407647704455321;0.24461666228215787;0.2461171161446297;0.24617810315516198;0.24776596241019846;0.2500218300332128;0.2566035160430722;0.25744580942663314;0.2593440355572471;0.26134352102942865;0.2649322945325722;0.2649616545135788;0.2715450841612673;0.27173678041506066;0.27502290595531836;0.2756230800513263;0.2833758807637431;0.2834212207274143;0.28997919696162683;0.29018722162632254;0.2929263401961203;0.31743740267549303;0.3241264510480885;0.3255506157903387;0.3340227720706234;0.33871943792713405;0.3440837448418557;0.3547696698607811;0.3610390264277858;0.39164538739620475;0.4057062086533161;0.4197066865232131;0.4340057867824026;0.44160543119155626;0.48571428571428577;0.5004579320876142;0.5165084604446727;0.6179143806533246;0.6912128982868612;0.8539125638299666;0.8660254037844387
21;-0.1146356899800559;-0.09999999999999999;-0.08414307874873683;-0.06751595780557776;-0.050917507721731564;-0.04800426723563986;-0.04274909800354809;-0.0417771638340571;0.004598004898717029;0.011947717208570028;0.02208130618154038;0.027732973356297725;0.028571428571428574;0.04547594313329628;0.049547240460065166;0.05056600891979719;0.07385824162273087;0.07459083867783478;0.07779133687471372;0.09578181337508954;0.10034546828416825;0.10633327209787448;0.10705555320384526;0.12304862358181685;0.1247184973926322;0.12500406217849314;0.14172688421950813;0.1453211184568491;0.16664069637938858;0.1728403802297835;0.17348473079095786;0.1751340297455695;0.17577263710313873;0.18157129359327964;0.18623018980221018;0.19273520224318916;0.19340057500877778;0.1954700174055633;0.20602881292269662;0.21190015218602318;0.2300688779539222;0.23123348864528281;0.23190841426097936;0.23738637262309129;0.23828558047482665;0.24020134175192484;0.2413791143214006;0.24524429845181853;0.2567362891098768;0.25697808437502334;0.26852689598636853;0.2729370531955849;0.27642455694619456;0.27732949213261865;0.28129368802698795;0.28273941669795066;0.28393871921756286;0.286225523318444;0.3;0.3053521955662298;0.3082047509689822;0.3082918448685711;0.3160836162758601;0.32548616101384303;0.3285869381330393;0.3287282811895474;0.33446079047540817;0.3373263265633543;0.34481173110972074;0.34634659006659463;0.3478748253137463;0.35026589082794385;0.3507975040998084;0.35558206883857224;0.3572173225501699;0.36726810949993083;0.3753602037006009;0.3765643639414495;0.37953852708417696;0.3858675391036517;0.39067187565973566;0.3982012623709932;0.39845699175091653;0.40160438305424795;0.4102709571583836;0.41633712266146344;0.4303267949878693;0.4304802532977497;0.43136758793611224;0.43246278121621873;0.4405334339957059;0.44136741475237473;0.44905963342114935;0.4603102464124596;0.48571428571428577;0.5000892728458345;0.5642880936468347;0.5996496312410691;0.8539125638299666;0.8660254037844387
26;-0.14824986333222023;-0.08571428571428573;-0.08512450222117934;-0.06182840223353118;-0.04598004898717029;-0.00608816468024339;0.0004980237784061735;0.005944165991521999;0.007253720201421729;0.014330122357702363;0.01835557745535881;0.027576991110922832;0.04819997865556396;0.05043468896721709;0.05898264138247499;0.06881874736655406;0.07273132732680666;0.07321710551400551;0.07872439958939381;0.07985811517302747;0.08279321035561062;0.08288584225940315;0.09423059864773747;0.09951357233775536;0.09999999999999999;0.10166924062957308;0.1025978352085154;0.11595420713048968;0.11896192674132751;0.11917634181542597;0.1390389104186245;0.14874946564577965;0.15279233367346154;0.1610285314952118;0.16159470137207435;0.16160600452060703;0.1685777042466031;0.16858189702949397;0.17066028010431553;0.18042766234429225;0.19806608567301065;0.19885273985636862;0.20421044202923214;0.21089352230495736;0.21487624381667358;0.21953316464522687;0.22585208059289724;0.22660751640425494;0.22697089462414025;0.2278969764928811;0.23112968619303906;0.23578974213398932;0.2372463492023541;0.23813540912334039;0.23819858330177246;0.2457485874321385;0.24901887163333278;0.25213587788698405;0.2528392676549157;0.25827026868048447;0.2590675893804805;0.26591277651399153;0.26720076644044627;0.2747571191674228;0.2839054284439161;0.2840154494759661;0.28425154629263827;0.2938010182701588;0.2964898090530536;0.2965679295616834;0.3149655827789945;0.3163824063816057;0.32056526278553427;0.3271533546077422;0.3300044000880019;0.330608280048426;0.3324596863338215;0.3483817134921429;0.3557163901410575;0.3581002198791116;0.36814876303744937;0.3716530759072336;0.3858986133888019;0.3926082346825317;0.3970823616991027;0.39857826626070614;0.39999999999999997;0.4087262038134957;0.42272334281928353;0.4265772379220782;0.4449342413923315;0.48753377925081737;0.5276386090872515;0.5522283573633789;0.6179143806533246;0.6355567947884386;0.6571428571428573;0.6668859288553503;0.7563225565351133;0.8660254037844387
28;-0.15483512643770364;-0.14824986333222023;-0.14193677684575948;-0.13777899577987823;-0.13612576751926014;-0.12729376930432892;-0.1086239930729863;-0.10678308588064103;-0.09999999999999999;-0.08102863574860236;-0.049511608879118534;-0.04521124032111178;-0.03375797890278888;-0.03195383138631945;-0.028571428571428574;-0.02564945880212885;-0.009029644449963783;-0.006334211813989354;0.0;0.01379401469615109;0.013954419111141344;0.02443974475524169;0.02752279660652142;0.042432279602002174;0.04778504557352269;0.05129891760425771;0.05971866734844121;0.06761579689544772;0.07136003901523871;0.08445195161825529;0.08566816335427896;0.08602985840300745;0.08882574970172291;0.10138438755811414;0.10682595116317538;0.10913582362335204;0.11138088593201763;0.11263833222743748;0.12426190427587636;0.12563588507641615;0.12787534820496102;0.1313260964727108;0.14211194232775912;0.1422452308693869;0.14972794166074538;0.15475268675032078;0.16276149828055425;0.16646579173129958;0.17079123372049068;0.18324046689500026;0.18524513581510743;0.18568227162261308;0.18896917895934418;0.18982521681174494;0.18992489691609898;0.1920920112750875;0.19340397295078682;0.1960944923270174;0.2019403991172886;0.21418048766214123;0.2190303666026016;0.22225869611983282;0.22792319794602026;0.2285368337188892;0.24116255415456925;0.24366639292344938;0.24615829783866278;0.24933387289520118;0.2572305959829043;0.25776205411711844;0.2617551886849395;0.26292262175577835;0.27257680331628487;0.2736172622136349;0.2778078178569914;0.28461152935209716;0.2870516811924322;0.3;0.30062281961746756;0.3033102977505811;0.30646651065969194;0.3223604845250058;0.32270692963213304;0.3237152048543372;0.32963378272397914;0.3328056906403896;0.35909242322980395;0.36223487164645424;0.37703799319092113;0.3924890056956134;0.4058397249567139;0.40915847329647886;0.4285714285714286;0.44133921789546926;0.44787751648266616;0.5547683464035373;0.5855400437691199;0.6179143806533246;0.7468690017852838;0.8660254037844387
13;-0.2090415523165725;-0.11118739749916519;-0.09999999999999999;-0.08571428571428573;-0.07694837640638655;-0.07262025186503358;-0.030453118431830878;-0.020314390972002314;-0.008126680004967404;-0.00479888876451215;0.005823461868058895;0.01379401469615109;0.02689358871151824;0.026984558288384215;0.029200142677343527;0.04365072376962828;0.04897158849271434;0.06718003849578194;0.07118167923627951;0.09442205956997432;0.10460780614057474;0.10896206689994442;0.1094086788003322;0.10985547234794554;0.11576691092703756;0.12757332643926242;0.1432848648115014;0.1474530317149283;0.14759402035169863;0.15433039139190088;0.16116714584064815;0.1672219365527199;0.16946573429531214;0.17315624837519827;0.17615570431932495;0.17950831646364046;0.18098606027572414;0.188352418358125;0.19203354185717356;0.19273520224318916;0.19645794822482743;0.20291986247835694;0.20605468819432315;0.2084859487341981;0.21056104499987863;0.21106288409957683;0.21195494349959812;0.2190124937410871;0.22359368606860744;0.22419893990637332;0.2288812163768373;0.22954388734540374;0.23322998490715094;0.2332766557762503;0.23489772509845575;0.2356099252153705;0.23621329848415842;0.2392995927097225;0.24092487642965899;0.2423365279430207;0.24597557846128615;0.24723461000421618;0.24991380239017683;0.2522624895547565;0.2600429858645576;0.2649053904855027;0.2664454285847842;0.2687971932060685;0.28103834492081436;0.29747530378373604;0.3018387709058626;0.3021585707056047;0.30657790251603084;0.31004752826926135;0.31558360867874347;0.32198126319119785;0.3226435051435528;0.32422553384948677;0.32928382715064064;0.3334551434354563;0.3384124856066085;0.35052007117144157;0.3505435825248213;0.38028094002301777;0.3826186461378975;0.3858291812842099;0.39999999999999997;0.40934134018597035;0.4128589512106576;0.41339313391907356;0.4199898894156039;0.4250392507589834;0.44136741475237473;0.45002578107186647;0.45133935123146934;0.5960589148863322;0.6;0.7075275528876865;0.8207826816681234;0.8660254037844387
14;-0.18531232916527532;-0.17099639201419237;-0.12848904218751167;-0.09999999999999999;-0.08388589246044799;-0.08277010290645975;-0.07404308448970302;-0.06541643105308668;-0.044606210434030166;-0.028571428571428574;-0.024773620230032583;-0.015616452909751909;-0.0017845731454174797;0.01241902966681319;0.01801874925391118;0.024405599283410462;0.04264913804617278;0.05848716480158786;0.06253410897404428;0.06489646211521231;0.08602009664213763;0.08874400146973663;0.1129394091014253;0.11656448959471534;0.11887917839307913;0.1279921110503866;0.13334214206279385;0.1355570240358328;0.14098762296929496;0.14607815363352972;0.14760837792012327;0.15046547852647743;0.1523454817620468;0.16016927213792825;0.1657317022685606;0.1674696328606586;0.1773212946987611;0.18079689915843922;0.1826377502174771;0.18973115145514796;0.1898935361790821;0.19661142480227348;0.20171827937849648;0.20266621995255407;0.20275890363817656;0.20291986247835694;0.2030288009367433;0.20910770725917532;0.214015593277386;0.21795771207200676;0.21814910103168442;0.22199061752133264;0.22401991376631933;0.22945528914347843;0.23174718376110448;0.23254494017498686;0.23324921343205116;0.23587424625343797;0.24230513204234208;0.24693705216571632;0.24802322572490368;0.24818291549849017;0.24879557208293568;0.25380030645721763;0.25741416097929426;0.26913539795772395;0.272886380787817;0.27346490461519507;0.28023158983243474;0.283085939939544;0.2834459192908721;0.28479572835813793;0.28797754329056513;0.2893260345924133;0.2933203041175274;0.29486095710892607;0.3;0.3030793145843931;0.3106044357654574;0.3145204089998182;0.32222216674563753;0.33494791071260593;0.3411451010812372;0.34809125460171875;0.3627620197534978;0.37118154122435915;0.37453829297043106;0.3851296951781381;0.38800583463125193;0.3920756455518944;0.3920998509604283;0.40467206233013575;0.4187154763998452;0.428977908085671;0.44136741475237473;0.48571428571428577;0.6014449894184376;0.6668859288553503;0.8295150620062534;0.8660254037844387
7;-0.28996086289072964;-0.2594372608313854;-0.10969284536925483;-0.09999999999999999;-0.09616571339211429;-0.06751595780557776;-0.0401143233552762;-0.03437016191833639;-0.032887430413968265;-0.021721285986739204;-0.01379401469615109;-0.006869553327352065;0.0;0.01464539694672612;0.017099639201419235;0.04043243057616505;0.05098729695444006;0.06868490051451033;0.0914270218256153;0.09274260335029677;0.10322411597056516;0.11111093323178109;0.11788209409749291;0.12649472182472046;0.12855826344368926;0.13187192005950504;0.13514853070826047;0.16088133225699391;0.16792915331996217;0.17595605739476192;0.1760747841296401;0.17886982228188758;0.18117704133076803;0.1831239281328309;0.18465584690496306;0.184797263598101;0.1858389114746841;0.18928137133001996;0.1969330056025454;0.20191135200894694;0.20470510450393198;0.20501941148009428;0.20706896364970492;0.2072565188586355;0.21406200145800774;0.22110663691222798;0.22147332970244826;0.22296258207029324;0.22988938277474946;0.23162945848682204;0.23190841426097936;0.23592894072784146;0.23841439183268848;0.24268823991351257;0.24407653436905236;0.24443416289942851;0.2446449728147082;0.246545215964302;0.2545169228485535;0.25653473274131533;0.25726118691703215;0.2589311419186997;0.2606902465918315;0.26130767821502016;0.26613576026489116;0.27114509798743547;0.2738762759056186;0.2771369247132895;0.29231606959778106;0.29369768663006296;0.2941578127439736;0.30067067563573513;0.3051975846876054;0.3061459612852819;0.31130957983348323;0.31176288528226465;0.31613192615659474;0.3206360377065331;0.3283703846354639;0.33615883378763567;0.35198744073851007;0.35802108246192477;0.35825165943300535;0.36351746543104735;0.3684766761320145;0.38076628881947366;0.38192155890062324;0.38501638166124325;0.39202116988765145;0.39999999999999997;0.43404579251335096;0.43599036006181696;0.44682887661616477;0.4470475089792762;0.5277825766418692;0.5642880936468347;0.637352152965807;0.7142857142857143;0.8539125638299666;0.8660254037844387
