;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
10;-0.4058297447960623;-0.3834783093727537;-0.3591420236756545;-0.3336985159036567;-0.3335621924974956;-0.31805989025747733;-0.30392243828239807;-0.3;-0.2900038667440017;-0.28700998574361997;-0.2852666460736936;-0.2654984331204574;-0.26127195757973;-0.254860067001552;-0.23969186513273844;-0.2238869067835888;-0.21890644400526216;-0.20190719321621575;-0.19355532551339744;-0.18775503552113226;-0.18080553570469707;-0.179738173921358;-0.1693887086744515;-0.16437045128867156;-0.16426218979936782;-0.16144221537029999;-0.15867924994213622;-0.15806425692173987;-0.1579160657957744;-0.15664663269189177;-0.1544160332436422;-0.14432380422122004;-0.13066031577628057;-0.1287132766085145;-0.11582630758734924;-0.11319378922328945;-0.1044537335121476;-0.10408788768148927;-0.10259783520851543;-0.09689750238305081;-0.09098329806581827;-0.08673243536062925;-0.08253666701055483;-0.08185091124051085;-0.08176145306714958;-0.06949920517637956;-0.06641948109721361;-0.05563656380002519;-0.04952821222724746;-0.048918914569411005;-0.044722541781976835;-0.04322322642263193;-0.03866348531395016;-0.030917288463149048;-0.020829044618384102;-0.012653368528041274;-0.010434514352417629;-0.004348986510732249;0.004386968949870878;0.018210302213963157;0.022390553775994956;0.028571428571428574;0.02898855178262242;0.02976492844874734;0.030967025287540726;0.03569742700529126;0.0434813109765879;0.05587375935313691;0.056193965676497995;0.05968115964214112;0.06726188559865694;0.08405994006130742;0.08824257441814187;0.10419429642693276;0.10702649221505904;0.11541663826629574;0.11873982451702376;0.11969747440993464;0.12342348365587548;0.12828972611388992;0.13399549507375622;0.1538967528127731;0.16070150051230142;0.1665342240585865;0.178524957684008;0.20366969659601544;0.2104399078389615;0.21836072098275383;0.23381746808443502;0.24693705216571632;0.26452093675381044;0.29346020722909066;0.3439247933806337;0.37062465833055064;0.48571428571428577;0.4879500364742666;0.49999999999999994;0.5601517513389629;0.5839466221370627;0.6179143806533246;0.8660254037844387
7;-0.3652853406245193;-0.36037498507822363;-0.33828229559174977;-0.3046044946274101;-0.28988551782622424;-0.25533173219642374;-0.2527044802568422;-0.20116073889220507;-0.18780783993636896;-0.181848241863327;-0.1652001970982293;-0.1611802422625029;-0.15201812240302812;-0.15189351542135576;-0.14989922777395354;-0.13905141721149758;-0.12433840715161572;-0.12267757182441294;-0.11946707292706564;-0.10861861441977011;-0.10683253341595284;-0.10643204639465982;-0.09263143349805687;-0.09253428902293785;-0.08765218499948654;-0.0862217486872037;-0.08345367277776027;-0.08208422948672336;-0.05650670724960618;-0.05129891760425771;-0.04726894686043379;-0.0458710348365017;-0.04058300614016986;-0.03654282122130863;-0.03198061502151925;-0.024773620230032583;-0.007815840643768444;-0.003298269480269003;-0.00044814650669703206;0.0;0.0006088068644279953;0.002249987684017609;0.012223625070428653;0.01652753404894045;0.02564945880212885;0.03537805601565932;0.04303496120861471;0.04381942349720029;0.04404654794750001;0.045485941217082264;0.048136368975257894;0.04952110950895389;0.05156076246585402;0.05788107209531109;0.058478759966606474;0.06518541264291917;0.07132695445231169;0.07257942720904532;0.07999905760906469;0.09292538249335008;0.09440586233651661;0.09999999999999999;0.09999999999999999;0.10454899900421111;0.10801331335967154;0.11150334688481045;0.11919130673952194;0.13354173803768854;0.13358870105287246;0.13683271274103057;0.1381911868409693;0.13866851559253415;0.14018633021722798;0.15105482782737478;0.1541973972254292;0.15715441847403067;0.16212863497251162;0.1622256388489387;0.17606992510101904;0.19682942142292897;0.2051623160641093;0.21376874279832037;0.21843378339849662;0.21870731296454465;0.2360817453487509;0.23792475099178503;0.2535372322540781;0.2642357532040091;0.26482044885142486;0.26788465629570035;0.2770806414129822;0.2913246497599668;0.3110762124600688;0.3142857142857143;0.3170139882750611;0.32768841046624675;0.44474958999666075;0.4552024849729859;0.5386386348447059;0.549379602274752;0.6099375455928333
0;0.02273157835821545;0.030334942276343157;0.06638814624358162;0.07064861187535261;0.09378365487632294;0.09432852546014796;0.09999999999999999;0.11308870692060408;0.1273934327391151;0.1516746249282727;0.1618756170371555;0.16952012174881853;0.18531232916527532;0.2;0.2040596935012772;0.20519567041703085;0.21077718991883612;0.22930596377507023;0.2522624895547565;0.2590337663459229;0.25917372505773967;0.26017417204284254;0.2679125797667305;0.2785425546582084;0.27993625187962917;0.2836662721826771;0.2857396859264277;0.29734225835949457;0.2993734752679399;0.2995648960921951;0.3;0.30253973204031914;0.3065521634889959;0.3177671392835467;0.3179647809669185;0.3259380017058646;0.3304205181778082;0.34099401542392865;0.34266666351856745;0.34556122364921005;0.35591076026584056;0.35602037824979027;0.36101731487146205;0.3660603475929249;0.3714991476483816;0.3748065742122752;0.3785166493051126;0.38057700667306;0.38063941419191427;0.389640314363086;0.3944751951194998;0.4034016543244408;0.4054161890676395;0.4068135960244218;0.4076404919081497;0.40876473379553757;0.41000546677600236;0.4103913408340616;0.4142971766718537;0.4158384778272343;0.42272336758569196;0.4283539845354463;0.44780233095275845;0.4566467000850653;0.45862162671228046;0.4593499652303438;0.4688211985118642;0.47647556810892283;0.47973240093715697;0.48053037769619145;0.48442392702804354;0.49263143131385234;0.493541564400518;0.512439263551473;0.5129891760425771;0.5200003101442902;0.5296408977028497;0.5296949958618529;0.5337252484968258;0.5367450401216933;0.5379665731498925;0.5421594836893326;0.5445899572544374;0.5529908278837969;0.5622133509272815;0.5656167061661318;0.5686157147927748;0.5689677814983956;0.5802687402327882;0.5929994533288809;0.5991169092550971;0.6141740418090204;0.615647440197719;0.6377481392176932;0.6378871894173391;0.6624871674489655;0.6995244745598714;0.7125601386170971;0.727697664501955;0.8660254037844387;0.8857142857142858
17;-0.30631873731649006;-0.20191135200894694;-0.18015396028214914;-0.17528572645112803;-0.15052186180462276;-0.12534550503631103;-0.12301931268268752;-0.11969747440993464;-0.11595420713048968;-0.08666782224533384;-0.0799802912662684;-0.07374405801741593;-0.07289915447560999;-0.06587485163306137;-0.06385834390404561;-0.0512989176042577;-0.04225052580037501;-0.012120864011430775;-0.010117934310815193;-0.004801121673049542;0.020410638917245382;0.028903844588285797;0.03088220623454679;0.03448385044419957;0.03586444507790322;0.03716778229493682;0.046226331412097636;0.04896256700862686;0.04921437868779398;0.0538635431349196;0.06171977216010837;0.06772233337472837;0.0736493337113794;0.07961085787020429;0.08827348295047496;0.09728637801587452;0.09861825746004318;0.10211566586427244;0.10339689684475631;0.1139194301324388;0.11485805648415735;0.11808336818770333;0.12173600077820568;0.13533092729831464;0.14004297229384186;0.1405642192521021;0.14599927901768628;0.14698230115084182;0.15100818801779922;0.1521408518301411;0.15246767752511292;0.15287361569504887;0.1549865932660349;0.1596339544901963;0.17388872411778966;0.1739658889365175;0.17760743428140552;0.18232857402150227;0.18353232051432258;0.18691720733752726;0.19222370948303535;0.19930650428925148;0.20105699176539094;0.2011232873457368;0.2051878220113483;0.21532861104280723;0.22093632278114636;0.22233866722354012;0.22311325432314755;0.23242067757845317;0.23407044884514308;0.234801953875062;0.2431614712152249;0.2448168288753457;0.24630009113288895;0.24810272753842427;0.25346286347293906;0.253895500295383;0.26132063155256113;0.2641105678965339;0.26414170940275183;0.2652270368447432;0.2671018258161621;0.2955501906176768;0.3;0.3;0.30779350562554625;0.3156501299204565;0.3415650255319867;0.34657039720235994;0.34683068322045607;0.36458406034031965;0.38393548310066633;0.4128617122987178;0.4167074444710838;0.4285714285714286;0.44474958999666075;0.500653642571864;0.6714639583358081;0.6897007348075543;0.8660254037844387
19;-0.15391844415236905;-0.15389675281277312;-0.14824986333222023;-0.1468446196428705;-0.1351266046849474;-0.1201395004960844;-0.0697212729309942;-0.05797710356524484;-0.04881140367600368;-0.03277779265309537;-0.031661323530528786;-0.022939434283657394;-0.020311475914163876;0.0015707328347691367;0.010974479014376266;0.011560913271422195;0.023113165706048818;0.03464247449497861;0.03603749850782236;0.05000314879875336;0.0573975496062266;0.06272063262270587;0.06657350118979909;0.07151789058407386;0.07200096001920044;0.07214695657762218;0.07345978188745923;0.07694837640638655;0.07857154683695174;0.08555331548249087;0.08571428571428573;0.0869028770226674;0.09398613683721854;0.09408003059019515;0.09862826781994294;0.09985112019334162;0.09999999999999999;0.10112054709112103;0.10358894590848411;0.10565869970398765;0.10759333523370967;0.11088326766972305;0.11179314432605557;0.11195276887997478;0.12021045962355648;0.12198750911856665;0.12382290364868921;0.12739336330340312;0.1408035546548249;0.1456729498889868;0.15140619692990415;0.155742906138282;0.1585367667189445;0.15968775748951786;0.16194828467452385;0.1627241299271317;0.16330371122035198;0.17157185964201135;0.18284835914022493;0.18459536701453763;0.1932545878919846;0.21032421011068567;0.2176857856977542;0.22792692737180856;0.2350034960723255;0.23602709057934693;0.2369659466421919;0.2427762596371014;0.2448753872330817;0.24888646969072553;0.26185968904894974;0.26974326056537373;0.2730727255701169;0.27425892177407735;0.2745767665713702;0.28214404682341737;0.2840604992354527;0.2866507162237438;0.28870756364143463;0.297283442760391;0.3;0.3007308792917199;0.3080113989014606;0.3395422592846569;0.3447119677087315;0.34944837230249426;0.3560029269639158;0.36937775499690356;0.37104910366113913;0.38075408676026656;0.4034004023357793;0.40518079783128563;0.4144879951714707;0.43727096896751577;0.44136741475237473;0.4522819747421272;0.5242445877915934;0.5439575877485006;0.5929994533288809;0.6;0.8660254037844387
9;-0.3832895468984551;-0.3459323330554014;-0.34376395248104535;-0.3306430933945952;-0.3119850258590352;-0.2882403261355051;-0.2705002360103515;-0.26799366924304685;-0.2667250521044928;-0.2594372608313854;-0.25458753860865785;-0.2508977783418943;-0.2251417151499835;-0.22430934270424452;-0.2219709742699393;-0.2045961236304395;-0.20291986247835694;-0.2017474612851723;-0.19947577713234824;-0.19517808352905175;-0.18068939717481458;-0.16669824129357994;-0.16399287751082622;-0.16259029281489779;-0.14219241372792799;-0.13243659849926376;-0.12875208281718944;-0.12793085517499017;-0.1200904781981559;-0.1125310368407028;-0.11051951316801385;-0.1104861829945032;-0.10660509122201772;-0.10618483274367255;-0.10523909992953216;-0.10227313427760415;-0.09655624925261383;-0.09587522970523531;-0.09161990559008393;-0.09009374626955591;-0.07723329574144347;-0.0771787545757651;-0.07667855122780316;-0.0663209736163104;-0.06476885913288642;-0.06343990236531905;-0.05911366695876809;-0.03301771367534398;-0.031865621933328654;-0.02712973731628584;-0.025703027582507296;-0.025333671117866816;-0.012114511427135044;-0.007111743294168867;-0.003926254701585845;-0.0037764334492695504;0.002810986247792971;0.005605550251406486;0.027779310934368324;0.05119927821068552;0.05240776834766389;0.05388621282492918;0.060945961618756934;0.06555579873204082;0.07025451037333232;0.07411866148021909;0.07424985326781895;0.08227776202516424;0.08549819600709618;0.08571428571428573;0.08979860209197905;0.09637757339295326;0.09825675792269103;0.09942237625649641;0.09999999999999999;0.09999999999999999;0.10528788597763848;0.1146356899800559;0.11969747440993464;0.13698697784375502;0.14664576615238956;0.1475238480785634;0.14993299097080082;0.16428136119499742;0.1676928973348406;0.17860155684250523;0.17886995229438346;0.1851594704518285;0.19221611882625889;0.20757184226005204;0.21896887791162173;0.23431334276186885;0.3239635932094167;0.37062465833055064;0.3903600291794133;0.4103913408340617;0.48654206606685557;0.5296408977028497;0.5425645780486095;0.7714285714285715;0.8660254037844387
22;-0.4164324738670188;-0.34734834751735544;-0.3411462882082289;-0.2776880393368042;-0.2748782460845989;-0.2594372608313854;-0.25471505044123205;-0.2513102274047152;-0.22072291936439825;-0.20484785805011382;-0.17109112496964501;-0.16028606114691507;-0.15586849994999669;-0.1534834438794418;-0.14285714285714288;-0.1328781804078053;-0.12490495831859624;-0.12419785020323366;-0.12390886206348702;-0.10567557579637805;-0.10345994288252826;-0.10058036944610253;-0.10022567689584787;-0.09999999999999999;-0.08916263390349165;-0.07816233495738885;-0.07667266504097917;-0.07281848026238574;-0.06733182371976106;-0.059467870010641126;-0.058415954964070115;-0.05797710356524484;-0.055490226313287476;-0.03704581378306506;-0.031061800300017615;-0.030449705105355378;-0.03011817537907875;-0.02948285569818278;-0.016050929432818325;-0.004241758795946327;-0.0013290551658558575;0.0;0.0;0.0006248161163397775;0.0009012301173931252;0.002666903735313325;0.0032247562939366967;0.009391062917175869;0.00981457472830398;0.01972319017924918;0.03419164042477505;0.03721493875535383;0.04264308022351535;0.04494544962746884;0.053488545131543504;0.05394620704943807;0.05411455422833589;0.05442827192945296;0.0580321324554172;0.06770945345390857;0.07883627438223889;0.08428340652421538;0.09765121791246016;0.10333471113866727;0.10948174529611197;0.11213647737893184;0.1199852728783631;0.12134512929153984;0.12548224787465048;0.14345598836684406;0.14420960816785716;0.15098648407003612;0.15175792949976186;0.1518199286360434;0.15939729520740883;0.1696409936018357;0.17078251276599335;0.17584404888351216;0.17654696590094993;0.18242679920154434;0.18399411095306667;0.2065905549556285;0.20778730395863843;0.22657369110258482;0.2534358146956276;0.262110456400299;0.27334184966141506;0.2803365183624444;0.30388495553549333;0.3736567169404888;0.37702613831723986;0.383991113565505;0.3891776757934391;0.39329170163264243;0.39901390482680565;0.4552024849729859;0.48181205582971587;0.48295134971211856;0.7714285714285715;0.8660254037844387;0.8720815992723809
23;-0.36656431161842157;-0.3527855892148543;-0.3207007995764944;-0.3;-0.27612282008106126;-0.25998287995157393;-0.2370593185213386;-0.22565227142707364;-0.18796841112968163;-0.18531232916527532;-0.15389675281277312;-0.15230157500004352;-0.15079035213783712;-0.14202672323999638;-0.10221140131107627;-0.08700986834464797;-0.08586466823022491;-0.07238738710136168;-0.07111743294168868;-0.06506850301437624;-0.061840005152514275;-0.05828510479716589;-0.03481571222887559;-0.02942222647326416;-0.019869192943191824;-0.005045241718714838;-0.0019383218283416071;0.006521550168482421;0.0076017759823284415;0.012513694346387126;0.018466089573519497;0.02898855178262242;0.031991447920184025;0.04006123287098487;0.04720293116825831;0.052742946959642725;0.05923256782901091;0.060772791750284445;0.07013197385781558;0.07066353999816419;0.072308768022254;0.07902294217288579;0.08069357765869634;0.08071940251611812;0.08549819600709618;0.09258813415253801;0.11131044402624447;0.11266816891893401;0.11581411557420575;0.12812204834794694;0.13364073259344403;0.13691396880183512;0.15300999971905688;0.1592341985349456;0.16274790380004597;0.16908341324891404;0.1705926178235942;0.17213495242208693;0.1730300682862038;0.18194299677592535;0.182305272552332;0.185246609101115;0.19015818379571467;0.1931214286729064;0.19613525300710694;0.19663703520696985;0.20194427080793412;0.20484555293372694;0.20489133300686732;0.20544642967565147;0.2084279777569352;0.23511065351173366;0.2425643325732787;0.2563674003158239;0.25697808437502334;0.25734407400576625;0.26482044885142486;0.26852758139503907;0.27727452097461414;0.28156150143130265;0.28287284836671445;0.29292044393656336;0.301656907729124;0.31716752370827334;0.3344438731054398;0.3421784884797167;0.34984267096980665;0.35041823211653667;0.3531235401475486;0.3598907392495837;0.37688867573245194;0.40313457362060934;0.4285714285714286;0.4306060299057741;0.4389608261077712;0.44954681177824285;0.44967629360819644;0.48181205582971587;0.5011825339601562;0.5727192585805422;0.8660254037844387
8;-0.43250104404721296;-0.4285714285714286;-0.41553878666872535;-0.3632233016222592;-0.35680705281801023;-0.3381592476479807;-0.32200168864837597;-0.3210096302086334;-0.3;-0.28988551782622424;-0.28747261311959044;-0.2729170305665831;-0.25944124388079326;-0.2516053298882618;-0.2363002615742769;-0.23292187678322368;-0.21916450830259723;-0.2182178902359924;-0.2094487037997122;-0.19636056623367;-0.1947776012451291;-0.19415169426922138;-0.18675411099215816;-0.168846754847211;-0.16554582677505242;-0.16136220242648078;-0.15379761373116205;-0.1468446196428705;-0.14527198283093207;-0.14260672019049778;-0.14190186311646;-0.13578839152920072;-0.13511270729406902;-0.1273288884436513;-0.11865255968789824;-0.11784031954168205;-0.11112098897138853;-0.10810128374795791;-0.1046925704195386;-0.10392533543496243;-0.09711272774950971;-0.08593386163843732;-0.07324109195464987;-0.0626675022389337;-0.05146146553089135;-0.051280439548175606;-0.0385615092808802;-0.03848295445184385;-0.035931737254397106;-0.028467587094339598;-0.013296694755131021;-0.012386810115016291;-0.005747117236126607;0.0044938914332466485;0.006159581519072086;0.009368335954162399;0.0117143767219278;0.02031836808070675;0.04040629295933704;0.04621521571838445;0.0512989176042577;0.05154393645500722;0.05417786669978271;0.05683531001754213;0.061834576926298096;0.07144857321620837;0.08241000692854371;0.08549819600709618;0.08648618447330345;0.11011600390965341;0.11274571968187012;0.11710716297235563;0.1250135853071974;0.1272164878108672;0.14828671958119516;0.14932189400793916;0.15460303258091448;0.15996017453269382;0.1601961282180444;0.16377014527202544;0.1672550203272157;0.1713674410352746;0.17330345351443885;0.1834353876490666;0.19015531402183447;0.20229827643539275;0.20550512363784698;0.23120472512489254;0.23253305219693166;0.24149980001301813;0.2912998111110616;0.3;0.35309393180189985;0.41726954435301694;0.44474958999666075;0.4879500364742666;0.49198652416272215;0.5206538714368565;0.5428571428571429;0.6668859288553503;0.8660254037844387
18;-0.3;-0.22630549121067825;-0.19437409743993367;-0.18018749253911182;-0.1600373891016514;-0.1520020267072009;-0.1468446196428705;-0.12981682432096042;-0.12311525228655752;-0.09946901604821837;-0.08549819600709618;-0.08076908455520354;-0.06506395123494893;-0.05986972223827927;-0.04083905370399755;-0.022477586270599197;-0.020743895062480613;-0.020287987701462312;-0.01572932763519804;-0.0016417106818253928;0.0;0.0066085257565311655;0.009744929107105877;0.02400213361781993;0.024606369821202158;0.026536602672357926;0.02996136538576127;0.033134738409727346;0.037562412749089044;0.03794638814663219;0.04514178865824269;0.048795003647426664;0.06219598271109711;0.06918060418726152;0.07356601814451398;0.08498932407349832;0.10117461483680408;0.1123068904367801;0.11366766625170516;0.11452698701482683;0.11644756829561258;0.12583646318582634;0.1271891778804686;0.1300988882302543;0.13766572089466433;0.13824533003970085;0.13999317008012918;0.14144107185085192;0.14221148235873005;0.15910622389917345;0.1614534666477608;0.1626930379931467;0.1631459041513319;0.16471435418685035;0.16763454633467206;0.16959355521553213;0.17603672641202145;0.17654696590094993;0.17964428109219466;0.18239881788926843;0.19664585081632122;0.19813349381779616;0.20035204256839478;0.20347149883811813;0.20519567041703085;0.20534912805205843;0.20995218890972187;0.21572115793305777;0.22403769799248408;0.2249419416039263;0.2253518592037959;0.23015383558740107;0.23766357130281937;0.2407326465439129;0.2503020292994933;0.25841590065816256;0.27757887615708254;0.2839088575349177;0.2848966326453747;0.28917999110742737;0.29475319574593684;0.29649972666444047;0.3;0.30410552736136937;0.30860830336028444;0.30862783628306667;0.3252994219656423;0.34614092583881867;0.3555889777820079;0.3694957933662234;0.3828207641518903;0.3910313843796925;0.4097738733399858;0.43546297355273156;0.4482918831173584;0.45784752600648043;0.49198652416272215;0.5111595373988203;0.7235293454794937;0.8660254037844387;0.8857142857142858
