;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
2120;2122;550.2976;485.13024;0.46936;13.7292;14.5975;;;
2121;2123;374.4896;466.70848;0.2738;11.7475;13.7213;simpler;3.0;44.70848000000001
2122;2124;347.40479999999997;525.9776;0.0968;11.4119;14.1305;the;20.0;3.977600000000052
2123;2125;308.0832;426.37312;0.30798;12.6939;14.9904;here's;1.0;8.373119999999972
2124;2126;457.9072;382.39232;0.2594;13.198;14.4936;to;5.0;18.632031741664694
2125;2127;613.568;391.99744;0.27502;12.9316;13.0965;same;8.0;11.002560000000017
2126;2128;804.4799999999999;437.6576;0.29126;15.8407;12.4601;‘python;11.0;15.657600000000002
2127;2129;1014.4768;472.39168;0.45361;13.6048;13.1518;"""4""]:";16.0;50.39168000000001
2128;2130;908.9152;451.87072;0.5177;12.8373;13.0297;a[1];13.0;29.870720000000006
2129;2131;915.648;462.60224;0.29016;13.8595;12.821;a[1];13.0;40.602239999999995
2130;2132;998.336;513.95584;0.27454;10.5671;11.576;"[""3"",";15.0;91.95583999999997
2131;2133;864.6912;443.68896;0.27454;13.6515;9.0727;‘python;11.0;24.639300788001268
2132;2134;332.37760000000003;535.08096;0.43799;11.6177;14.2279;uses;19.0;13.080960000000005
2133;2135;516.992;503.7568;0.22656;12.3323;13.4428;check;24.0;0.0
2134;2136;610.496;517.28384;0.38818;11.9148;12.3399;the;26.0;1.495999999999981
2135;2137;669.5808;574.208;0.09705;9.7237;11.879;of;28.0;52.2272859015285
2136;2138;806.72;540.672;0.40417;9.549;7.5774;present;31.0;13.672000000000025
2137;2139;950.4512;568.30976;0.51819;12.0724;13.4407;"[""3"",";35.0;41.30975999999998
2138;2140;409.6128;620.76928;0.45325;11.1805;12.8383;more;40.0;0.6127999999999929
2139;2141;466.9312;595.83488;0.32361;11.5056;12.7597;concise;41.0;12.165120000000002
2140;2142;610.7776;599.21408;0.40466;11.3192;11.9625;express;44.0;13.785920000000033
2141;2143;759.2575999999999;630.45632;0.21082;9.8118;11.9748;logic;47.0;0.0
2142;2144;893.5168;675.82976;0.27478;11.0094;13.5252;original;50.0;43.829759999999965
