;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
1;0.1566828348272043;0.3697497267591943;0.424131140077947;0.239123283389968;0.3984556697556283;0.2814850061250195;0.3700662626838487;0.2761313926327902;0.2651696239375565;0.2460344979084715;0.3379724442525765;0.271101741232612;0.2381273540875299;0.2460053803149066;0.4263235615195146;0.2387152054684765;0.3118556105461968
2;0.0670333036185401;0.2219574592565958;0.2468194563284149;0.1927117316101581;0.2688080569246326;0.1888195956617616;0.2736196636889397;0.1869494829642873;0.2014194162620458;0.1965488736767088;0.2344481236864473;0.1904679934660121;0.193448382346189;0.1874548146500872;0.2890048994550095;0.1898226953708916;0.2257529521228828
3;0.1561780677318235;0.374691466686237;0.4110032142369155;0.2564863702982456;0.370998277161352;0.2744298206110169;0.3893990382682608;0.2709070579689471;0.3008540966660532;0.2667932957544366;0.2940317600375685;0.2989113132199157;0.2611422711354386;0.2635306292737419;0.4101197356348905;0.2623304685867352;0.2955987570668115
4;0.1694198140876617;0.2249992571735538;0.3457938448416683;0.2604535130237672;0.2627444116418467;0.2587893200745335;0.2919182601373831;0.2465506891372536;0.2262825437402381;0.2730944363284494;0.2076966364496743;0.245118225389024;0.2653384033362866;0.2682733435346774;0.3389519778642527;0.2658906841672646;0.2237040385712351
5;0.136764980620534;0.2808788649718904;0.3421220635617658;0.2097597156689642;0.3000843734485656;0.2277937811826026;0.3307568911264362;0.2265896164130974;0.2183576958888521;0.2123036606447388;0.2323954659279073;0.2169584893980358;0.2165411488277635;0.2149280621600709;0.3709385065167767;0.2180485434237835;0.2133719978586943
6;0.1089118984510896;0.2758089795573878;0.312753895927549;0.2444768094710412;0.3401471321005012;0.2433104916973971;0.3290313254487097;0.2469019532761463;0.254798413947779;0.2297758217648214;0.2718008195604318;0.2580312805634284;0.2307798045811707;0.2351538912171382;0.3121406182750567;0.2367120626689937;0.2707908325657335
7;0.1753836049543189;0.3315649454989994;0.3764403863968966;0.2502788715883655;0.3817734792246386;0.2297458372040625;0.3604869793664095;0.2550167835636943;0.2359407243988849;0.2508959250329605;0.2734680101570221;0.2635334139969158;0.2493719829275707;0.2470504823694077;0.3746427942762467;0.2468660737175917;0.2751134107422224
8;0.2122645610885807;0.2876632052713468;0.3550986074759936;0.2923267159113383;0.3259375367806512;0.3084558983932253;0.3462124334229083;0.3089293782409836;0.3054745181018309;0.2962235565761036;0.2823429676606301;0.2975657257464819;0.288726163662074;0.2947374866418009;0.3489811481394342;0.2932968772930449;0.2888248698850914
mean;0.1478298831724691;0.29591423814690065;0.3517703261058938;0.243202126370231;0.331118617129727;0.25160371886870236;0.336436356767862;0.25224704427464995;0.2510371291179051;0.2464587584608363;0.26676952846653224;0.25521102287655323;0.24293443886300287;0.24464176127022885;0.3588879052101477;0.24396032633709772;0.26312655866985846
std;0.04422403391243477;0.05870678609218629;0.05609951101902193;0.0307601868661396;0.051157600804670626;0.037326798679239645;0.03895951928706779;0.03609968386159473;0.03785232200154154;0.03285301464937811;0.041129857065556434;0.037397761477030264;0.029971666527075832;0.03311399049646626;0.04649152008061627;0.03149442932240498;0.03726014906905037
