;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
1;0.1230407799182164;0.3346708595765285;0.4092863736110949;0.1973417867066814;0.3885089175863059;0.2396557097920739;0.3408338031923331;0.2338824767381414;0.2483576655829497;0.2076164201751966;0.2829915800716742;0.2267316666616776;0.2028628854022301;0.2064646028825854;0.396016029482565;0.1970099538441325;0.2805078841893808
2;0.072344938984413;0.1788976847568077;0.2038670000229684;0.1615257677811681;0.2398947845445866;0.1576631196023012;0.2397937425188626;0.1879923765862468;0.1747717019245105;0.1662304592647466;0.2160250069995374;0.184007210361282;0.1849868182836398;0.1622340895066369;0.2399515440767215;0.1784605084247884;0.2102868743485084
3;0.0873059903279362;0.3191821418143535;0.3761173264646596;0.2085822178247561;0.3183941537037794;0.2008080057419166;0.3535867960223854;0.1992419211323641;0.2461444242173937;0.2214377570306821;0.2384833678440999;0.2283961066426801;0.2156862930903354;0.2210545909926496;0.3692260706990889;0.2129369232977732;0.2368421150549222
4;0.144256300758687;0.2005661356384247;0.3121860218236277;0.2116940746090011;0.2334684924298491;0.2376389945355263;0.2713985164331572;0.218857928427898;0.1789528694573439;0.2233884924439894;0.1918924198928392;0.2183398366486424;0.2181282413522248;0.2198262382624525;0.3191655701702873;0.2185502525572835;0.2036813152341507
5;0.1380931083608911;0.2684465531747002;0.3229262150708112;0.2038285756465629;0.2910181138058743;0.2287818065053717;0.3024760974470485;0.2258343412565711;0.2188028917908384;0.2058127671067352;0.2257551483520034;0.2231562281345089;0.2084109911489178;0.2073443734598761;0.3317441031681126;0.2118983469307599;0.2145115378561353
6;0.1126301435114379;0.2711279507461002;0.2691799334040627;0.2458291991254738;0.322211362743338;0.2467971004440147;0.3103317971888936;0.2411323986980555;0.2429468055507307;0.2261118104079865;0.2600410771100798;0.2456384143260963;0.2281490193021052;0.2330810433654515;0.2886828952032255;0.2338712492254463;0.2506511684223551
7;0.1631706115074047;0.2697501750091071;0.3126500380389029;0.2231484506410783;0.3166206158387797;0.1946499687364633;0.2973519925301929;0.2323724373585018;0.2140284946309583;0.2216425539318839;0.2465602882017657;0.2435166800586356;0.2213144114533752;0.2159729064846564;0.3143639695916572;0.230949265928176;0.240596946149762
8;0.1736639421112875;0.2483745947198945;0.3063239419475855;0.2357641357126937;0.2695371960499448;0.2412948389977508;0.3003034097955133;0.2441861191328127;0.2512364446766937;0.2377997479294786;0.2390544621175798;0.2327842012348213;0.2339178732889665;0.2369219605277441;0.2989067403865866;0.2320683269521108;0.243441296257429
mean;0.12681322693503422;0.26137701192948953;0.31406710629796414;0.21096427600592693;0.2974567045878072;0.21841119304442733;0.30200951939104836;0.22293749991632392;0.22190516222892737;0.21375500103633738;0.23760041882369742;0.22532129300854303;0.21418206666522435;0.21286247568525657;0.3197571153472806;0.2144681033950588;0.23506489218908044
std;0.03523665466398966;0.05291294084833001;0.06235823621562835;0.02581780491428032;0.050621496287541694;0.031219968123311438;0.035994956473142985;0.01999659047435557;0.031003410291856846;0.021726305002506108;0.02762541210579283;0.01916573514021284;0.01543222448629515;0.02313792350154642;0.048114443705947446;0.01921615629642653;0.025165859131948725
